Unit,Cost,Avg Place,Top 4%,Games,Win%
Apex Primordian,S,2.10,46.9%,128,0.0%
Bard,S,3.88,18.4%,"76,398",22.1%
Jhin,S,3.91,19.2%,"68,437",19.8%
Sona,S,3.97,18.3%,"72,741",21.1%
Shen,S,3.98,19.9%,"70,117",20.3%
Blitzcrank,S,4.02,19.6%,"133,702",38.8%
Rhaast,S,4.02,18.1%,"112,345",32.6%
Morgana,S,4.05,19.1%,"45,275",13.1%
Fiora,S,4.15,18.4%,"68,603",19.9%
Vex,S,4.15,20.6%,"71,698",20.8%
Zed,A,4.22,18.9%,"5,193",1.5%
Corki,A,4.26,9.2%,"38,074",11.0%
Fizz,A,4.29,9.3%,"32,979",9.6%
The Mighty Mech,A,4.30,11.1%,"61,038",17.7%
Karma,A,4.30,14.2%,"97,483",28.3%
Riven,A,4.31,10.1%,"49,292",14.3%
Kindred,A,4.35,9.4%,"45,118",13.1%
Meepsie,A,4.35,12.5%,"120,263",34.9%
Master Yi,A,4.38,9.9%,"37,542",10.9%
Graves,A,4.39,20.3%,"48,776",14.1%
Milio,B,4.40,8.9%,"47,216",13.7%
Nunu & Willump,B,4.41,16.0%,"160,150",46.4%
Pyke,B,4.41,9.4%,"14,479",4.2%
Rammus,B,4.44,9.7%,"49,961",14.5%
Tahm Kench,B,4.45,13.8%,"110,941",32.2%
Gragas,B,4.46,9.3%,"40,414",11.7%
Mordekaiser,B,4.47,13.1%,"122,496",35.5%
Urgot,B,4.48,9.7%,"50,727",14.7%
Aatrox,B,4.49,14.7%,"114,061",33.1%
Xayah,B,4.50,15.3%,"52,329",15.2%
Viktor,B,4.51,8.9%,"13,264",3.8%
Maokai,B,4.52,11.9%,"120,227",34.9%
Illaoi,B,4.53,12.9%,"98,510",28.6%
Akali,B,4.54,15.3%,"61,784",17.9%
Cho'Gath,B,4.56,10.8%,"31,058",9.0%
Bel'Veth,B,4.56,8.0%,"48,524",14.1%
Kai'Sa,B,4.56,10.3%,"23,998",7.0%
Poppy,B,4.57,8.1%,"30,007",8.7%
Jax,B,4.60,12.9%,"67,027",19.4%
Aurelion Sol,C,4.60,10.6%,"24,605",7.1%
Pantheon,C,4.61,10.1%,"39,584",11.5%
Leona,C,4.64,11.5%,"45,073",13.1%
Veigar,C,4.66,15.2%,"3,075",0.9%
Nami,C,4.67,8.7%,"19,886",5.8%
Lulu,C,4.68,9.5%,"14,234",4.1%
Gwen,C,4.68,9.4%,"13,247",3.8%
Miss Fortune,C,4.71,6.1%,"19,502",5.7%
Lissandra,C,4.72,8.7%,"36,065",10.5%
LeBlanc,C,4.73,9.6%,"29,018",8.4%
Teemo,C,4.76,9.4%,"7,420",2.2%
Twisted Fate,C,4.78,7.8%,"15,839",4.6%
Ornn,C,4.79,7.5%,"31,874",9.2%
Diana,D,4.80,9.0%,"15,450",4.5%
Zoe,D,4.86,7.8%,"14,258",4.1%
Gnar,D,4.87,11.7%,"7,602",2.2%
Rek'Sai,D,4.90,6.4%,"11,621",3.4%
Caitlyn,D,4.95,5.5%,"8,608",2.5%
Aurora,D,4.95,11.9%,"10,351",3.0%
Jinx,D,4.96,10.0%,"14,383",4.2%
Ezreal,D,5.01,9.9%,"6,447",1.9%
Samira,D,5.06,10.1%,"17,465",5.1%
Talon,D,5.07,6.4%,"6,894",2.0%
Nasus,D,5.11,7.4%,"14,791",4.3%
Briar,D,5.49,4.8%,"8,748",2.5%
