Unit,Cost,Avg Place,Top 4%,Games,Win%
Apex Primordian,S,2.58,46.7%,92,0.0%
Rhaast,S,3.78,21.1%,"122,378",22.5%
Jhin,S,3.80,20.0%,"87,945",16.2%
Bard,S,3.81,18.4%,"121,372",22.3%
Shen,S,3.83,19.4%,"100,194",18.4%
Sona,S,3.93,19.1%,"87,783",16.2%
Fiora,S,4.01,19.3%,"103,397",19.0%
Blitzcrank,S,4.05,19.4%,"147,083",27.1%
Zed,S,4.19,22.2%,"8,759",1.6%
Morgana,S,4.19,16.9%,"87,808",16.2%
Vex,A,4.22,21.0%,"74,077",13.6%
Master Yi,A,4.25,13.1%,"78,616",14.5%
Kindred,A,4.26,13.1%,"76,596",14.1%
Urgot,A,4.30,13.5%,"85,898",15.8%
Gragas,A,4.31,12.7%,"78,441",14.4%
Tahm Kench,A,4.34,14.7%,"146,929",27.0%
Karma,A,4.35,14.2%,"177,276",32.6%
Bel'Veth,A,4.36,12.6%,"71,917",13.2%
The Mighty Mech,A,4.36,10.9%,"181,025",33.3%
Pyke,A,4.36,11.5%,"20,701",3.8%
Maokai,A,4.39,13.8%,"135,847",25.0%
Riven,B,4.40,9.4%,"133,227",24.5%
Cho'Gath,B,4.41,13.8%,"81,257",15.0%
Corki,B,4.41,8.5%,"119,421",22.0%
Kai'Sa,B,4.43,13.4%,"67,354",12.4%
Aatrox,B,4.45,16.6%,"89,671",16.5%
Meepsie,B,4.45,11.2%,"227,679",41.9%
Fizz,B,4.46,8.3%,"109,692",20.2%
Milio,B,4.47,9.3%,"143,699",26.4%
Nunu & Willump,B,4.49,15.1%,"189,838",34.9%
Graves,B,4.50,19.6%,"47,384",8.7%
Mordekaiser,B,4.50,13.2%,"205,867",37.9%
Rammus,B,4.51,8.9%,"139,542",25.7%
Aurelion Sol,B,4.52,11.5%,"81,065",14.9%
Lulu,B,4.53,13.3%,"33,782",6.2%
Akali,B,4.55,16.3%,"74,628",13.7%
Pantheon,B,4.55,13.3%,"73,725",13.6%
Teemo,B,4.56,10.5%,"10,614",2.0%
Viktor,B,4.58,9.5%,"17,509",3.2%
Twisted Fate,B,4.58,12.1%,"35,777",6.6%
Illaoi,C,4.61,12.7%,"138,979",25.6%
Jax,C,4.65,12.6%,"62,103",11.4%
Lissandra,C,4.66,11.2%,"76,092",14.0%
Xayah,C,4.67,14.3%,"30,316",5.6%
LeBlanc,C,4.72,11.0%,"40,872",7.5%
Rek'Sai,C,4.73,10.7%,"12,791",2.4%
Nami,C,4.74,9.3%,"22,219",4.1%
Poppy,C,4.75,6.9%,"92,299",17.0%
Zoe,C,4.76,8.4%,"20,428",3.8%
Veigar,D,4.82,14.7%,"6,343",1.2%
Miss Fortune,D,4.84,8.5%,"9,864",1.8%
Gwen,D,4.86,9.3%,"10,343",1.9%
Samira,D,4.90,11.3%,"12,532",2.3%
Ornn,D,4.91,9.3%,"22,743",4.2%
Ezreal,D,4.91,13.3%,"13,083",2.4%
Leona,D,4.92,9.7%,"48,113",8.9%
Caitlyn,D,4.92,7.0%,"9,252",1.7%
Diana,D,4.94,13.0%,"17,101",3.1%
Talon,D,4.95,8.6%,"9,698",1.8%
Aurora,D,4.97,13.5%,"19,427",3.6%
Gnar,D,5.00,11.8%,"16,414",3.0%
Jinx,D,5.08,14.6%,"16,189",3.0%
Nasus,D,5.14,6.8%,"16,201",3.0%
Briar,D,5.65,6.7%,"8,840",1.6%
