Unit,Cost,Avg Place,Top 4%,Games,Win%
Morgana,S,3.40,24.1%,"40,996",11.9%
Rhaast,S,3.68,20.3%,"67,570",19.5%
Shen,S,3.77,19.1%,"49,691",14.4%
Jhin,S,3.78,19.9%,"57,333",16.6%
Sona,S,3.90,18.6%,"31,410",9.1%
Bard,S,3.92,18.3%,"49,952",14.4%
Fiora,S,3.94,18.2%,"67,276",19.5%
Blitzcrank,S,3.97,19.1%,"56,060",16.2%
Zed,S,4.19,23.9%,"5,271",1.5%
Kindred,A,4.21,13.3%,"83,253",24.1%
Nami,A,4.24,12.2%,"20,792",6.0%
Teemo,A,4.26,11.9%,"26,185",7.6%
Master Yi,A,4.30,13.2%,"71,084",20.6%
Bel'Veth,A,4.31,12.5%,"80,299",23.2%
Zoe,A,4.32,11.8%,"28,157",8.1%
Riven,A,4.34,12.1%,"91,539",26.5%
Rek'Sai,A,4.35,11.3%,"27,819",8.0%
Vex,A,4.35,17.8%,"24,981",7.2%
Gragas,A,4.35,13.0%,"65,117",18.8%
Tahm Kench,A,4.35,14.7%,"111,029",32.1%
Kai'Sa,A,4.38,12.7%,"68,360",19.8%
Karma,A,4.39,14.3%,"80,658",23.3%
Urgot,A,4.40,13.8%,"78,112",22.6%
The Mighty Mech,A,4.40,12.4%,"84,705",24.5%
Maokai,B,4.43,13.7%,"109,701",31.7%
Corki,B,4.44,9.9%,"64,341",18.6%
Pyke,B,4.45,11.2%,"10,910",3.2%
Mordekaiser,B,4.46,13.2%,"112,967",32.7%
Cho'Gath,B,4.47,12.7%,"66,365",19.2%
Leona,B,4.48,11.3%,"39,281",11.4%
Nasus,B,4.48,10.8%,"24,492",7.1%
Briar,B,4.49,10.3%,"24,630",7.1%
Milio,B,4.49,11.3%,"84,901",24.6%
Nunu & Willump,B,4.49,14.8%,"82,636",23.9%
Talon,B,4.49,11.1%,"18,523",5.4%
Aatrox,B,4.50,14.2%,"56,816",16.4%
Caitlyn,B,4.50,10.1%,"17,613",5.1%
Twisted Fate,B,4.53,12.8%,"39,312",11.4%
Illaoi,B,4.54,11.9%,"75,679",21.9%
Meepsie,B,4.55,10.8%,"97,240",28.1%
Lissandra,B,4.55,11.3%,"66,292",19.2%
Akali,B,4.55,12.4%,"64,412",18.6%
Fizz,B,4.56,9.1%,"51,361",14.9%
LeBlanc,B,4.57,11.4%,"22,375",6.5%
Lulu,B,4.57,14.6%,"28,032",8.1%
Pantheon,B,4.59,13.8%,"54,922",15.9%
Graves,C,4.61,17.5%,"19,177",5.5%
Jax,C,4.61,13.2%,"55,658",16.1%
Gwen,C,4.61,9.9%,"12,253",3.5%
Rammus,C,4.62,10.3%,"75,679",21.9%
Xayah,C,4.65,15.0%,"21,752",6.3%
Viktor,C,4.71,8.9%,"6,132",1.8%
Aurelion Sol,C,4.73,20.1%,"8,853",2.6%
Poppy,C,4.78,8.5%,"47,298",13.7%
Veigar,D,4.85,12.8%,"7,949",2.3%
Samira,D,4.85,12.3%,"5,286",1.5%
Ezreal,D,4.92,13.3%,"11,078",3.2%
Miss Fortune,D,4.94,11.1%,"3,400",1.0%
Gnar,D,4.96,13.1%,"13,310",3.8%
Ornn,D,5.01,9.7%,"10,686",3.1%
Aurora,D,5.11,10.9%,"8,632",2.5%
Diana,D,5.27,9.8%,"3,926",1.1%
Jinx,D,5.40,14.0%,"4,452",1.3%
