Unit,Cost,Avg Place,Top 4%,Games,Win%
Jhin,S,3.91,21.1%,"1,054,897",16.9%
Bard,S,3.96,21.0%,"1,128,211",18.1%
Morgana,S,3.99,19.6%,"900,421",14.4%
Sona,S,4.05,17.4%,"665,617",10.7%
Shen,S,4.07,17.7%,"1,338,461",21.4%
Nami,S,4.08,13.2%,"913,652",14.6%
Blitzcrank,S,4.12,17.3%,"1,530,218",24.5%
Rhaast,S,4.16,15.2%,"1,563,886",25.0%
Pyke,S,4.18,11.5%,"692,392",11.1%
Lissandra,A,4.22,11.1%,"1,060,353",17.0%
Viktor,A,4.22,11.2%,"602,510",9.6%
Kindred,A,4.23,10.5%,"655,636",10.5%
Zed,A,4.24,17.5%,"96,496",1.5%
Riven,A,4.26,13.5%,"1,016,685",16.3%
Corki,A,4.30,12.2%,"602,197",9.6%
Fiora,A,4.30,17.4%,"911,601",14.6%
Caitlyn,A,4.31,9.4%,"702,153",11.2%
Bel'Veth,A,4.35,9.7%,"559,564",9.0%
Teemo,A,4.37,9.4%,"397,337",6.4%
Rek'Sai,A,4.37,9.0%,"441,365",7.1%
Mordekaiser,A,4.37,13.9%,"2,366,498",37.9%
Akali,A,4.38,12.3%,"1,324,300",21.2%
Vex,A,4.38,15.8%,"866,566",13.9%
Meepsie,A,4.38,12.1%,"1,721,516",27.6%
Milio,A,4.40,11.3%,"519,808",8.3%
Karma,A,4.40,13.6%,"1,270,243",20.3%
Samira,B,4.40,14.2%,"468,306",7.5%
Aatrox,B,4.42,11.4%,"1,359,900",21.8%
The Mighty Mech,B,4.44,13.7%,"1,034,398",16.6%
Gwen,B,4.44,12.0%,"516,441",8.3%
Kai'Sa,B,4.44,10.6%,"478,624",7.7%
Talon,B,4.46,9.9%,"479,134",7.7%
Maokai,B,4.46,10.8%,"1,263,532",20.2%
Xayah,B,4.47,17.2%,"1,126,894",18.0%
Nunu & Willump,B,4.47,15.5%,"2,328,306",37.3%
Zoe,B,4.47,8.8%,"427,662",6.8%
Jax,B,4.48,14.8%,"1,377,767",22.1%
Illaoi,B,4.50,11.3%,"1,646,491",26.4%
Twisted Fate,B,4.53,9.0%,"458,040",7.3%
Rammus,B,4.53,14.7%,"1,624,401",26.0%
Gnar,B,4.55,17.9%,"674,729",10.8%
Nasus,B,4.57,9.7%,"632,711",10.1%
Urgot,B,4.57,12.9%,"767,546",12.3%
Ornn,B,4.57,11.5%,"1,009,165",16.2%
LeBlanc,B,4.58,9.8%,"506,908",8.1%
Fizz,B,4.60,11.3%,"451,754",7.2%
Aurelion Sol,B,4.60,15.8%,"397,590",6.4%
Poppy,C,4.63,11.6%,"509,238",8.2%
Leona,C,4.63,8.6%,"658,002",10.5%
Veigar,C,4.65,12.0%,"250,071",4.0%
Master Yi,C,4.65,11.3%,"454,777",7.3%
Graves,C,4.66,14.8%,"658,277",10.5%
Tahm Kench,C,4.66,13.5%,"1,391,808",22.3%
Cho'Gath,C,4.70,10.6%,"392,720",6.3%
Aurora,C,4.72,11.9%,"512,350",8.2%
Pantheon,C,4.73,11.7%,"704,994",11.3%
Briar,C,4.74,8.2%,"486,527",7.8%
Miss Fortune,D,4.86,7.0%,"112,546",1.8%
Lulu,D,4.88,9.5%,"200,025",3.2%
Gragas,D,4.89,6.3%,"257,451",4.1%
Ezreal,D,4.94,11.3%,"229,204",3.7%
Diana,D,5.20,7.8%,"110,010",1.8%
Jinx,D,6.08,7.7%,"145,371",2.3%
