Unit,Cost,Avg Place,Top 4%,Games,Win%
Morgana,S,3.96,19.7%,"501,944",18.2%
Jhin,S,4.00,17.9%,"364,167",13.2%
Sona,S,4.03,17.7%,"305,144",11.0%
Bard,S,4.03,18.4%,"540,993",19.6%
Shen,S,4.04,18.0%,"764,143",27.6%
Blitzcrank,S,4.11,17.4%,"766,160",27.7%
Nami,S,4.12,13.8%,"410,129",14.8%
Rhaast,S,4.16,14.6%,"554,272",20.1%
Zed,S,4.16,19.3%,"40,404",1.5%
Lissandra,A,4.21,11.5%,"413,459",15.0%
Pyke,A,4.22,11.2%,"315,601",11.4%
Fiora,A,4.23,17.6%,"506,647",18.3%
Riven,A,4.27,14.2%,"496,160",18.0%
Vex,A,4.28,17.1%,"462,832",16.7%
Kindred,A,4.28,10.8%,"314,126",11.4%
Viktor,A,4.31,11.2%,"309,487",11.2%
Corki,A,4.32,12.8%,"263,498",9.5%
Caitlyn,A,4.33,9.9%,"324,838",11.8%
Bel'Veth,A,4.34,10.2%,"240,234",8.7%
Samira,A,4.37,14.7%,"189,338",6.9%
Meepsie,A,4.38,12.5%,"912,094",33.0%
Rek'Sai,A,4.38,9.1%,"167,250",6.1%
Mordekaiser,A,4.39,12.6%,"997,737",36.1%
Karma,B,4.40,13.5%,"686,341",24.8%
Gwen,B,4.41,12.9%,"253,089",9.2%
Aatrox,B,4.41,12.3%,"683,366",24.7%
Xayah,B,4.41,14.7%,"361,008",13.1%
Milio,B,4.42,12.2%,"242,201",8.8%
Teemo,B,4.43,10.3%,"122,307",4.4%
Talon,B,4.43,10.6%,"186,133",6.7%
Akali,B,4.43,12.9%,"533,545",19.3%
Nunu & Willump,B,4.46,14.1%,"937,592",33.9%
Illaoi,B,4.47,11.4%,"715,865",25.9%
Jax,B,4.48,12.7%,"473,120",17.1%
Kai'Sa,B,4.49,10.6%,"173,283",6.3%
Rammus,B,4.51,13.3%,"733,002",26.5%
Ornn,B,4.53,12.1%,"484,417",17.5%
Maokai,B,4.53,11.1%,"518,364",18.8%
Fizz,B,4.54,12.3%,"225,907",8.2%
The Mighty Mech,B,4.56,14.0%,"420,485",15.2%
Twisted Fate,B,4.56,9.4%,"187,871",6.8%
LeBlanc,B,4.57,10.1%,"314,948",11.4%
Zoe,B,4.57,8.9%,"187,818",6.8%
Gnar,B,4.58,14.6%,"213,024",7.7%
Graves,C,4.60,15.2%,"358,529",13.0%
Nasus,C,4.61,10.8%,"263,282",9.5%
Veigar,C,4.62,12.6%,"94,071",3.4%
Briar,C,4.62,8.7%,"174,198",6.3%
Poppy,C,4.63,11.9%,"243,992",8.8%
Master Yi,C,4.64,11.4%,"261,900",9.5%
Tahm Kench,C,4.65,13.9%,"721,220",26.1%
Pantheon,C,4.66,12.4%,"342,823",12.4%
Leona,C,4.67,9.3%,"319,626",11.6%
Aurelion Sol,C,4.67,15.0%,"227,475",8.2%
Urgot,C,4.74,13.0%,"293,653",10.6%
Cho'Gath,C,4.76,10.9%,"144,005",5.2%
Lulu,D,4.86,9.8%,"91,655",3.3%
Miss Fortune,D,4.88,6.9%,"55,254",2.0%
Aurora,D,4.89,13.9%,"129,441",4.7%
Ezreal,D,4.89,11.6%,"101,939",3.7%
Gragas,D,4.89,6.5%,"123,569",4.5%
Diana,D,5.01,11.4%,"62,523",2.3%
Jinx,D,5.43,11.5%,"67,524",2.4%
