Unit,Cost,Avg Place,Top 4%,Games,Win%
Morgana,S,3.47,23.5%,"22,801",12.9%
Jhin,S,3.74,20.4%,"31,634",17.9%
Shen,S,3.79,19.6%,"27,540",15.6%
Sona,S,3.87,18.5%,"18,652",10.6%
Fiora,S,3.90,18.9%,"30,548",17.3%
Bard,S,3.95,18.6%,"26,382",14.9%
Blitzcrank,S,4.00,18.1%,"31,587",17.9%
Rhaast,S,4.02,16.7%,"36,182",20.5%
Zed,S,4.05,24.1%,"2,465",1.4%
Kindred,S,4.17,12.9%,"37,891",21.5%
Teemo,A,4.21,11.7%,"12,418",7.0%
Vex,A,4.22,18.3%,"15,108",8.6%
Master Yi,A,4.27,13.0%,"30,147",17.1%
Bel'Veth,A,4.28,12.1%,"34,795",19.7%
Riven,A,4.29,13.2%,"41,083",23.3%
Corki,A,4.34,11.3%,"24,560",13.9%
Tahm Kench,A,4.34,15.0%,"52,743",29.9%
Caitlyn,A,4.35,11.0%,"11,226",6.4%
Nami,A,4.35,11.3%,"13,413",7.6%
Gragas,A,4.37,12.4%,"24,465",13.9%
Rek'Sai,A,4.38,10.2%,"15,073",8.5%
Talon,A,4.39,11.2%,"11,716",6.6%
The Mighty Mech,A,4.39,13.4%,"34,506",19.5%
Karma,A,4.40,13.8%,"43,778",24.8%
Zoe,A,4.40,10.5%,"13,941",7.9%
Aatrox,B,4.41,14.0%,"30,509",17.3%
Kai'Sa,B,4.43,11.9%,"32,642",18.5%
Urgot,B,4.43,13.5%,"37,222",21.1%
Briar,B,4.44,9.7%,"13,752",7.8%
Akali,B,4.44,12.8%,"41,731",23.6%
Graves,B,4.45,17.6%,"11,456",6.5%
Milio,B,4.46,12.1%,"31,933",18.1%
Maokai,B,4.46,13.3%,"54,425",30.8%
Mordekaiser,B,4.47,12.8%,"60,174",34.1%
Twisted Fate,B,4.48,11.7%,"16,512",9.3%
Nunu & Willump,B,4.48,14.3%,"48,937",27.7%
Aurelion Sol,B,4.51,20.4%,"5,691",3.2%
Lissandra,B,4.52,11.1%,"33,838",19.2%
Meepsie,B,4.52,11.5%,"46,822",26.5%
Nasus,B,4.52,10.0%,"12,993",7.4%
Leona,B,4.53,10.6%,"20,889",11.8%
Illaoi,B,4.53,11.6%,"44,147",25.0%
Pyke,B,4.55,10.2%,"7,191",4.1%
Xayah,B,4.55,15.4%,"16,847",9.5%
LeBlanc,B,4.55,10.7%,"14,065",8.0%
Fizz,B,4.55,10.2%,"17,927",10.1%
Cho'Gath,B,4.56,12.5%,"30,434",17.2%
Jax,B,4.56,12.9%,"29,395",16.6%
Gwen,B,4.58,9.9%,"8,654",4.9%
Rammus,B,4.60,11.5%,"35,254",20.0%
Lulu,C,4.65,13.5%,"10,194",5.8%
Poppy,C,4.67,10.5%,"17,770",10.1%
Pantheon,C,4.70,12.8%,"27,598",15.6%
Veigar,C,4.70,13.7%,"5,541",3.1%
Viktor,C,4.75,8.7%,"4,442",2.5%
Samira,D,4.80,12.7%,"4,943",2.8%
Gnar,D,4.84,13.5%,"9,256",5.2%
Ezreal,D,4.88,13.8%,"10,401",5.9%
Aurora,D,4.91,11.6%,"9,364",5.3%
Ornn,D,4.96,9.8%,"10,390",5.9%
Miss Fortune,D,4.99,10.2%,"2,905",1.6%
Diana,D,5.11,11.2%,"2,660",1.5%
Jinx,D,5.16,14.7%,"2,525",1.4%
