Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,여행자 빅토르,7,Medium,3.90,0.49,12.6%,62.3%,빅토르 | 일라오이 | 나미 | 라아스트 | 꼬마 정령 | 모데카이저 | 파이크 | 리산드라,"빅토르★ (드론 업링크, 보석 건틀릿, 라바돈의 죽음모자) | 일라오이★ (덤불 조끼, 가고일 돌갑옷, 워모그의 갑옷) | 나미 (거인 학살자, 쇼진의 창, 공허의 지팡이) | 라아스트★ (이온 충격기, 태양불꽃 망토, 워모그의 갑옷) | 꼬마 정령 | 모데카이저 | 파이크 | 리산드라"
S,태고족 벨베스,6,Medium,4.10,0.49,9.8%,59.4%,벨베스 | 렉사이 | 브라이어 | 킨드레드 | 마오카이 | 아칼리 | 아트록스 | 케이틀린,"벨베스★ (거인 학살자, 수은, 크라켄의 분노) | 렉사이★ (수호자의 맹세, 태양불꽃 망토, 저녁갑주) | 브라이어★ (피바라기, 스테락의 도전, 거인의 결의) | 킨드레드 (죽음의 검, 구인수의 격노검, 거인 학살자) | 마오카이 | 아칼리★ | 아트록스★ | 케이틀린"
S,선봉대 티모,5,Medium,4.20,0.31,8.9%,57.2%,티모 | 레오나 | 나서스 | 리산드라 | 나미 | 일라오이 | 모데카이저 | 조이,"티모★ (구인수의 격노검, 거인 학살자, 라바돈의 죽음모자) | 레오나★ (가고일 돌갑옷, 가고일 돌갑옷, 워모그의 갑옷) | 나서스★ (이온 충격기, 태양불꽃 망토, 워모그의 갑옷) | 리산드라★ (모렐로노미콘, 쇼진의 창, 공허의 지팡이) | 나미 | 일라오이 | 모데카이저 | 조이★"
S,선봉대 누누와 윌럼프,,Hard,4.20,0.35,15.8%,54.7%,누누와 윌럼프 | 벡스 | 카르마 | 바드 | 블리츠크랭크 | 소나 | 일라오이 | 꼬마 정령 | 모데카이저,"누누와 윌럼프 (수호자의 맹세, 수호자의 맹세, 수호자의 맹세) | 벡스 (구인수의 격노검, 거인 학살자, 라바돈의 죽음모자) | 카르마 (라바돈의 죽음모자, 쇼진의 창, 공허의 지팡이) | 바드 | 블리츠크랭크 | 소나 | 일라오이 | 꼬마 정령 | 모데카이저"
A,운명술사 트위스티드 페이트,5,Medium,4.25,0.42,9.7%,55.7%,트위스티드 페이트 | 잭스 | 케이틀린 | 탈론 | 코르키 | 리븐 | 밀리오 | 아트록스,"트위스티드 페이트★ (내셔의 이빨, 내셔의 이빨, 라바돈의 죽음모자) | 잭스★ (크라운가드, 가고일 돌갑옷, 가고일 돌갑옷) | 케이틀린★ (죽음의 검, 구인수의 격노검, 거인 학살자) | 탈론★ (밤의 끝자락, 마법공학 총검, 쇼진의 창) | 코르키 | 리븐 | 밀리오 | 아트록스★"
A,저격수 자야,,Medium,4.28,0.72,22.4%,52.3%,자야 | 누누와 윌럼프 | 람머스 | 진 | 바드 | 라아스트 | 나르 | 잭스 | 모데카이저,"자야 (전투 토끼 석궁, 구인수의 격노검, 무한의 대검) | 누누와 윌럼프 (적응형 투구, 수호자의 맹세, 수호자의 맹세) | 람머스 (태양불꽃 망토, 저녁갑주, 워모그의 갑옷) | 진 (무한의 대검, 최후의 속삭임, 거인 학살자) | 바드 | 라아스트 | 나르 | 잭스 | 모데카이저"
A,메카 우르곳,7,Medium,4.29,0.54,12.3%,54.5%,우르곳 | 오로라 | 마오카이 | 거대 메크 로봇 | 라아스트 | 아칼리,"우르곳★ (무한의 대검, 거인 학살자, 수은) | 오로라★ (보석 건틀릿, 라바돈의 죽음모자, 쇼진의 창) | 마오카이★ (용의 발톱, 저녁갑주, 워모그의 갑옷) | 거대 메크 로봇 (가고일 돌갑옷, 정령의 형상, 스테락의 도전) | 라아스트★ | 아칼리"
A,정령족 베이가,5,Medium,4.31,0.13,12.3%,53.1%,베이가 | 뽀삐 | 람머스 | 리산드라 | 코르키 | 일라오이 | 꼬마 정령 | 모데카이저,"베이가★ (보석 건틀릿, 거인 학살자, 쇼진의 창) | 뽀삐★ (크라운가드, 수호자의 맹세, 이온 충격기) | 람머스 (덤불 조끼, 가고일 돌갑옷, 워모그의 갑옷) | 리산드라★ (보석 건틀릿, 쇼진의 창, 공허의 지팡이) | 코르키 | 일라오이 | 꼬마 정령 | 모데카이저"
A,우주 그루브 사미라,7,Medium,4.37,0.19,14.2%,51.7%,사미라 | 사미라 | 오른 | 오른 | 자야 | 누누와 윌럼프 | 블리츠크랭크 | 잭스,"사미라★ (죽음의 검, 무한의 대검, 쇼진의 창) | 사미라 | 오른★ (용의 발톱, 가고일 돌갑옷, 워모그의 갑옷) | 오른 | 자야 (구인수의 격노검, 최후의 속삭임, 붉은 덩굴정령) | 누누와 윌럼프 (적응형 투구, 수호자의 맹세, 수호자의 맹세) | 블리츠크랭크 | 잭스"
A,암흑의 별 카르마,,Easy,4.39,0.10,12.0%,52.1%,카르마 | 탐 켄치 | 진 | 거대 메크 로봇 | 블리츠크랭크 | 카이사 | 모데카이저 | 초가스 | 리산드라,"카르마 (푸른 파수꾼, 보석 건틀릿, 모렐로노미콘) | 탐 켄치 (태양불꽃 망토, 정령의 형상, 저녁갑주) | 진 (무한의 대검, 최후의 속삭임, 타격대의 철퇴) | 거대 메크 로봇 (가고일 돌갑옷, 태양불꽃 망토, 저녁갑주) | 블리츠크랭크 | 카이사 | 모데카이저 | 초가스 | 리산드라"
A,선봉대 레오나,5,Medium,4.39,0.07,10.0%,52.5%,레오나 | 르블랑 | 티모 | 누누와 윌럼프 | 블리츠크랭크 | 일라오이 | 모데카이저 | 조이 | 나서스,"레오나★ (가고일 돌갑옷, 가고일 돌갑옷, 워모그의 갑옷) | 르블랑 (구인수의 격노검, 붉은 덩굴정령, 공허의 지팡이) | 티모★ (구인수의 격노검, 마법공학 총검, 거인 학살자) | 누누와 윌럼프 (수호자의 맹세, 태양불꽃 망토, 워모그의 갑옷) | 블리츠크랭크 | 일라오이 | 모데카이저 | 조이 | 나서스★"
A,시간 균열자 파이크,6,Easy,4.42,0.05,6.0%,53.1%,파이크 | 그웬 | 판테온 | 밀리오 | 코르키 | 리븐 | 그라가스 | 꼬마 정령,"파이크★ (표적 고정 광학 장치, 밤의 끝자락, 무한의 대검) | 그웬★ (보석 건틀릿, 내셔의 이빨, 정의의 손길) | 판테온★ (수호자의 맹세, 가고일 돌갑옷, 정령의 형상) | 밀리오★ (모렐로노미콘, 라바돈의 죽음모자, 공허의 지팡이) | 코르키 | 리븐 | 그라가스★ | 꼬마 정령★"
A,여행자 르블랑,,Easy,4.43,0.05,11.0%,51.1%,르블랑 | 거대 메크 로봇 | 카르마 | 일라오이 | 모르가나 | 소나 | 꼬마 정령 | 레오나 | 리산드라,"르블랑 (대천사의 지팡이, 구인수의 격노검, 라바돈의 죽음모자) | 거대 메크 로봇 (가고일 돌갑옷, 이온 충격기, 태양불꽃 망토) | 카르마 (길잡이 상징, 쇼진의 창, 공허의 지팡이) | 일라오이 (가고일 돌갑옷, 태양불꽃 망토, 워모그의 갑옷) | 모르가나 | 소나 | 꼬마 정령 | 레오나 | 리산드라"
A,우주 그루브 리븐,,Medium,4.44,0.33,14.6%,50.8%,리븐 | 나미 | 탐 켄치 | 블리츠크랭크 | 쉔 | 누누와 윌럼프 | 오른 | 그웬 | 판테온,"리븐 (우주 그루브 상징, 피바라기, 거인의 결의) | 나미 (보석 건틀릿, 내셔의 이빨, 내셔의 이빨) | 탐 켄치 (용의 발톱, 가고일 돌갑옷, 워모그의 갑옷) | 블리츠크랭크 (보석 건틀릿, 타격대의 철퇴, 정의의 손길) | 쉔 | 누누와 윌럼프 | 오른 | 그웬 | 판테온"
A,암흑의 별 자야,,Medium,4.45,0.09,14.2%,50.4%,자야 | 누누와 윌럼프 | 진 | 카르마 | 탐 켄치 | 카이사 | 모데카이저 | 초가스 | 리산드라,"자야 (전투 토끼 석궁, 구인수의 격노검, 무한의 대검) | 누누와 윌럼프 (적응형 투구, 수호자의 맹세, 수호자의 맹세) | 진 (무한의 대검, 거인 학살자, 타격대의 철퇴) | 카르마 (모렐로노미콘, 쇼진의 창, 공허의 지팡이) | 탐 켄치 | 카이사 | 모데카이저 | 초가스 | 리산드라"
A,불한당 카이사 피즈,7,Easy,4.46,0.04,8.6%,51.2%,카이사 | 피즈 | 오른 | 마오카이 | 라아스트 | 아트록스 | 초가스,"카이사★ (죽음의 검, 무한의 대검, 타격대의 철퇴) | 피즈★ (보석 건틀릿, 타격대의 철퇴, 정의의 손길) | 오른★ (덤불 조끼, 가고일 돌갑옷, 워모그의 갑옷) | 마오카이★ (덤불 조끼, 용의 발톱, 워모그의 갑옷) | 라아스트★ | 아트록스 | 초가스"
A,정령족 코르키,,Easy,4.47,0.14,15.9%,48.2%,코르키 | 람머스 | 리븐 | 거대 메크 로봇 | 피즈 | 꼬마 정령 | 밀리오 | 뽀삐,"코르키 (죽음의 검, 타격대의 철퇴, 쇼진의 창) | 람머스 (덤불 조끼, 용의 발톱, 가고일 돌갑옷) | 리븐 (피바라기, 거인 학살자, 스테락의 도전) | 거대 메크 로봇 | 피즈 | 꼬마 정령 | 밀리오 | 뽀삐"
B,습격자 킨드레드,,Medium,4.52,0.25,10.5%,49.3%,킨드레드 | 마스터 이 | 탐 켄치 | 피오라 | 쉔 | 마오카이 | 아칼리 | 벨베스 | 아트록스,"킨드레드 (습격자 상징, 구인수의 격노검, 크라켄의 분노) | 마스터 이 (밤의 끝자락, 거인 학살자, 정의의 손길) | 탐 켄치 (태양불꽃 망토, 저녁갑주, 워모그의 갑옷) | 피오라 (밤의 끝자락, 거인 학살자, 정의의 손길) | 쉔 | 마오카이 | 아칼리 | 벨베스 | 아트록스"
B,불한당 카이사,7,Easy,4.54,0.14,8.8%,49.2%,카이사 | 피즈 | 오른 | 라아스트 | 카르마 | 람머스 | 꼬마 정령,"카이사★ (죽음의 검, 무한의 대검, 타격대의 철퇴) | 피즈★ (보석 건틀릿, 내셔의 이빨, 정의의 손길) | 오른★ (덤불 조끼, 가고일 돌갑옷, 워모그의 갑옷) | 라아스트★ (가고일 돌갑옷, 태양불꽃 망토, 저녁갑주) | 카르마 | 람머스 | 꼬마 정령"
B,암흑의 별 카이사,7,Easy,4.65,0.06,10.3%,46.8%,카이사 | 초가스 | 카르마 | 진 | 리븐 | 모데카이저 | 판테온 | 리산드라,"카이사★ (푸른 파수꾼, 무한의 대검, 타격대의 철퇴) | 초가스★ (가고일 돌갑옷, 정령의 형상, 저녁갑주) | 카르마 (라바돈의 죽음모자, 쇼진의 창, 공허의 지팡이) | 진 | 리븐 | 모데카이저 | 판테온 | 리산드라"
B,우주 그루브 오른,7,Easy,4.66,0.07,8.0%,46.8%,오른 | 나미 | 사미라 | 블리츠크랭크 | 람머스 | 그웬 | 나서스 | 티모,"오른★ (수호자의 맹세, 태양불꽃 망토, 워모그의 갑옷) | 나미 (푸른 파수꾼, 보석 건틀릿, 쇼진의 창) | 사미라★ (무한의 대검, 붉은 덩굴정령, 쇼진의 창) | 블리츠크랭크 (보석 건틀릿, 라바돈의 죽음모자, 정의의 손길) | 람머스 | 그웬 | 나서스 | 티모"
B,저격수 자야 탐 켄치,,Easy,4.68,0.05,17.7%,45.7%,자야 | 탐 켄치 | 누누와 윌럼프 | 진 | 리븐 | 모데카이저 | 판테온 | 이즈리얼 | 탈론,"자야 (전투 토끼 석궁, 구인수의 격노검, 무한의 대검) | 탐 켄치 (굳건한 심장, 태양불꽃 망토, 저녁갑주) | 누누와 윌럼프 (수호자의 맹세, 수호자의 맹세, 수호자의 맹세) | 진 (무한의 대검, 최후의 속삭임, 타격대의 철퇴) | 리븐 | 모데카이저 | 판테온 | 이즈리얼 | 탈론"
