Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,전달자 빅토르 일라오이,7,Medium,3.95,0.57,12.3%,61.3%,빅토르 | 일라오이 | 나미 | 라아스트 | 꼬마 정령 | 모데카이저 | 파이크 | 리산드라,"빅토르★ (드론 업링크, 보석 건틀릿, 라바돈의 죽음모자) | 일라오이★ (덤불 조끼, 가고일 돌갑옷, 워모그의 갑옷) | 나미 (보석 건틀릿, 쇼진의 창, 공허의 지팡이) | 라아스트★ (수호자의 맹세, 태양불꽃 망토, 워모그의 갑옷) | 꼬마 정령 | 모데카이저 | 파이크 | 리산드라"
S,태고족 벨베스,6,Easy,4.18,0.46,9.4%,57.8%,벨베스 | 렉사이 | 아칼리 | 킨드레드 | 마오카이 | 아트록스 | 브라이어 | 케이틀린,"벨베스★ (거인 학살자, 수은, 크라켄의 분노) | 렉사이★ (수호자의 맹세, 태양불꽃 망토, 워모그의 갑옷) | 아칼리★ (밤의 끝자락, 타격대의 철퇴, 정의의 손길) | 킨드레드 (구인수의 격노검, 거인 학살자, 크라켄의 분노) | 마오카이 | 아트록스★ | 브라이어★ | 케이틀린"
S,여행자 꼬마 정령,6,Medium,4.21,0.07,10.0%,56.8%,꼬마 정령 | 람머스 | 카르마 | 파이크 | 거대 메크 로봇 | 오로라 | 리산드라 | 뽀삐,"꼬마 정령★ (밤의 끝자락, 보석 건틀릿, 정의의 손길) | 람머스 (크라운가드, 이온 충격기, 워모그의 갑옷) | 카르마 (푸른 파수꾼, 붉은 덩굴정령, 공허의 지팡이) | 파이크★ (표적 고정 광학 장치, 밤의 끝자락, 무한의 대검) | 거대 메크 로봇 | 오로라 | 리산드라 | 뽀삐"
A,정령족 베이가 뽀삐,5,Medium,4.25,0.14,12.0%,54.6%,베이가 | 뽀삐 | 리산드라 | 람머스 | 코르키 | 일라오이 | 꼬마 정령 | 모데카이저,"베이가★ (보석 건틀릿, 내셔의 이빨, 내셔의 이빨) | 뽀삐★ (크라운가드, 이온 충격기, 태양불꽃 망토) | 리산드라★ (라바돈의 죽음모자, 쇼진의 창, 공허의 지팡이) | 람머스 (덤불 조끼, 가고일 돌갑옷, 워모그의 갑옷) | 코르키 | 일라오이 | 꼬마 정령 | 모데카이저"
A,선봉대 티모,5,Medium,4.27,0.25,8.6%,55.6%,티모 | 레오나 | 나서스 | 리산드라 | 나미 | 일라오이 | 모데카이저 | 조이,"티모★ (구인수의 격노검, 거인 학살자, 라바돈의 죽음모자) | 레오나★ (가고일 돌갑옷, 가고일 돌갑옷, 워모그의 갑옷) | 나서스★ (이온 충격기, 태양불꽃 망토, 워모그의 갑옷) | 리산드라★ (모렐로노미콘, 쇼진의 창, 공허의 지팡이) | 나미 | 일라오이 | 모데카이저 | 조이"
A,운명술사 트위스티드 페이트,5,Medium,4.30,0.36,9.5%,54.8%,트위스티드 페이트 | 잭스 | 케이틀린 | 탈론 | 코르키 | 리븐 | 밀리오 | 아트록스,"트위스티드 페이트★ (내셔의 이빨, 내셔의 이빨, 라바돈의 죽음모자) | 잭스★ (크라운가드, 가고일 돌갑옷, 가고일 돌갑옷) | 케이틀린★ (죽음의 검, 구인수의 격노검, 거인 학살자) | 탈론★ (밤의 끝자락, 마법공학 총검, 쇼진의 창) | 코르키 | 리븐 | 밀리오 | 아트록스★"
A,선봉대 누누와 윌럼프,,Medium,4.34,0.46,12.4%,53.0%,누누와 윌럼프 | 르블랑 | 카르마 | 일라오이 | 바드 | 꼬마 정령 | 모데카이저 | 조이 | 레오나,"누누와 윌럼프 (수호자의 맹세, 이온 충격기, 태양불꽃 망토) | 르블랑 (구인수의 격노검, 거인 학살자, 라바돈의 죽음모자) | 카르마 (보석 건틀릿, 쇼진의 창, 공허의 지팡이) | 일라오이 (이온 충격기, 태양불꽃 망토, 정령의 형상) | 바드 | 꼬마 정령 | 모데카이저 | 조이 | 레오나"
A,저격수 자야,,Medium,4.34,0.70,18.5%,51.9%,자야 | 누누와 윌럼프 | 진 | 람머스 | 바드 | 라아스트 | 나르 | 잭스 | 모데카이저,"자야 (전투 토끼 석궁, 구인수의 격노검, 무한의 대검) | 누누와 윌럼프 (수호자의 맹세, 수호자의 맹세, 수호자의 맹세) | 진 (죽음의 검, 무한의 대검, 거인 학살자) | 람머스 (굳건한 심장, 태양불꽃 망토, 저녁갑주) | 바드 | 라아스트 | 나르 | 잭스 | 모데카이저"
A,시간 균열자 파이크,6,Easy,4.37,0.05,5.7%,54.7%,파이크 | 그웬 | 판테온 | 밀리오 | 코르키 | 리븐 | 그라가스 | 꼬마 정령,"파이크★ (표적 고정 광학 장치, 밤의 끝자락, 무한의 대검) | 그웬★ (보석 건틀릿, 라바돈의 죽음모자, 정의의 손길) | 판테온★ (가고일 돌갑옷, 태양불꽃 망토, 정령의 형상) | 밀리오★ (모렐로노미콘, 쇼진의 창, 공허의 지팡이) | 코르키 | 리븐 | 그라가스★ | 꼬마 정령★"
A,우주 그루브 나미,,Medium,4.38,0.48,14.9%,52.1%,나미 | 리븐 | 탐 켄치 | 블리츠크랭크 | 쉔 | 오른 | 그웬 | 판테온 | 나서스,"나미 (보석 건틀릿, 내셔의 이빨, 내셔의 이빨) | 리븐 (우주 그루브 상징, 피바라기, 거인의 결의) | 탐 켄치 (수호자의 맹세, 정령의 형상, 워모그의 갑옷) | 블리츠크랭크 (보석 건틀릿, 타격대의 철퇴, 정의의 손길) | 쉔 | 오른 | 그웬 | 판테온 | 나서스"
A,불한당 카이사 피즈,7,Easy,4.42,0.04,9.5%,51.9%,카이사 | 피즈 | 오른 | 마오카이 | 라아스트 | 아트록스 | 초가스,"카이사★ (죽음의 검, 무한의 대검, 타격대의 철퇴) | 피즈★ (보석 건틀릿, 내셔의 이빨, 타격대의 철퇴) | 오른★ (용의 발톱, 굳건한 심장, 태양불꽃 망토) | 마오카이★ (수호자의 맹세, 태양불꽃 망토, 워모그의 갑옷) | 라아스트★ | 아트록스 | 초가스"
