Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,전달자 빅토르 일라오이,7,Medium,3.97,0.58,12.3%,60.9%,빅토르 | 일라오이 | 나미 | 라아스트 | 꼬마 정령 | 모데카이저 | 파이크 | 리산드라,"빅토르★ (드론 업링크, 보석 건틀릿, 라바돈의 죽음모자) | 일라오이★ (덤불 조끼, 가고일 돌갑옷, 워모그의 갑옷) | 나미 (보석 건틀릿, 쇼진의 창, 공허의 지팡이) | 라아스트★ (용의 발톱, 굳건한 심장, 태양불꽃 망토) | 꼬마 정령 | 모데카이저 | 파이크 | 리산드라"
S,태고족 벨베스,6,Medium,4.18,0.45,9.5%,57.9%,벨베스 | 렉사이 | 아칼리 | 킨드레드 | 마오카이 | 아트록스 | 브라이어 | 케이틀린,"벨베스★ (거인 학살자, 수은, 크라켄의 분노) | 렉사이★ (수호자의 맹세, 태양불꽃 망토, 워모그의 갑옷) | 아칼리★ (밤의 끝자락, 타격대의 철퇴, 정의의 손길) | 킨드레드 (구인수의 격노검, 거인 학살자, 크라켄의 분노) | 마오카이 | 아트록스★ | 브라이어★ | 케이틀린"
S,정령족 베이가 뽀삐,5,Medium,4.25,0.13,12.0%,54.9%,베이가 | 뽀삐 | 리산드라 | 람머스 | 코르키 | 일라오이 | 꼬마 정령 | 모데카이저,"베이가★ (보석 건틀릿, 내셔의 이빨, 내셔의 이빨) | 뽀삐★ (크라운가드, 이온 충격기, 태양불꽃 망토) | 리산드라★ (라바돈의 죽음모자, 쇼진의 창, 공허의 지팡이) | 람머스 (덤불 조끼, 용의 발톱, 워모그의 갑옷) | 코르키 | 일라오이 | 꼬마 정령 | 모데카이저"
A,여행자 꼬마 정령,6,Medium,4.26,0.07,9.7%,56.0%,꼬마 정령 | 람머스 | 카르마 | 파이크 | 거대 메크 로봇 | 오로라 | 리산드라 | 뽀삐,"꼬마 정령★ (밤의 끝자락, 보석 건틀릿, 정의의 손길) | 람머스 (수호자의 맹세, 이온 충격기, 정령의 형상) | 카르마 (푸른 파수꾼, 붉은 덩굴정령, 공허의 지팡이) | 파이크★ (표적 고정 광학 장치, 밤의 끝자락, 무한의 대검) | 거대 메크 로봇 | 오로라 | 리산드라 | 뽀삐"
A,선봉대 티모,5,Medium,4.28,0.22,8.6%,55.3%,티모 | 레오나 | 나서스 | 리산드라 | 나미 | 일라오이 | 모데카이저 | 조이,"티모★ (구인수의 격노검, 거인 학살자, 라바돈의 죽음모자) | 레오나★ (가고일 돌갑옷, 가고일 돌갑옷, 워모그의 갑옷) | 나서스★ (이온 충격기, 태양불꽃 망토, 워모그의 갑옷) | 리산드라★ (모렐로노미콘, 쇼진의 창, 공허의 지팡이) | 나미 | 일라오이 | 모데카이저 | 조이"
A,운명술사 트위스티드 페이트,5,Medium,4.31,0.35,9.5%,54.5%,트위스티드 페이트 | 잭스 | 케이틀린 | 탈론 | 코르키 | 리븐 | 밀리오 | 아트록스,"트위스티드 페이트★ (내셔의 이빨, 내셔의 이빨, 라바돈의 죽음모자) | 잭스★ (크라운가드, 가고일 돌갑옷, 가고일 돌갑옷) | 케이틀린★ (죽음의 검, 구인수의 격노검, 거인 학살자) | 탈론★ (밤의 끝자락, 마법공학 총검, 쇼진의 창) | 코르키 | 리븐 | 밀리오 | 아트록스★"
A,저격수 자야,,Medium,4.35,0.62,17.5%,52.0%,자야 | 누누와 윌럼프 | 진 | 람머스 | 바드 | 라아스트 | 나르 | 잭스 | 모데카이저,"자야 (전투 토끼 석궁, 구인수의 격노검, 무한의 대검) | 누누와 윌럼프 (수호자의 맹세, 수호자의 맹세, 수호자의 맹세) | 진 (죽음의 검, 무한의 대검, 거인 학살자) | 람머스 (굳건한 심장, 태양불꽃 망토, 저녁갑주) | 바드 | 라아스트 | 나르 | 잭스 | 모데카이저"
A,선봉대 누누와 윌럼프,,Medium,4.37,0.49,11.8%,52.6%,르블랑 | 누누와 윌럼프 | 카르마 | 일라오이 | 바드 | 꼬마 정령 | 모데카이저 | 조이 | 레오나,"르블랑 (구인수의 격노검, 거인 학살자, 라바돈의 죽음모자) | 누누와 윌럼프 (수호자의 맹세, 굳건한 심장, 태양불꽃 망토) | 카르마 (보석 건틀릿, 쇼진의 창, 공허의 지팡이) | 일라오이 (이온 충격기, 태양불꽃 망토, 정령의 형상) | 바드 | 꼬마 정령 | 모데카이저 | 조이 | 레오나"
A,우주 그루브 나미,,Medium,4.38,0.49,14.9%,52.1%,나미 | 리븐 | 탐 켄치 | 블리츠크랭크 | 쉔 | 오른 | 그웬 | 판테온 | 나서스,"나미 (보석 건틀릿, 내셔의 이빨, 내셔의 이빨) | 리븐 (우주 그루브 상징, 피바라기, 거인의 결의) | 탐 켄치 (수호자의 맹세, 정령의 형상, 워모그의 갑옷) | 블리츠크랭크 (보석 건틀릿, 타격대의 철퇴, 정의의 손길) | 쉔 | 오른 | 그웬 | 판테온 | 나서스"
A,시간 균열자 파이크,6,Easy,4.38,0.05,5.8%,54.3%,파이크 | 그웬 | 판테온 | 밀리오 | 코르키 | 리븐 | 그라가스 | 꼬마 정령,"파이크★ (표적 고정 광학 장치, 밤의 끝자락, 무한의 대검) | 그웬★ (보석 건틀릿, 내셔의 이빨, 정의의 손길) | 판테온★ (수호자의 맹세, 가고일 돌갑옷, 워모그의 갑옷) | 밀리오★ (라바돈의 죽음모자, 쇼진의 창, 공허의 지팡이) | 코르키 | 리븐 | 그라가스★ | 꼬마 정령★"
A,우주 그루브 사미라,7,Medium,4.41,0.19,14.1%,50.8%,사미라 | 사미라 | 오른 | 오른 | 자야 | 누누와 윌럼프 | 블리츠크랭크 | 잭스,"사미라★ (죽음의 검, 무한의 대검, 쇼진의 창) | 사미라 | 오른★ (가고일 돌갑옷, 정령의 형상, 워모그의 갑옷) | 오른 | 자야 (구인수의 격노검, 최후의 속삭임, 크라켄의 분노) | 누누와 윌럼프 (적응형 투구, 수호자의 맹세, 수호자의 맹세) | 블리츠크랭크 | 잭스"
A,여행자 르블랑,,Easy,4.43,0.05,10.6%,51.1%,르블랑 | 거대 메크 로봇 | 카르마 | 소나 | 모르가나 | 일라오이 | 꼬마 정령 | 레오나 | 리산드라,"르블랑 (구인수의 격노검, 거인 학살자, 라바돈의 죽음모자) | 거대 메크 로봇 (덤불 조끼, 가고일 돌갑옷, 태양불꽃 망토) | 카르마 (길잡이 상징, 모렐로노미콘, 공허의 지팡이) | 소나 (대천사의 지팡이, 쇼진의 창, 공허의 지팡이) | 모르가나 | 일라오이 | 꼬마 정령 | 레오나 | 리산드라"
A,정령족 코르키,,Medium,4.47,0.19,15.4%,48.5%,코르키 | 람머스 | 리븐 | 바드 | 피즈 | 나르 | 꼬마 정령 | 밀리오 | 뽀삐,"코르키 (불한당 상징, 죽음의 검, 최후의 속삭임) | 람머스 (덤불 조끼, 가고일 돌갑옷, 태양불꽃 망토) | 리븐 (수은, 스테락의 도전, 정의의 손길) | 바드 (보석 건틀릿, 쇼진의 창, 공허의 지팡이) | 피즈 | 나르 | 꼬마 정령 | 밀리오 | 뽀삐"
A,불한당 카이사 피즈,7,Easy,4.47,0.03,9.7%,50.8%,카이사 | 피즈 | 오른 | 마오카이 | 라아스트 | 아트록스 | 초가스,"카이사★ (죽음의 검, 무한의 대검, 타격대의 철퇴) | 피즈★ (피바라기, 보석 건틀릿, 타격대의 철퇴) | 오른★ (용의 발톱, 가고일 돌갑옷, 워모그의 갑옷) | 마오카이★ (이상 현상, 가고일 돌갑옷, 워모그의 갑옷) | 라아스트★ | 아트록스 | 초가스"
A,N.O.V.A. 킨드레드,,Medium,4.47,0.30,11.4%,50.6%,킨드레드 | 마스터 이 | 탐 켄치 | 마오카이 | 피오라 | 쉔 | 아칼리 | 벨베스 | 아트록스,"킨드레드 (습격자 상징, 구인수의 격노검, 크라켄의 분노) | 마스터 이 (밤의 끝자락, 거인 학살자, 정의의 손길) | 탐 켄치 (수호자의 맹세, 태양불꽃 망토, 정령의 형상) | 마오카이 (태양불꽃 망토, 저녁갑주, 워모그의 갑옷) | 피오라 | 쉔 | 아칼리 | 벨베스 | 아트록스"
A,불한당 카이사,7,Easy,4.47,0.26,9.7%,50.5%,카이사 | 피즈 | 오른 | 라아스트 | 카르마 | 람머스 | 꼬마 정령,"카이사★ (푸른 파수꾼, 죽음의 검, 무한의 대검) | 피즈★ (보석 건틀릿, 내셔의 이빨, 정의의 손길) | 오른★ (이온 충격기, 태양불꽃 망토, 저녁갑주) | 라아스트★ (가고일 돌갑옷, 태양불꽃 망토, 정령의 형상) | 카르마 | 람머스 | 꼬마 정령"
A,저격수 자야 탐 켄치,,Easy,4.49,0.06,17.0%,49.6%,자야 | 탐 켄치 | 누누와 윌럼프 | 진 | 리븐 | 모데카이저 | 판테온 | 이즈리얼 | 탈론,"자야 (전투 토끼 석궁, 구인수의 격노검, 무한의 대검) | 탐 켄치 (덤불 조끼, 용의 발톱, 태양불꽃 망토) | 누누와 윌럼프 (적응형 투구, 수호자의 맹세, 워모그의 갑옷) | 진 (별돌보미 상징, 무한의 대검, 거인 학살자) | 리븐 | 모데카이저 | 판테온 | 이즈리얼 | 탈론"
A,암흑의 별 카르마,,Easy,4.49,0.10,10.9%,50.3%,카르마 | 진 | 탐 켄치 | 거대 메크 로봇 | 블리츠크랭크 | 카이사 | 모데카이저 | 초가스 | 리산드라,"카르마 (푸른 파수꾼, 보석 건틀릿, 라바돈의 죽음모자) | 진 (무한의 대검, 거인 학살자, 타격대의 철퇴) | 탐 켄치 (덤불 조끼, 용의 발톱, 워모그의 갑옷) | 거대 메크 로봇 (가고일 돌갑옷, 정령의 형상, 워모그의 갑옷) | 블리츠크랭크 | 카이사 | 모데카이저 | 초가스 | 리산드라"
B,암흑의 별 누누와 윌럼프,,Easy,4.52,0.07,11.4%,49.7%,누누와 윌럼프 | 카르마 | 진 | 자야 | 탐 켄치 | 카이사 | 모데카이저 | 초가스 | 리산드라,"누누와 윌럼프 (적응형 투구, 수호자의 맹세, 수호자의 맹세) | 카르마 (푸른 파수꾼, 보석 건틀릿, 타격대의 철퇴) | 진 (죽음의 검, 무한의 대검, 타격대의 철퇴) | 자야 (암흑의 별 상징, 구인수의 격노검, 최후의 속삭임) | 탐 켄치 | 카이사 | 모데카이저 | 초가스 | 리산드라"
B,요새 트위스티드 페이트,5,Medium,4.54,0.07,9.8%,49.6%,트위스티드 페이트 | 잭스 | 코르키 | 람머스 | 밀리오 | 아트록스 | 케이틀린 | 뽀삐,"트위스티드 페이트★ (내셔의 이빨, 내셔의 이빨, 라바돈의 죽음모자) | 잭스★ (용의 발톱, 가고일 돌갑옷, 가고일 돌갑옷) | 코르키 (죽음의 검, 거인 학살자, 쇼진의 창) | 람머스 (덤불 조끼, 가고일 돌갑옷, 정령의 형상) | 밀리오 | 아트록스★ | 케이틀린★ | 뽀삐★"
B,요새 람머스,,Hard,4.56,0.35,15.0%,48.3%,람머스 | 벡스 | 바드 | 블리츠크랭크 | 쉔 | 카르마 | 라아스트 | 꼬마 정령 | 모데카이저,"람머스 (덤불 조끼, 굳건한 심장, 워모그의 갑옷) | 벡스 (구인수의 격노검, 거인 학살자, 공허의 지팡이) | 바드 (모렐로노미콘, 쇼진의 창, 공허의 지팡이) | 블리츠크랭크 (보석 건틀릿, 라바돈의 죽음모자, 정의의 손길) | 쉔 | 카르마 | 라아스트 | 꼬마 정령 | 모데카이저"
B,선봉대 벡스,,Hard,4.58,0.73,15.0%,48.8%,벡스 | 누누와 윌럼프 | 그레이브즈 | 피오라 | 블리츠크랭크 | 모르가나 | 쉔 | 아칼리 | 아트록스,"벡스 (구인수의 격노검, 마법공학 총검, 거인 학살자) | 누누와 윌럼프 (수호자의 맹세, 태양불꽃 망토, 워모그의 갑옷) | 그레이브즈 (전투 토끼 석궁, 구인수의 격노검, 무한의 대검) | 피오라 (피바라기, 밤의 끝자락, 스테락의 도전) | 블리츠크랭크 | 모르가나 | 쉔 | 아칼리 | 아트록스"
B,N.O.V.A. 람머스,,Easy,4.64,0.05,9.4%,47.7%,킨드레드 | 람머스 | 마스터 이 | 피오라 | 마오카이 | 우르곳 | 아칼리 | 아트록스 | 케이틀린,"킨드레드 (전투 토끼 석궁, 구인수의 격노검, 무한의 대검) | 람머스 (가고일 돌갑옷, 굳건한 심장, 워모그의 갑옷) | 마스터 이 (밤의 끝자락, 스테락의 도전, 정의의 손길) | 피오라 (밤의 끝자락, 거인 학살자, 정의의 손길) | 마오카이 | 우르곳 | 아칼리 | 아트록스 | 케이틀린"
B,메카 거대 메크 로봇,,Hard,4.66,0.43,16.2%,46.4%,거대 메크 로봇 | 아우렐리온 솔 | 우르곳 | 탐 켄치 | 피오라 | 카르마,"거대 메크 로봇 (사자의 비가, 가고일 돌갑옷, 스테락의 도전) | 아우렐리온 솔 (타오르는 단궁, 보석 건틀릿, 라바돈의 죽음모자) | 우르곳 (무한의 대검, 타격대의 철퇴, 정의의 손길) | 탐 켄치 (태양불꽃 망토, 정령의 형상, 워모그의 갑옷) | 피오라 | 카르마"
B,정령족 베이가,5,Easy,4.69,0.08,11.5%,45.0%,베이가 | 람머스 | 코르키 | 뽀삐 | 바드 | 피즈 | 꼬마 정령 | 리산드라,"베이가★ (라바돈의 죽음모자, 쇼진의 창, 공허의 지팡이) | 람머스 (크라운가드, 가고일 돌갑옷, 워모그의 갑옷) | 코르키 (죽음의 검, 최후의 속삭임, 거인 학살자) | 뽀삐★ (가고일 돌갑옷, 정령의 형상, 워모그의 갑옷) | 바드 | 피즈 | 꼬마 정령 | 리산드라"
