Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,전달자 빅토르,7,Medium,3.94,0.58,12.2%,61.8%,빅토르 | 일라오이 | 나미 | 라아스트 | 꼬마 정령 | 모데카이저 | 파이크 | 리산드라,"빅토르★ (드론 업링크, 대천사의 지팡이, 보석 건틀릿) | 일라오이★ (이온 충격기, 태양불꽃 망토, 정령의 형상) | 나미 (라바돈의 죽음모자, 쇼진의 창, 공허의 지팡이) | 라아스트★ (이온 충격기, 태양불꽃 망토, 워모그의 갑옷) | 꼬마 정령 | 모데카이저 | 파이크 | 리산드라"
S,운명술사 트위스티드 페이트,5,Medium,4.23,0.07,12.6%,55.0%,트위스티드 페이트 | 코르키 | 잭스 | 람머스 | 밀리오 | 아트록스 | 케이틀린 | 뽀삐,"트위스티드 페이트★ (내셔의 이빨, 내셔의 이빨, 라바돈의 죽음모자) | 코르키 (죽음의 검, 무한의 대검, 거인 학살자) | 잭스★ (크라운가드, 수호자의 맹세, 가고일 돌갑옷) | 람머스 (덤불 조끼, 가고일 돌갑옷, 태양불꽃 망토) | 밀리오 | 아트록스★ | 케이틀린★ | 뽀삐★"
A,태고족 벨베스,6,Easy,4.29,0.27,9.0%,55.3%,벨베스 | 렉사이 | 킨드레드 | 아칼리 | 마오카이 | 아트록스 | 브라이어 | 케이틀린,"벨베스★ (거인 학살자, 수은, 크라켄의 분노) | 렉사이★ (수호자의 맹세, 태양불꽃 망토, 정령의 형상) | 킨드레드 (구인수의 격노검, 거인 학살자, 크라켄의 분노) | 아칼리★ (밤의 끝자락, 타격대의 철퇴, 정의의 손길) | 마오카이 | 아트록스★ | 브라이어★ | 케이틀린★"
A,우주 그루브 나미,,Medium,4.29,0.50,16.7%,53.2%,나미 | 리븐 | 탐 켄치 | 블리츠크랭크 | 쉔 | 오른 | 그웬 | 판테온 | 나서스,"나미 (보석 건틀릿, 내셔의 이빨, 쇼진의 창) | 리븐 (우주 그루브 상징, 피바라기, 거인의 결의) | 탐 켄치 (수호자의 맹세, 태양불꽃 망토, 워모그의 갑옷) | 블리츠크랭크 (피바라기, 이온 충격기, 모렐로노미콘) | 쉔 | 오른 | 그웬 | 판테온 | 나서스"
A,정령족 베이가,5,Medium,4.33,0.07,10.5%,53.8%,베이가 | 뽀삐 | 리산드라 | 람머스 | 코르키 | 일라오이 | 꼬마 정령 | 모데카이저,"베이가★ (보석 건틀릿, 내셔의 이빨, 쇼진의 창) | 뽀삐★ (용의 발톱, 이온 충격기, 태양불꽃 망토) | 리산드라★ (보석 건틀릿, 내셔의 이빨, 내셔의 이빨) | 람머스 (덤불 조끼, 가고일 돌갑옷, 워모그의 갑옷) | 코르키 | 일라오이 | 꼬마 정령 | 모데카이저"
A,저격수 자야,,Medium,4.36,0.27,14.4%,52.1%,자야 | 누누와 윌럼프 | 진 | 리븐 | 쉔 | 룰루 | 잭스 | 모데카이저 | 탈론,"자야 (구인수의 격노검, 붉은 덩굴정령, 크라켄의 분노) | 누누와 윌럼프 (수호자의 맹세, 정령의 형상, 워모그의 갑옷) | 진 (죽음의 검, 마법공학 총검, 무한의 대검) | 리븐 (별돌보미 상징, 피바라기, 스테락의 도전) | 쉔 | 룰루 | 잭스 | 모데카이저 | 탈론"
A,N.O.V.A. 킨드레드,,Medium,4.38,0.63,14.0%,51.8%,킨드레드 | 마스터 이 | 마오카이 | 피오라 | 쉔 | 우르곳 | 아칼리 | 아트록스 | 케이틀린,"킨드레드 (구인수의 격노검, 타격대의 철퇴, 크라켄의 분노) | 마스터 이 (밤의 끝자락, 거인 학살자, 스테락의 도전) | 마오카이 (가고일 돌갑옷, 태양불꽃 망토, 워모그의 갑옷) | 피오라 | 쉔 | 우르곳 | 아칼리 | 아트록스 | 케이틀린"
A,선봉대 르블랑,,Medium,4.42,0.87,10.7%,51.8%,르블랑 | 누누와 윌럼프 | 카르마 | 일라오이 | 바드 | 꼬마 정령 | 모데카이저 | 조이 | 레오나,"르블랑 (구인수의 격노검, 보석 건틀릿, 거인 학살자) | 누누와 윌럼프 (이온 충격기, 태양불꽃 망토, 정령의 형상) | 카르마 (모렐로노미콘, 쇼진의 창, 공허의 지팡이) | 일라오이 (용의 발톱, 가고일 돌갑옷, 워모그의 갑옷) | 바드 | 꼬마 정령 | 모데카이저 | 조이 | 레오나"
A,여행자 꼬마 정령,6,Medium,4.43,0.04,7.2%,52.6%,꼬마 정령 | 람머스 | 카르마 | 파이크 | 거대 메크 로봇 | 오로라 | 리산드라 | 뽀삐,"꼬마 정령★ (밤의 끝자락, 보석 건틀릿, 정의의 손길) | 람머스 (크라운가드, 이온 충격기, 태양불꽃 망토) | 카르마 (보석 건틀릿, 내셔의 이빨, 내셔의 이빨) | 파이크★ (피바라기, 밤의 끝자락, 무한의 대검) | 거대 메크 로봇 | 오로라 | 리산드라 | 뽀삐"
A,정령족 코르키,,Easy,4.44,0.26,16.4%,49.0%,코르키 | 람머스 | 리븐 | 바드 | 피즈 | 나르 | 꼬마 정령 | 밀리오 | 뽀삐,"코르키 (푸른 파수꾼, 죽음의 검, 최후의 속삭임) | 람머스 (크라운가드, 가고일 돌갑옷, 태양불꽃 망토) | 리븐 (피바라기, 스테락의 도전, 거인의 결의) | 바드 (모렐로노미콘, 쇼진의 창, 공허의 지팡이) | 피즈 | 나르 | 꼬마 정령 | 밀리오 | 뽀삐"
A,메카 아우렐리온 솔,,Hard,4.45,0.87,15.5%,51.0%,아우렐리온 솔 | 거대 메크 로봇 | 우르곳 | 탐 켄치 | 바드 | 피오라 | 카르마,"아우렐리온 솔 (보석 건틀릿, 라바돈의 죽음모자, 공허의 지팡이) | 거대 메크 로봇 (얼음작렬 갑옷, 가고일 돌갑옷, 스테락의 도전) | 우르곳 (최후의 속삭임, 타격대의 철퇴, 정의의 손길) | 탐 켄치 (태양불꽃 망토, 정령의 형상, 워모그의 갑옷) | 바드 | 피오라 | 카르마"
A,운명술사 트위스티드 페이트 잭스,5,Medium,4.48,0.27,8.7%,51.0%,트위스티드 페이트 | 잭스 | 케이틀린 | 아트록스 | 코르키 | 리븐 | 밀리오 | 탈론,"트위스티드 페이트★ (내셔의 이빨, 내셔의 이빨, 라바돈의 죽음모자) | 잭스★ (크라운가드, 수호자의 맹세, 가고일 돌갑옷) | 케이틀린★ (죽음의 검, 구인수의 격노검, 거인 학살자) | 아트록스★ (굳건한 심장, 태양불꽃 망토, 정령의 형상) | 코르키 | 리븐 | 밀리오 | 탈론★"
A,우주 그루브 사미라,7,Medium,4.49,0.15,13.0%,49.6%,사미라 | 사미라 | 오른 | 오른 | 자야 | 누누와 윌럼프 | 블리츠크랭크 | 잭스,"사미라★ (죽음의 검, 무한의 대검, 쇼진의 창) | 사미라 | 오른★ (굳건한 심장, 태양불꽃 망토, 워모그의 갑옷) | 오른 | 자야 (구인수의 격노검, 최후의 속삭임, 붉은 덩굴정령) | 누누와 윌럼프 (가고일 돌갑옷, 정령의 형상, 워모그의 갑옷) | 블리츠크랭크 | 잭스"
B,선봉대 티모,5,Medium,4.51,0.13,7.6%,50.1%,티모 | 레오나 | 나서스 | 르블랑 | 블리츠크랭크 | 누누와 윌럼프 | 일라오이 | 모데카이저,"티모★ (구인수의 격노검, 마법공학 총검, 거인 학살자) | 레오나★ (가고일 돌갑옷, 가고일 돌갑옷, 워모그의 갑옷) | 나서스★ (피바라기, 구인수의 격노검, 거인의 결의) | 르블랑 (구인수의 격노검, 마법공학 총검, 거인 학살자) | 블리츠크랭크 | 누누와 윌럼프 | 일라오이 | 모데카이저"
B,우주 그루브 벡스,,Hard,4.51,0.64,14.7%,50.1%,벡스 | 누누와 윌럼프 | 그레이브즈 | 피오라 | 블리츠크랭크 | 모르가나 | 쉔 | 아칼리 | 아트록스,"벡스 (구인수의 격노검, 마법공학 총검, 거인 학살자) | 누누와 윌럼프 (수호자의 맹세, 태양불꽃 망토, 워모그의 갑옷) | 그레이브즈 (거인 학살자, 수은, 스테락의 도전) | 피오라 (피바라기, 밤의 끝자락, 스테락의 도전) | 블리츠크랭크 | 모르가나 | 쉔 | 아칼리 | 아트록스"
B,길잡이 르블랑,,Easy,4.55,0.06,10.3%,48.6%,르블랑 | 거대 메크 로봇 | 소나 | 카르마 | 일라오이 | 꼬마 정령 | 레오나 | 리산드라,"르블랑 (구인수의 격노검, 보석 건틀릿, 거인 학살자) | 거대 메크 로봇 (가고일 돌갑옷, 굳건한 심장, 정령의 형상) | 소나 (붉은 덩굴정령, 쇼진의 창, 공허의 지팡이) | 카르마 (길잡이 상징, 모렐로노미콘, 공허의 지팡이) | 일라오이 | 꼬마 정령 | 레오나 | 리산드라"
B,메카 거대 메크 로봇,,Medium,4.56,0.20,14.3%,48.3%,거대 메크 로봇 | 아우렐리온 솔 | 마스터 이 | 우르곳 | 소나 | 탐 켄치 | 빅토르 | 파이크,"거대 메크 로봇 (가고일 돌갑옷, 태양불꽃 망토, 정령의 형상) | 아우렐리온 솔 (보석 건틀릿, 라바돈의 죽음모자, 공허의 지팡이) | 마스터 이 (피바라기, 밤의 끝자락, 거인 학살자) | 우르곳 (최후의 속삭임, 타격대의 철퇴, 정의의 손길) | 소나 | 탐 켄치 | 빅토르 | 파이크"
