Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,전달자 빅토르 일라오이,7,Easy,3.98,0.60,12.4%,60.7%,빅토르 | 일라오이 | 나미 | 라아스트 | 꼬마 정령 | 모데카이저 | 파이크 | 리산드라,"빅토르★ (드론 업링크, 대천사의 지팡이, 보석 건틀릿) | 일라오이★ (덤불 조끼, 가고일 돌갑옷, 워모그의 갑옷) | 나미 (보석 건틀릿, 쇼진의 창, 공허의 지팡이) | 라아스트★ (태양불꽃 망토, 정령의 형상, 워모그의 갑옷) | 꼬마 정령 | 모데카이저 | 파이크 | 리산드라"
S,태고족 벨베스,6,Medium,4.19,0.43,9.5%,57.7%,벨베스 | 렉사이 | 아칼리 | 킨드레드 | 마오카이 | 아트록스 | 브라이어 | 케이틀린,"벨베스★ (거인 학살자, 수은, 크라켄의 분노) | 렉사이★ (용의 발톱, 수호자의 맹세, 태양불꽃 망토) | 아칼리★ (밤의 끝자락, 타격대의 철퇴, 정의의 손길) | 킨드레드 (구인수의 격노검, 거인 학살자, 크라켄의 분노) | 마오카이 | 아트록스★ | 브라이어★ | 케이틀린"
S,정령족 베이가 뽀삐,5,Medium,4.22,0.11,12.1%,55.6%,베이가 | 뽀삐 | 리산드라 | 람머스 | 코르키 | 일라오이 | 꼬마 정령 | 모데카이저,"베이가★ (보석 건틀릿, 내셔의 이빨, 내셔의 이빨) | 뽀삐★ (크라운가드, 이온 충격기, 태양불꽃 망토) | 리산드라★ (보석 건틀릿, 쇼진의 창, 공허의 지팡이) | 람머스 (용의 발톱, 수호자의 맹세, 가고일 돌갑옷) | 코르키 | 일라오이 | 꼬마 정령 | 모데카이저"
A,여행자 꼬마 정령,6,Medium,4.30,0.06,9.2%,55.3%,꼬마 정령 | 람머스 | 카르마 | 파이크 | 거대 메크 로봇 | 오로라 | 리산드라 | 뽀삐,"꼬마 정령★ (밤의 끝자락, 보석 건틀릿, 정의의 손길) | 람머스 (수호자의 맹세, 가고일 돌갑옷, 워모그의 갑옷) | 카르마 (푸른 파수꾼, 붉은 덩굴정령, 공허의 지팡이) | 파이크★ (표적 고정 광학 장치, 밤의 끝자락, 정의의 손길) | 거대 메크 로봇 | 오로라 | 리산드라 | 뽀삐"
A,운명술사 트위스티드 페이트,5,Medium,4.32,0.33,9.6%,54.2%,트위스티드 페이트 | 잭스 | 케이틀린 | 탈론 | 코르키 | 리븐 | 밀리오 | 아트록스,"트위스티드 페이트★ (내셔의 이빨, 내셔의 이빨, 라바돈의 죽음모자) | 잭스★ (크라운가드, 수호자의 맹세, 가고일 돌갑옷) | 케이틀린★ (죽음의 검, 구인수의 격노검, 거인 학살자) | 탈론★ (밤의 끝자락, 마법공학 총검, 쇼진의 창) | 코르키 | 리븐 | 밀리오 | 아트록스★"
A,선봉대 티모,5,Medium,4.32,0.20,8.6%,54.3%,티모 | 레오나 | 나서스 | 리산드라 | 나미 | 일라오이 | 모데카이저 | 조이,"티모★ (구인수의 격노검, 거인 학살자, 라바돈의 죽음모자) | 레오나★ (가고일 돌갑옷, 가고일 돌갑옷, 워모그의 갑옷) | 나서스★ (이온 충격기, 태양불꽃 망토, 정령의 형상) | 리산드라★ (푸른 파수꾼, 모렐로노미콘, 공허의 지팡이) | 나미 | 일라오이 | 모데카이저 | 조이"
A,저격수 자야,,Medium,4.34,0.53,16.3%,52.2%,자야 | 누누와 윌럼프 | 진 | 람머스 | 바드 | 라아스트 | 나르 | 잭스 | 모데카이저,"자야 (전투 토끼 석궁, 구인수의 격노검, 무한의 대검) | 누누와 윌럼프 (수호자의 맹세, 정령의 형상, 워모그의 갑옷) | 진 (죽음의 검, 무한의 대검, 타격대의 철퇴) | 람머스 (굳건한 심장, 태양불꽃 망토, 저녁갑주) | 바드 | 라아스트 | 나르 | 잭스 | 모데카이저"
A,우주 그루브 사미라,7,Medium,4.35,0.18,15.0%,51.8%,사미라 | 사미라 | 오른 | 오른 | 자야 | 누누와 윌럼프 | 블리츠크랭크 | 잭스,"사미라★ (죽음의 검, 무한의 대검, 쇼진의 창) | 사미라 | 오른★ (용의 발톱, 가고일 돌갑옷, 굳건한 심장) | 오른 | 자야 (구인수의 격노검, 최후의 속삭임, 붉은 덩굴정령) | 누누와 윌럼프 (적응형 투구, 수호자의 맹세, 수호자의 맹세) | 블리츠크랭크 | 잭스"
A,우주 그루브 나미,,Medium,4.38,0.50,15.0%,52.3%,나미 | 리븐 | 탐 켄치 | 블리츠크랭크 | 쉔 | 오른 | 그웬 | 판테온 | 나서스,"나미 (보석 건틀릿, 내셔의 이빨, 내셔의 이빨) | 리븐 (우주 그루브 상징, 피바라기, 거인의 결의) | 탐 켄치 (굳건한 심장, 정령의 형상, 워모그의 갑옷) | 블리츠크랭크 (보석 건틀릿, 타격대의 철퇴, 정의의 손길) | 쉔 | 오른 | 그웬 | 판테온 | 나서스"
A,시간 균열자 파이크,6,Easy,4.42,0.05,5.5%,53.3%,파이크 | 그웬 | 판테온 | 밀리오 | 코르키 | 리븐 | 그라가스 | 꼬마 정령,"파이크★ (표적 고정 광학 장치, 밤의 끝자락, 무한의 대검) | 그웬★ (마법공학 총검, 보석 건틀릿, 라바돈의 죽음모자) | 판테온★ (가고일 돌갑옷, 굳건한 심장, 워모그의 갑옷) | 밀리오★ (라바돈의 죽음모자, 쇼진의 창, 공허의 지팡이) | 코르키 | 리븐 | 그라가스★ | 꼬마 정령★"
A,선봉대 르블랑,,Medium,4.42,0.54,11.1%,51.8%,르블랑 | 누누와 윌럼프 | 카르마 | 일라오이 | 바드 | 꼬마 정령 | 모데카이저 | 조이 | 레오나,"르블랑 (구인수의 격노검, 거인 학살자, 라바돈의 죽음모자) | 누누와 윌럼프 (적응형 투구, 수호자의 맹세, 워모그의 갑옷) | 카르마 (보석 건틀릿, 쇼진의 창, 공허의 지팡이) | 일라오이 (이온 충격기, 태양불꽃 망토, 정령의 형상) | 바드 | 꼬마 정령 | 모데카이저 | 조이 | 레오나"
A,여행자 르블랑,,Easy,4.46,0.06,10.3%,50.6%,르블랑 | 거대 메크 로봇 | 카르마 | 소나 | 모르가나 | 일라오이 | 꼬마 정령 | 레오나 | 리산드라,"르블랑 (구인수의 격노검, 거인 학살자, 라바돈의 죽음모자) | 거대 메크 로봇 (가고일 돌갑옷, 굳건한 심장, 정령의 형상) | 카르마 (길잡이 상징, 모렐로노미콘, 공허의 지팡이) | 소나 (붉은 덩굴정령, 쇼진의 창, 공허의 지팡이) | 모르가나 | 일라오이 | 꼬마 정령 | 레오나 | 리산드라"
A,정령족 코르키,,Easy,4.46,0.21,15.3%,48.7%,코르키 | 람머스 | 리븐 | 바드 | 피즈 | 나르 | 꼬마 정령 | 밀리오 | 뽀삐,"코르키 (죽음의 검, 최후의 속삭임, 쇼진의 창) | 람머스 (덤불 조끼, 가고일 돌갑옷, 정령의 형상) | 리븐 (피바라기, 스테락의 도전, 거인의 결의) | 바드 (라바돈의 죽음모자, 쇼진의 창, 공허의 지팡이) | 피즈 | 나르 | 꼬마 정령 | 밀리오 | 뽀삐"
A,불한당 카이사,7,Medium,4.47,0.27,10.0%,50.5%,카이사 | 피즈 | 오른 | 라아스트 | 카르마 | 람머스 | 꼬마 정령,"카이사★ (푸른 파수꾼, 죽음의 검, 무한의 대검) | 피즈★ (보석 건틀릿, 내셔의 이빨, 정의의 손길) | 오른★ (이온 충격기, 태양불꽃 망토, 저녁갑주) | 라아스트★ (가고일 돌갑옷, 태양불꽃 망토, 정령의 형상) | 카르마 | 람머스 | 꼬마 정령"
A,저격수 자야 탐 켄치,,Medium,4.48,0.05,16.2%,50.0%,자야 | 탐 켄치 | 누누와 윌럼프 | 진 | 리븐 | 모데카이저 | 판테온 | 이즈리얼 | 탈론,"자야 (전투 토끼 석궁, 구인수의 격노검, 무한의 대검) | 탐 켄치 (별돌보미 상징, 가고일 돌갑옷, 워모그의 갑옷) | 누누와 윌럼프 (수호자의 맹세, 태양불꽃 망토, 저녁갑주) | 진 (죽음의 검, 죽음의 검, 무한의 대검) | 리븐 | 모데카이저 | 판테온 | 이즈리얼 | 탈론"
A,불한당 카이사 피즈,7,Medium,4.48,0.02,9.8%,50.4%,카이사 | 피즈 | 오른 | 마오카이 | 라아스트 | 아트록스 | 초가스,"카이사★ (죽음의 검, 무한의 대검, 타격대의 철퇴) | 피즈★ (밤의 끝자락, 보석 건틀릿, 내셔의 이빨) | 오른★ (용의 발톱, 정령의 형상, 워모그의 갑옷) | 마오카이★ (이상 현상, 가고일 돌갑옷, 워모그의 갑옷) | 라아스트★ | 아트록스 | 초가스"
A,N.O.V.A. 킨드레드,,Medium,4.49,0.33,11.3%,50.0%,킨드레드 | 마스터 이 | 탐 켄치 | 마오카이 | 피오라 | 쉔 | 아칼리 | 벨베스 | 아트록스,"킨드레드 (습격자 상징, 구인수의 격노검, 크라켄의 분노) | 마스터 이 (밤의 끝자락, 거인 학살자, 정의의 손길) | 탐 켄치 (수호자의 맹세, 태양불꽃 망토, 정령의 형상) | 마오카이 (수호자의 맹세, 태양불꽃 망토, 워모그의 갑옷) | 피오라 | 쉔 | 아칼리 | 벨베스 | 아트록스"
B,요새 람머스,,Hard,4.50,0.40,15.7%,49.3%,람머스 | 벡스 | 바드 | 블리츠크랭크 | 쉔 | 카르마 | 라아스트 | 꼬마 정령 | 모데카이저,"람머스 (수호자의 맹세, 가고일 돌갑옷, 워모그의 갑옷) | 벡스 (구인수의 격노검, 거인 학살자, 공허의 지팡이) | 바드 (모렐로노미콘, 쇼진의 창, 공허의 지팡이) | 블리츠크랭크 (보석 건틀릿, 타격대의 철퇴, 정의의 손길) | 쉔 | 카르마 | 라아스트 | 꼬마 정령 | 모데카이저"
B,암흑의 별 누누와 윌럼프,,Easy,4.52,0.06,11.1%,49.9%,누누와 윌럼프 | 카르마 | 진 | 자야 | 탐 켄치 | 카이사 | 모데카이저 | 초가스 | 리산드라,"누누와 윌럼프 (수호자의 맹세, 수호자의 맹세, 가고일 돌갑옷) | 카르마 (보석 건틀릿, 모렐로노미콘, 쇼진의 창) | 진 (죽음의 검, 무한의 대검, 거인 학살자) | 자야 (암흑의 별 상징, 구인수의 격노검, 크라켄의 분노) | 탐 켄치 | 카이사 | 모데카이저 | 초가스 | 리산드라"
B,암흑의 별 카르마,,Easy,4.52,0.09,10.8%,49.8%,카르마 | 진 | 탐 켄치 | 거대 메크 로봇 | 블리츠크랭크 | 카이사 | 모데카이저 | 초가스 | 리산드라,"카르마 (보석 건틀릿, 내셔의 이빨, 타격대의 철퇴) | 진 (무한의 대검, 거인 학살자, 타격대의 철퇴) | 탐 켄치 (수호자의 맹세, 가고일 돌갑옷, 워모그의 갑옷) | 거대 메크 로봇 (가고일 돌갑옷, 굳건한 심장, 태양불꽃 망토) | 블리츠크랭크 | 카이사 | 모데카이저 | 초가스 | 리산드라"
B,선봉대 벡스,,Hard,4.54,0.71,15.3%,49.5%,벡스 | 누누와 윌럼프 | 그레이브즈 | 피오라 | 블리츠크랭크 | 모르가나 | 쉔 | 아칼리 | 아트록스,"벡스 (구인수의 격노검, 마법공학 총검, 타격대의 철퇴) | 누누와 윌럼프 (수호자의 맹세, 수호자의 맹세, 태양불꽃 망토) | 그레이브즈 (타격대의 철퇴, 수은, 스테락의 도전) | 피오라 (피바라기, 밤의 끝자락, 거인의 결의) | 블리츠크랭크 | 모르가나 | 쉔 | 아칼리 | 아트록스"
B,요새 트위스티드 페이트,5,Medium,4.57,0.09,9.8%,48.9%,트위스티드 페이트 | 잭스 | 코르키 | 람머스 | 밀리오 | 아트록스 | 케이틀린 | 뽀삐,"트위스티드 페이트★ (내셔의 이빨, 내셔의 이빨, 라바돈의 죽음모자) | 잭스★ (크라운가드, 가고일 돌갑옷, 가고일 돌갑옷) | 코르키 (죽음의 검, 거인 학살자, 타격대의 철퇴) | 람머스 (가고일 돌갑옷, 굳건한 심장, 워모그의 갑옷) | 밀리오 | 아트록스★ | 케이틀린★ | 뽀삐★"
B,N.O.V.A. 람머스,,Easy,4.63,0.05,9.3%,47.8%,킨드레드 | 람머스 | 마스터 이 | 피오라 | 마오카이 | 우르곳 | 아칼리 | 아트록스 | 케이틀린,"킨드레드 (습격자 상징, 구인수의 격노검, 타격대의 철퇴) | 람머스 (덤불 조끼, 태양불꽃 망토, 정령의 형상) | 마스터 이 (N.O.V.A. 상징, 밤의 끝자락, 거인 학살자) | 피오라 (밤의 끝자락, 거인 학살자, 정의의 손길) | 마오카이 | 우르곳 | 아칼리 | 아트록스 | 케이틀린"
