Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,4.03,-0.47,19.7%,700,0.3%,Lulu | Twisted Fate | Nami | Karma | Veigar
Radiant Giant Slayer,S,4.10,-0.40,15.3%,1647,0.7%,Master Yi | Corki | Vex | Kai'Sa | LeBlanc
Radiant Red Buff,S,4.11,-0.39,14.1%,92,0.0%,Xayah | Kindred | Corki | Vex | Kai'Sa
Radiant Rabadon's Deathcap,S,4.11,-0.39,17.5%,1100,0.5%,Aurelion Sol | Vex | LeBlanc | Karma | Twisted Fate
Radiant Sterak's Gage,S,4.11,-0.39,12.9%,201,0.1%,Briar | Riven | Master Yi | Fiora | The Mighty Mech
Radiant Thief's Gloves,S,4.13,-0.37,15.0%,1861,0.8%,Riven | Blitzcrank | Fiora | The Mighty Mech | Talon
Radiant Deathblade,S,4.15,-0.35,15.1%,1560,0.7%,Corki | Kai'Sa | Jhin | Xayah | Graves
Radiant Hand of Justice,S,4.15,-0.35,11.6%,189,0.1%,Master Yi | Riven | Gragas | Fiora | Briar
Radiant Spear of Shojin,S,4.18,-0.32,20.7%,203,0.1%,Zed | Corki | Ezreal | Lulu | Kai'Sa
Radiant Evenshroud,A,4.21,-0.29,15.1%,53,0.0%,Tahm Kench | Rammus | Nunu & Willump | Ornn | Maokai
Radiant Ionic Spark,A,4.22,-0.28,17.4%,46,0.0%,Nunu & Willump | Illaoi | Blitzcrank | Rammus | Maokai
Radiant Edge of Night,A,4.27,-0.23,14.3%,357,0.2%,Master Yi | Zed | Fiora | Riven | Diana
Radiant Striker's Flail,B,4.33,-0.17,13.1%,609,0.3%,Corki | Kai'Sa | Jhin | Aurelion Sol | Graves
Radiant Spirit Visage,B,4.33,-0.17,12.0%,242,0.1%,Cho'Gath | Rammus | Leona | The Mighty Mech | Nunu & Willump
Radiant Hextech Gunblade,B,4.34,-0.16,17.2%,209,0.1%,Vex | Aurelion Sol | LeBlanc | Teemo | Lulu
Radiant Bloodthirster,B,4.35,-0.15,11.6%,189,0.1%,Briar | Riven | Diana | Fiora | Master Yi
Radiant Infinity Edge,B,4.38,-0.12,15.7%,592,0.3%,Kai'Sa | Corki | Jhin | Graves | Xayah
Radiant Blue Buff,C,4.40,-0.10,12.5%,271,0.1%,Kai'Sa | Corki | Lulu | Karma | Aurelion Sol
Radiant Kraken's Fury,C,4.40,-0.10,16.5%,164,0.1%,Xayah | Kindred | Bel'Veth | Graves | Master Yi
Radiant Warmog's Armor,C,4.42,-0.08,12.3%,471,0.2%,Rammus | Leona | The Mighty Mech | Jax | Tahm Kench
Radiant Last Whisper,C,4.43,-0.07,13.7%,175,0.1%,Corki | Kindred | Kai'Sa | Xayah | Jhin
Radiant Archangel's Staff,C,4.44,-0.06,15.5%,116,0.1%,Aurelion Sol | LeBlanc | Vex | Teemo | Karma
Radiant Steadfast Heart,C,4.49,-0.01,11.1%,63,0.0%,Rammus | Nunu & Willump | Jax | Tahm Kench | The Mighty Mech
Radiant Gargoyle Stoneplate,D,4.51,+0.01,17.2%,1867,0.8%,The Mighty Mech | Leona | Jax | Rammus | Nunu & Willump
Radiant Jeweled Gauntlet,D,4.52,+0.02,12.4%,1114,0.5%,Aurelion Sol | Lulu | Karma | LeBlanc | Vex
Radiant Void Staff,D,4.53,+0.03,10.9%,230,0.1%,Aurelion Sol | Karma | Vex | LeBlanc | Nami
Radiant Protector's Vow,D,4.59,+0.09,11.4%,246,0.1%,Nunu & Willump | Rammus | Jax | The Mighty Mech | Leona
Radiant Crownguard,D,4.69,+0.19,6.7%,75,0.0%,Jax | Rammus | Tahm Kench | Leona | Nunu & Willump
Radiant Adaptive Helm,D,4.74,+0.24,12.7%,110,0.1%,Nunu & Willump | Lulu | Karma | Rammus | Leona
Radiant Titan's Resolve,D,4.74,+0.24,12.6%,286,0.1%,Briar | Diana | Master Yi | Riven | Fiora
Radiant Sunfire Cape,D,4.81,+0.31,10.8%,102,0.0%,Rammus | Tahm Kench | Nunu & Willump | The Mighty Mech | Maokai
Radiant Morellonomicon,D,4.83,+0.33,9.7%,72,0.0%,Karma | Milio | Zoe | Bard | Aurelion Sol
Radiant Quicksilver,D,4.84,+0.34,10.0%,190,0.1%,Master Yi | Bel'Veth | Urgot | Fiora | Riven
Radiant Guinsoo's Rageblade,D,4.89,+0.39,12.1%,531,0.2%,Vex | LeBlanc | Xayah | Kindred | Teemo
Radiant Dragon's Claw,D,4.99,+0.49,8.4%,107,0.0%,Rammus | Nunu & Willump | The Mighty Mech | Jax | Leona
Radiant Bramble Vest,D,5.06,+0.56,5.1%,117,0.1%,Rammus | Leona | Jax | The Mighty Mech | Tahm Kench
