Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,4.00,-0.50,14.9%,51202,0.7%,Twisted Fate | Nami | Veigar | Karma | Aurora
Radiant Infinity Edge,S,4.02,-0.48,19.4%,93297,1.3%,Xayah | Urgot | Kai'Sa | Jhin | Samira
Radiant Giant Slayer,S,4.04,-0.46,15.5%,111022,1.5%,Urgot | Bel'Veth | Vex | Xayah | Teemo
Radiant Rabadon's Deathcap,S,4.05,-0.45,14.1%,50718,0.7%,Viktor | Twisted Fate | Aurelion Sol | Vex | Teemo
Radiant Last Whisper,S,4.06,-0.44,16.9%,20111,0.3%,Xayah | Jhin | Urgot | Corki | Samira
Radiant Deathblade,S,4.08,-0.42,16.1%,37246,0.5%,Xayah | Jhin | Urgot | Kai'Sa | Corki
Radiant Red Buff,S,4.09,-0.41,15.8%,17852,0.2%,Xayah | Vex | Nami | Jhin | Aurora
Radiant Gargoyle Stoneplate,S,4.11,-0.39,15.5%,127073,1.7%,The Mighty Mech | Nunu & Willump | Leona | Jax | Rammus
Radiant Kraken's Fury,S,4.11,-0.39,14.8%,34195,0.5%,Xayah | Bel'Veth | Kindred | Caitlyn | Graves
Radiant Edge of Night,S,4.17,-0.33,13.1%,28654,0.4%,Master Yi | Riven | Meepsie | Fiora | Akali
Radiant Striker's Flail,S,4.19,-0.31,15.1%,31743,0.4%,Kai'Sa | Urgot | Vex | Corki | Xayah
Radiant Jeweled Gauntlet,S,4.19,-0.31,13.5%,93254,1.3%,Viktor | Nami | Aurelion Sol | Vex | Veigar
Radiant Sterak's Gage,S,4.19,-0.31,14.6%,26692,0.4%,The Mighty Mech | Briar | Fiora | Riven | Urgot
Radiant Quicksilver,S,4.20,-0.30,13.0%,39111,0.5%,Urgot | Bel'Veth | Master Yi | Graves | Fiora
Radiant Hextech Gunblade,A,4.21,-0.29,13.2%,24626,0.3%,Vex | Teemo | LeBlanc | Talon | Aurelion Sol
Radiant Void Staff,A,4.21,-0.29,12.4%,35351,0.5%,Nami | Aurelion Sol | Viktor | Vex | Karma
Radiant Ionic Spark,A,4.22,-0.28,12.2%,14038,0.2%,Illaoi | Nunu & Willump | Blitzcrank | Rammus | Tahm Kench
Radiant Titan's Resolve,A,4.24,-0.26,12.8%,30645,0.4%,Riven | Briar | The Mighty Mech | Fiora | Bel'Veth
Radiant Evenshroud,A,4.25,-0.25,14.2%,25584,0.3%,Nunu & Willump | Maokai | Rammus | Ornn | Rek'Sai
Radiant Spear of Shojin,A,4.26,-0.24,13.8%,54630,0.7%,Nami | Karma | Zed | Samira | Aurora
Radiant Thief's Gloves,A,4.26,-0.24,13.0%,112548,1.5%,Blitzcrank | Fiora | Talon | Rhaast | Riven
Radiant Morellonomicon,A,4.26,-0.24,12.8%,12997,0.2%,Karma | Aurora | Nami | Zoe | Bard
Radiant Hand of Justice,A,4.26,-0.24,11.8%,36899,0.5%,Urgot | Akali | Meepsie | Fiora | Riven
Radiant Sunfire Cape,A,4.27,-0.23,12.4%,68373,0.9%,Nunu & Willump | Rammus | Illaoi | Maokai | Tahm Kench
Radiant Archangel's Staff,A,4.28,-0.22,11.5%,27790,0.4%,Viktor | Aurelion Sol | Vex | Aurora | Twisted Fate
Radiant Blue Buff,B,4.31,-0.19,12.3%,20884,0.3%,Kai'Sa | Aurora | Karma | Nami | Corki
Radiant Warmog's Armor,B,4.35,-0.15,12.0%,55973,0.8%,Nunu & Willump | Illaoi | Leona | Rammus | Ornn
Radiant Protector's Vow,B,4.36,-0.14,14.3%,55162,0.7%,Nunu & Willump | Rammus | Maokai | Jax | Rek'Sai
Radiant Bloodthirster,B,4.39,-0.11,11.8%,38897,0.5%,Riven | Briar | Fiora | Master Yi | Graves
Radiant Crownguard,B,4.40,-0.10,11.2%,17586,0.2%,Nunu & Willump | Jax | Rammus | Ornn | Maokai
Radiant Spirit Visage,C,4.41,-0.09,11.7%,52957,0.7%,Nunu & Willump | Rammus | Illaoi | Leona | Maokai
Radiant Guinsoo's Rageblade,C,4.43,-0.07,14.5%,141318,1.9%,Xayah | Vex | LeBlanc | Teemo | Kindred
Radiant Steadfast Heart,C,4.44,-0.06,11.2%,19923,0.3%,Nunu & Willump | Rammus | Illaoi | Leona | Ornn
Radiant Bramble Vest,D,4.51,+0.01,9.7%,20690,0.3%,Nunu & Willump | Rammus | Illaoi | Ornn | Maokai
Radiant Dragon's Claw,D,4.53,+0.03,10.2%,33838,0.5%,Nunu & Willump | Illaoi | Rammus | Ornn | Tahm Kench
Radiant Adaptive Helm,D,4.54,+0.04,11.1%,22481,0.3%,Nunu & Willump | Rammus | Leona | Illaoi | Jax
