Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,3.96,-0.54,22.3%,1710,0.3%,Lulu | Lissandra | Nami | Karma | Aurelion Sol
Radiant Hextech Gunblade,S,3.97,-0.53,15.6%,462,0.1%,Vex | Aurelion Sol | LeBlanc | Teemo | Lulu
Radiant Sterak's Gage,S,4.12,-0.38,14.1%,475,0.1%,Riven | Fiora | Master Yi | Briar | The Mighty Mech
Radiant Rabadon's Deathcap,S,4.15,-0.35,16.3%,2858,0.5%,Aurelion Sol | Vex | Karma | LeBlanc | Lulu
Radiant Thief's Gloves,S,4.16,-0.34,14.4%,4506,0.8%,Riven | Blitzcrank | Fiora | The Mighty Mech | Morgana
Radiant Morellonomicon,S,4.18,-0.32,17.8%,163,0.0%,Karma | Milio | Aurelion Sol | Bard | Zoe
Radiant Red Buff,A,4.21,-0.29,16.2%,265,0.0%,Xayah | Vex | Kindred | Corki | Jhin
Radiant Deathblade,A,4.22,-0.28,12.9%,4422,0.8%,Corki | Jhin | Graves | Kai'Sa | Miss Fortune
Radiant Hand of Justice,A,4.23,-0.27,15.6%,424,0.1%,Riven | Master Yi | Gragas | Fiora | Diana
Radiant Edge of Night,A,4.27,-0.23,17.1%,1038,0.2%,Master Yi | Zed | Fiora | Riven | Diana
Radiant Ionic Spark,A,4.27,-0.23,19.6%,92,0.0%,Illaoi | Nunu & Willump | Blitzcrank | The Mighty Mech | Tahm Kench
Radiant Titan's Resolve,B,4.30,-0.20,16.5%,625,0.1%,Diana | Master Yi | Riven | Briar | Fiora
Radiant Kraken's Fury,B,4.32,-0.18,13.3%,315,0.1%,Xayah | Kindred | Graves | Bel'Veth | Jinx
Radiant Giant Slayer,B,4.35,-0.15,13.2%,4386,0.8%,Master Yi | Corki | Vex | Aurelion Sol | Graves
Radiant Striker's Flail,B,4.37,-0.13,11.0%,1651,0.3%,Corki | Aurelion Sol | Kai'Sa | Graves | Jhin
Radiant Last Whisper,B,4.37,-0.13,10.8%,446,0.1%,Corki | Kindred | Jhin | Xayah | Kai'Sa
Radiant Warmog's Armor,B,4.37,-0.13,12.8%,1057,0.2%,Rammus | Nunu & Willump | Cho'Gath | The Mighty Mech | Tahm Kench
Radiant Infinity Edge,B,4.38,-0.12,14.8%,1099,0.2%,Corki | Jhin | Kai'Sa | Graves | Xayah
Radiant Jeweled Gauntlet,C,4.42,-0.08,14.2%,2655,0.5%,Aurelion Sol | Lulu | Vex | Karma | LeBlanc
Radiant Bramble Vest,C,4.49,-0.01,10.5%,325,0.1%,Rammus | The Mighty Mech | Nunu & Willump | Tahm Kench | Cho'Gath
Radiant Blue Buff,C,4.49,-0.01,12.3%,627,0.1%,Corki | Kai'Sa | Karma | Aurelion Sol | Lulu
Radiant Bloodthirster,C,4.50,-0.00,12.7%,425,0.1%,Riven | Diana | Fiora | Briar | Master Yi
Radiant Void Staff,D,4.50,0.00,11.6%,524,0.1%,Aurelion Sol | Karma | Vex | Bard | LeBlanc
Radiant Sunfire Cape,D,4.51,+0.01,14.6%,240,0.0%,Rammus | Tahm Kench | Nunu & Willump | The Mighty Mech | Illaoi
Radiant Gargoyle Stoneplate,D,4.52,+0.02,15.5%,3482,0.7%,The Mighty Mech | Rammus | Nunu & Willump | Jax | Leona
Radiant Spear of Shojin,D,4.52,+0.02,19.7%,457,0.1%,Zed | Corki | Lulu | Ezreal | Karma
Radiant Quicksilver,D,4.53,+0.03,10.7%,450,0.1%,Master Yi | Urgot | Bel'Veth | Fiora | Riven
Radiant Spirit Visage,D,4.53,+0.03,13.4%,501,0.1%,Rammus | Nunu & Willump | Cho'Gath | The Mighty Mech | Tahm Kench
Radiant Protector's Vow,D,4.66,+0.16,10.6%,602,0.1%,Nunu & Willump | Rammus | The Mighty Mech | Cho'Gath | Jax
Radiant Archangel's Staff,D,4.73,+0.23,10.2%,206,0.0%,Aurelion Sol | Vex | LeBlanc | Karma | Lulu
Radiant Evenshroud,D,4.76,+0.26,16.3%,98,0.0%,Tahm Kench | Rammus | Nunu & Willump | Cho'Gath | The Mighty Mech
Radiant Steadfast Heart,D,4.80,+0.30,10.5%,152,0.0%,Rammus | Tahm Kench | Nunu & Willump | The Mighty Mech | Cho'Gath
Radiant Crownguard,D,4.81,+0.31,11.7%,188,0.0%,Rammus | Jax | Nunu & Willump | Tahm Kench | The Mighty Mech
Radiant Guinsoo's Rageblade,D,4.89,+0.39,14.6%,1226,0.2%,Vex | LeBlanc | Xayah | Kindred | Diana
Radiant Dragon's Claw,D,5.06,+0.56,11.0%,273,0.1%,Rammus | The Mighty Mech | Nunu & Willump | Cho'Gath | Tahm Kench
Radiant Adaptive Helm,D,5.07,+0.57,9.0%,255,0.0%,Nunu & Willump | Aurelion Sol | Rammus | Karma | Cho'Gath
