Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,3.98,-0.52,21.1%,1580,0.3%,Lulu | Nami | Karma | Aurelion Sol | Lissandra
Radiant Sterak's Gage,S,4.08,-0.42,12.9%,441,0.1%,Riven | Fiora | Briar | Master Yi | The Mighty Mech
Radiant Hextech Gunblade,S,4.09,-0.41,15.4%,462,0.1%,Aurelion Sol | Vex | LeBlanc | Teemo | Lulu
Radiant Thief's Gloves,S,4.14,-0.36,14.4%,4366,0.9%,Riven | Blitzcrank | Fiora | The Mighty Mech | Morgana
Radiant Red Buff,S,4.17,-0.33,15.9%,246,0.0%,Xayah | Kindred | Vex | Corki | Jhin
Radiant Rabadon's Deathcap,S,4.18,-0.32,16.7%,2812,0.5%,Aurelion Sol | Vex | LeBlanc | Karma | Lulu
Radiant Ionic Spark,A,4.20,-0.30,20.0%,90,0.0%,Nunu & Willump | Illaoi | Blitzcrank | The Mighty Mech | Leona
Radiant Kraken's Fury,A,4.21,-0.29,12.8%,305,0.1%,Xayah | Kindred | Graves | Bel'Veth | Jinx
Radiant Edge of Night,A,4.24,-0.26,15.8%,995,0.2%,Master Yi | Zed | Fiora | Riven | Diana
Radiant Hand of Justice,A,4.24,-0.26,17.1%,410,0.1%,Riven | Master Yi | Gragas | Fiora | Diana
Radiant Deathblade,A,4.25,-0.25,13.2%,3975,0.8%,Corki | Jhin | Graves | Kai'Sa | Ezreal
Radiant Morellonomicon,A,4.26,-0.24,16.6%,163,0.0%,Karma | Milio | Aurelion Sol | Bard | Zoe
Radiant Giant Slayer,A,4.30,-0.20,13.7%,4088,0.8%,Master Yi | Corki | Aurelion Sol | Vex | Graves
Radiant Blue Buff,B,4.35,-0.15,13.2%,599,0.1%,Corki | Karma | Kai'Sa | Aurelion Sol | Lulu
Radiant Infinity Edge,B,4.39,-0.11,15.3%,1143,0.2%,Corki | Kai'Sa | Jhin | Graves | Xayah
Radiant Warmog's Armor,B,4.39,-0.11,12.1%,998,0.2%,Rammus | Nunu & Willump | The Mighty Mech | Tahm Kench | Cho'Gath
Radiant Striker's Flail,B,4.39,-0.11,12.0%,1555,0.3%,Corki | Aurelion Sol | Kai'Sa | Graves | Jhin
Radiant Bloodthirster,C,4.40,-0.10,13.3%,421,0.1%,Riven | Diana | Fiora | Briar | Master Yi
Radiant Last Whisper,C,4.40,-0.10,10.7%,440,0.1%,Corki | Kindred | Jhin | Xayah | Kai'Sa
Radiant Jeweled Gauntlet,C,4.44,-0.06,14.1%,2660,0.5%,Aurelion Sol | Lulu | Vex | Karma | LeBlanc
Radiant Titan's Resolve,C,4.45,-0.05,14.6%,569,0.1%,Diana | Master Yi | Riven | Briar | Fiora
Radiant Gargoyle Stoneplate,C,4.50,-0.00,16.0%,3383,0.7%,The Mighty Mech | Rammus | Nunu & Willump | Jax | Leona
Radiant Spear of Shojin,D,4.51,+0.01,18.5%,448,0.1%,Zed | Corki | Lulu | Ezreal | Karma
Radiant Spirit Visage,D,4.52,+0.02,12.0%,485,0.1%,Rammus | Nunu & Willump | Cho'Gath | The Mighty Mech | Tahm Kench
Radiant Sunfire Cape,D,4.52,+0.02,14.1%,220,0.0%,Rammus | Tahm Kench | Nunu & Willump | The Mighty Mech | Illaoi
Radiant Bramble Vest,D,4.52,+0.02,11.4%,317,0.1%,Rammus | Nunu & Willump | The Mighty Mech | Tahm Kench | Cho'Gath
Radiant Quicksilver,D,4.55,+0.05,10.7%,484,0.1%,Master Yi | Urgot | Bel'Veth | Riven | Graves
Radiant Void Staff,D,4.55,+0.05,10.5%,523,0.1%,Aurelion Sol | Karma | Vex | LeBlanc | Bard
Radiant Protector's Vow,D,4.57,+0.07,11.3%,557,0.1%,Nunu & Willump | Rammus | The Mighty Mech | Cho'Gath | Jax
Radiant Archangel's Staff,D,4.62,+0.12,12.6%,230,0.0%,Aurelion Sol | Vex | LeBlanc | Karma | Lulu
Radiant Crownguard,D,4.63,+0.13,12.6%,175,0.0%,Rammus | Jax | Nunu & Willump | Tahm Kench | Cho'Gath
Radiant Steadfast Heart,D,4.67,+0.17,12.1%,132,0.0%,Rammus | Nunu & Willump | Tahm Kench | The Mighty Mech | Ornn
Radiant Evenshroud,D,4.73,+0.23,14.6%,96,0.0%,Tahm Kench | Rammus | Cho'Gath | Nunu & Willump | The Mighty Mech
Radiant Dragon's Claw,D,4.83,+0.33,14.4%,257,0.1%,Rammus | The Mighty Mech | Nunu & Willump | Cho'Gath | Tahm Kench
Radiant Guinsoo's Rageblade,D,4.83,+0.33,14.0%,1165,0.2%,Vex | LeBlanc | Xayah | Kindred | Diana
Radiant Adaptive Helm,D,4.86,+0.36,10.3%,263,0.1%,Nunu & Willump | Aurelion Sol | Rammus | Karma | Lulu
