Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Dragon's Claw,S,3.75,-0.75,21.1%,95,0.0%,Leona | Cho'Gath | Jax | Rammus | Tahm Kench
Radiant Nashor's Tooth,S,3.94,-0.56,21.4%,1194,0.3%,Lulu | Twisted Fate | Veigar | Karma | Nami
Radiant Titan's Resolve,S,3.99,-0.51,15.1%,878,0.2%,Briar | Master Yi | Riven | Fiora | Diana
Radiant Deathblade,S,3.99,-0.51,15.5%,1806,0.5%,Corki | Kai'Sa | Jhin | Ezreal | Kindred
Radiant Crownguard,S,4.02,-0.48,14.9%,114,0.0%,Jax | Rammus | Leona | Nunu & Willump | Cho'Gath
Radiant Morellonomicon,S,4.04,-0.46,23.1%,104,0.0%,Zoe | Karma | Milio | Lulu | Nami
Radiant Rabadon's Deathcap,S,4.08,-0.42,16.9%,906,0.3%,Teemo | Twisted Fate | Lulu | Vex | Aurelion Sol
Radiant Evenshroud,S,4.09,-0.41,15.5%,110,0.0%,Tahm Kench | Rammus | Rek'Sai | Maokai | Nunu & Willump
Radiant Steadfast Heart,S,4.09,-0.41,16.2%,117,0.0%,Leona | Rammus | Jax | Nunu & Willump | Tahm Kench
Radiant Striker's Flail,S,4.18,-0.32,16.1%,1023,0.3%,Corki | Kai'Sa | Jhin | Graves | Kindred
Radiant Hand of Justice,A,4.21,-0.29,12.3%,400,0.1%,Master Yi | Riven | Briar | Fiora | Gragas
Radiant Thief's Gloves,A,4.22,-0.28,14.2%,2587,0.7%,Riven | Fiora | Blitzcrank | Talon | Urgot
Radiant Protector's Vow,A,4.23,-0.27,14.7%,319,0.1%,Nunu & Willump | Jax | Rammus | Leona | Cho'Gath
Radiant Sterak's Gage,A,4.23,-0.27,14.0%,681,0.2%,Briar | Master Yi | Fiora | Riven | The Mighty Mech
Radiant Hextech Gunblade,A,4.25,-0.25,15.3%,326,0.1%,Teemo | Vex | LeBlanc | Twisted Fate | Lulu
Radiant Warmog's Armor,A,4.26,-0.24,15.4%,831,0.2%,Leona | Rammus | Jax | Cho'Gath | Tahm Kench
Radiant Gargoyle Stoneplate,A,4.27,-0.23,18.7%,3058,0.9%,The Mighty Mech | Leona | Jax | Rammus | Cho'Gath
Radiant Spirit Visage,A,4.27,-0.23,17.2%,378,0.1%,Leona | Cho'Gath | Jax | Rammus | Nunu & Willump
Radiant Giant Slayer,A,4.28,-0.22,13.8%,3548,1.0%,Master Yi | Corki | Kai'Sa | Urgot | Bel'Veth
Radiant Infinity Edge,B,4.30,-0.20,16.8%,1189,0.3%,Kai'Sa | Corki | Jhin | Urgot | Ezreal
Radiant Kraken's Fury,B,4.31,-0.19,16.4%,324,0.1%,Kindred | Xayah | Bel'Veth | Master Yi | Graves
Radiant Blue Buff,B,4.32,-0.18,13.1%,542,0.2%,Kai'Sa | Corki | Lulu | Karma | Ezreal
Radiant Red Buff,B,4.35,-0.15,19.7%,188,0.1%,Xayah | Kindred | Corki | Vex | Kai'Sa
Radiant Jeweled Gauntlet,B,4.38,-0.12,15.2%,815,0.2%,Lulu | Karma | Aurelion Sol | Vex | LeBlanc
Radiant Bloodthirster,B,4.39,-0.11,10.7%,457,0.1%,Briar | Riven | Fiora | Master Yi | Diana
Radiant Bramble Vest,C,4.42,-0.08,12.6%,356,0.1%,Rammus | Leona | Jax | Tahm Kench | The Mighty Mech
Radiant Ionic Spark,C,4.43,-0.07,6.8%,44,0.0%,Leona | Nunu & Willump | Maokai | Illaoi | Jax
Radiant Adaptive Helm,C,4.44,-0.06,12.9%,132,0.0%,Lulu | Jax | Leona | Karma | Nunu & Willump
Radiant Last Whisper,C,4.45,-0.05,10.8%,295,0.1%,Kindred | Corki | Kai'Sa | Jhin | Xayah
Radiant Edge of Night,C,4.45,-0.05,14.8%,943,0.3%,Master Yi | Zed | Fiora | Riven | Pyke
Radiant Spear of Shojin,C,4.46,-0.04,20.1%,358,0.1%,Zed | Kai'Sa | Corki | Ezreal | Lulu
Radiant Void Staff,D,4.50,+0.00,14.0%,228,0.1%,Vex | Karma | Zoe | Lulu | LeBlanc
Radiant Sunfire Cape,D,4.55,+0.05,10.6%,189,0.1%,Rammus | Tahm Kench | Leona | Jax | Maokai
Radiant Archangel's Staff,D,4.68,+0.18,11.9%,143,0.0%,Teemo | Aurelion Sol | LeBlanc | Vex | Lulu
Radiant Quicksilver,D,4.84,+0.34,8.7%,554,0.2%,Master Yi | Bel'Veth | Urgot | Fiora | Riven
Radiant Guinsoo's Rageblade,D,4.84,+0.34,12.9%,840,0.2%,Vex | Teemo | LeBlanc | Xayah | Kindred
