Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Red Buff,S,3.63,-0.87,20.6%,63,0.1%,Xayah | Kindred | Vex | Jhin | Corki
Radiant Void Staff,S,3.83,-0.67,18.3%,82,0.1%,Karma | Vex | Nami | Aurelion Sol | Viktor
Radiant Rabadon's Deathcap,S,3.94,-0.56,16.7%,275,0.3%,Twisted Fate | Teemo | Vex | Aurelion Sol | Viktor
Radiant Blue Buff,S,3.97,-0.53,22.5%,120,0.1%,Kai'Sa | Karma | Corki | Ezreal | Lulu
Radiant Deathblade,S,3.97,-0.53,18.9%,366,0.3%,Corki | Ezreal | Kai'Sa | Jhin | Xayah
Radiant Thief's Gloves,S,4.03,-0.47,14.5%,780,0.7%,Blitzcrank | Fiora | Riven | Talon | The Mighty Mech
Radiant Titan's Resolve,S,4.03,-0.47,12.5%,240,0.2%,Briar | Riven | Master Yi | Fiora | Diana
Radiant Bloodthirster,S,4.03,-0.47,12.3%,130,0.1%,Briar | Riven | Fiora | Master Yi | Diana
Radiant Spear of Shojin,S,4.04,-0.46,25.9%,135,0.1%,Ezreal | Zed | Corki | Kai'Sa | Karma
Radiant Nashor's Tooth,S,4.11,-0.39,13.0%,247,0.2%,Twisted Fate | Lulu | Nami | Veigar | Karma
Radiant Evenshroud,S,4.15,-0.35,14.7%,34,0.0%,Tahm Kench | Nunu & Willump | Maokai | Rammus | Rek'Sai
Radiant Morellonomicon,S,4.17,-0.33,16.7%,24,0.0%,Karma | Zoe | Aurora | Nami | Bard
Radiant Giant Slayer,S,4.17,-0.33,16.2%,1003,1.0%,Urgot | Master Yi | Bel'Veth | Vex | Corki
Radiant Sunfire Cape,S,4.17,-0.33,12.7%,63,0.1%,Nunu & Willump | Rammus | Tahm Kench | Illaoi | Maokai
Radiant Striker's Flail,S,4.18,-0.32,17.5%,228,0.2%,Corki | Kai'Sa | Ezreal | Jhin | Urgot
Radiant Jeweled Gauntlet,A,4.20,-0.30,17.3%,254,0.2%,Viktor | Karma | Vex | Nami | Aurelion Sol
Radiant Ionic Spark,A,4.21,-0.29,10.5%,19,0.0%,Illaoi | Nunu & Willump | Blitzcrank | Leona | Tahm Kench
Radiant Gargoyle Stoneplate,A,4.29,-0.21,18.1%,991,0.9%,The Mighty Mech | Leona | Jax | Nunu & Willump | Cho'Gath
Radiant Sterak's Gage,A,4.29,-0.21,13.1%,214,0.2%,Briar | The Mighty Mech | Fiora | Master Yi | Urgot
Radiant Crownguard,B,4.38,-0.12,8.1%,37,0.0%,Jax | Cho'Gath | Nunu & Willump | Rammus | Ornn
Radiant Hextech Gunblade,B,4.38,-0.12,15.2%,92,0.1%,Teemo | Vex | LeBlanc | Twisted Fate | Talon
Radiant Kraken's Fury,C,4.41,-0.09,18.2%,165,0.2%,Xayah | Kindred | Bel'Veth | Graves | Caitlyn
Radiant Infinity Edge,C,4.41,-0.09,18.4%,391,0.4%,Urgot | Kai'Sa | Xayah | Jhin | Ezreal
Radiant Hand of Justice,C,4.41,-0.09,8.4%,143,0.1%,Master Yi | Urgot | Riven | Fiora | Briar
Radiant Warmog's Armor,C,4.44,-0.06,16.9%,225,0.2%,Cho'Gath | Leona | Nunu & Willump | Rammus | Jax
Radiant Spirit Visage,C,4.45,-0.05,12.0%,125,0.1%,Cho'Gath | Nunu & Willump | Leona | Rammus | The Mighty Mech
Radiant Steadfast Heart,C,4.49,-0.01,16.2%,37,0.0%,Nunu & Willump | Rammus | Cho'Gath | Leona | Illaoi
Radiant Edge of Night,C,4.49,-0.01,11.6%,207,0.2%,Master Yi | Fiora | Zed | Riven | Pyke
Radiant Bramble Vest,D,4.53,+0.03,10.3%,58,0.1%,Rammus | Nunu & Willump | Cho'Gath | Leona | The Mighty Mech
Radiant Protector's Vow,D,4.61,+0.11,15.4%,104,0.1%,Nunu & Willump | Jax | Cho'Gath | Rammus | Tahm Kench
Radiant Adaptive Helm,D,4.63,+0.13,12.5%,40,0.0%,Nunu & Willump | Cho'Gath | Jax | Leona | Karma
Radiant Last Whisper,D,4.64,+0.14,9.8%,102,0.1%,Kindred | Urgot | Corki | Xayah | Jhin
Radiant Archangel's Staff,D,4.66,+0.16,0.0%,38,0.0%,Viktor | Aurelion Sol | Teemo | LeBlanc | Vex
Radiant Quicksilver,D,4.72,+0.22,7.7%,207,0.2%,Urgot | Master Yi | Bel'Veth | Graves | Fiora
Radiant Guinsoo's Rageblade,D,4.73,+0.23,10.2%,324,0.3%,Vex | Xayah | LeBlanc | Teemo | Kindred
Radiant Dragon's Claw,D,5.36,+0.86,5.6%,36,0.0%,Cho'Gath | Nunu & Willump | Rammus | Leona | Illaoi
