Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,3.98,-0.52,21.7%,1967,0.3%,Lulu | Lissandra | Nami | Karma | Bard
Radiant Titan's Resolve,S,4.10,-0.40,17.0%,671,0.1%,Diana | Master Yi | Riven | Fiora | Jax
Radiant Red Buff,S,4.14,-0.36,21.4%,1052,0.2%,Xayah | Vex | Kindred | Corki | Graves
Radiant Ionic Spark,S,4.19,-0.31,17.3%,81,0.0%,Blitzcrank | Illaoi | Nunu & Willump | Cho'Gath | Tahm Kench
Radiant Blue Buff,A,4.23,-0.27,12.9%,669,0.1%,Corki | Karma | Lulu | Aurelion Sol | Kai'Sa
Radiant Hand of Justice,A,4.24,-0.26,13.5%,511,0.1%,Riven | Fiora | Master Yi | Gragas | Graves
Radiant Thief's Gloves,A,4.24,-0.26,14.5%,5279,0.9%,Blitzcrank | Riven | Fiora | Graves | Shen
Radiant Archangel's Staff,A,4.26,-0.24,17.2%,192,0.0%,Aurelion Sol | Vex | LeBlanc | Bard | Karma
Radiant Rabadon's Deathcap,A,4.26,-0.24,14.7%,2510,0.4%,Aurelion Sol | Vex | Bard | LeBlanc | Karma
Radiant Giant Slayer,A,4.28,-0.22,12.8%,4348,0.7%,Master Yi | Corki | Vex | Graves | Xayah
Radiant Deathblade,B,4.30,-0.20,11.6%,6502,1.1%,Corki | Graves | Jhin | Miss Fortune | Xayah
Radiant Jeweled Gauntlet,B,4.32,-0.18,14.7%,2369,0.4%,Aurelion Sol | Vex | Lulu | Bard | Karma
Radiant Hextech Gunblade,B,4.34,-0.16,16.2%,427,0.1%,Vex | Aurelion Sol | LeBlanc | Bard | Lulu
Radiant Sterak's Gage,B,4.35,-0.15,16.2%,487,0.1%,Fiora | Riven | Graves | Master Yi | Briar
Radiant Evenshroud,B,4.36,-0.14,12.7%,110,0.0%,Tahm Kench | Rammus | Nunu & Willump | The Mighty Mech | Ornn
Radiant Striker's Flail,B,4.37,-0.13,11.2%,1694,0.3%,Corki | Graves | Jhin | Vex | Aurelion Sol
Radiant Kraken's Fury,B,4.39,-0.11,17.6%,1516,0.2%,Xayah | Kindred | Jinx | Graves | Miss Fortune
Radiant Edge of Night,C,4.41,-0.09,13.3%,1079,0.2%,Master Yi | Zed | Fiora | Riven | Diana
Radiant Void Staff,C,4.41,-0.09,14.9%,436,0.1%,Vex | Karma | Aurelion Sol | Bard | Sona
Radiant Sunfire Cape,C,4.43,-0.07,11.2%,223,0.0%,Rammus | Tahm Kench | Nunu & Willump | Ornn | Illaoi
Radiant Bloodthirster,C,4.43,-0.07,14.3%,446,0.1%,Diana | Riven | Fiora | Jax | Master Yi
Radiant Infinity Edge,C,4.45,-0.05,13.2%,1171,0.2%,Corki | Jhin | Graves | Xayah | Miss Fortune
Radiant Dragon's Claw,C,4.48,-0.02,11.1%,180,0.0%,Rammus | Nunu & Willump | Cho'Gath | Tahm Kench | Ornn
Radiant Last Whisper,C,4.48,-0.02,9.9%,454,0.1%,Corki | Kindred | Jhin | Xayah | Graves
Radiant Gargoyle Stoneplate,C,4.49,-0.01,13.7%,2203,0.4%,The Mighty Mech | Rammus | Nunu & Willump | Tahm Kench | Jax
Radiant Warmog's Armor,D,4.50,+0.00,11.3%,1068,0.2%,Cho'Gath | Rammus | Nunu & Willump | Tahm Kench | Illaoi
Radiant Spirit Visage,D,4.58,+0.08,14.1%,526,0.1%,Cho'Gath | Rammus | Nunu & Willump | Tahm Kench | Ornn
Radiant Protector's Vow,D,4.66,+0.16,10.9%,668,0.1%,Nunu & Willump | Rammus | Cho'Gath | Tahm Kench | Jax
Radiant Steadfast Heart,D,4.67,+0.17,12.5%,160,0.0%,Rammus | Tahm Kench | Nunu & Willump | Ornn | Cho'Gath
Radiant Crownguard,D,4.76,+0.26,10.2%,166,0.0%,Rammus | Nunu & Willump | Jax | Tahm Kench | Cho'Gath
Radiant Bramble Vest,D,4.77,+0.27,6.3%,317,0.1%,Rammus | Tahm Kench | Nunu & Willump | Ornn | Illaoi
Radiant Quicksilver,D,4.78,+0.28,10.2%,413,0.1%,Master Yi | Graves | Fiora | Urgot | Bel'Veth
Radiant Adaptive Helm,D,4.80,+0.30,13.7%,277,0.0%,Nunu & Willump | Cho'Gath | Rammus | Zed | Tahm Kench
Radiant Morellonomicon,D,4.80,+0.30,9.2%,174,0.0%,Karma | Bard | Milio | Sona | Vex
Radiant Spear of Shojin,D,4.81,+0.31,14.6%,562,0.1%,Zed | Graves | Corki | Lulu | Karma
Radiant Guinsoo's Rageblade,D,5.03,+0.53,12.7%,1805,0.3%,Vex | Xayah | LeBlanc | Diana | Graves
