Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Morellonomicon,S,3.90,-0.60,17.7%,62,0.0%,Karma | Sona | Bard | Vex | Blitzcrank
Radiant Striker's Flail,S,4.05,-0.45,15.7%,426,0.2%,Corki | Graves | Miss Fortune | Vex | Jhin
Radiant Bloodthirster,S,4.09,-0.41,12.0%,133,0.1%,Diana | Riven | Fiora | Jax | Master Yi
Radiant Red Buff,S,4.11,-0.39,21.0%,462,0.2%,Xayah | Vex | Kindred | Jinx | Corki
Radiant Evenshroud,S,4.11,-0.39,22.2%,27,0.0%,Tahm Kench | Rammus | Ornn | Nunu & Willump | Maokai
Radiant Thief's Gloves,S,4.16,-0.34,15.0%,1623,0.9%,Blitzcrank | Fiora | Riven | Shen | Graves
Radiant Ionic Spark,S,4.17,-0.33,11.4%,35,0.0%,Blitzcrank | Illaoi | Nunu & Willump | Leona | The Mighty Mech
Radiant Rabadon's Deathcap,S,4.20,-0.30,14.9%,757,0.4%,Aurelion Sol | Vex | Bard | LeBlanc | Nami
Radiant Hextech Gunblade,A,4.22,-0.28,12.2%,139,0.1%,Vex | LeBlanc | Aurelion Sol | Bard | Xayah
Radiant Titan's Resolve,A,4.24,-0.26,13.3%,188,0.1%,Diana | Master Yi | Riven | Fiora | Jax
Radiant Giant Slayer,A,4.26,-0.24,13.8%,1337,0.7%,Master Yi | Vex | Corki | Graves | Xayah
Radiant Dragon's Claw,A,4.27,-0.23,12.0%,100,0.1%,Ornn | Nunu & Willump | Leona | Tahm Kench | Cho'Gath
Radiant Warmog's Armor,A,4.27,-0.23,13.6%,441,0.2%,Nunu & Willump | Ornn | Leona | Tahm Kench | Cho'Gath
Radiant Jeweled Gauntlet,B,4.30,-0.20,14.0%,708,0.4%,Aurelion Sol | Vex | Bard | Nami | Lulu
Radiant Deathblade,B,4.31,-0.19,11.7%,1396,0.7%,Corki | Miss Fortune | Graves | Xayah | Jhin
Radiant Sunfire Cape,B,4.34,-0.16,9.2%,65,0.0%,Ornn | Tahm Kench | Nunu & Willump | Rammus | Leona
Radiant Sterak's Gage,B,4.34,-0.16,10.7%,140,0.1%,Fiora | Graves | Riven | Master Yi | Urgot
Radiant Infinity Edge,B,4.35,-0.15,13.9%,375,0.2%,Miss Fortune | Jhin | Xayah | Graves | Corki
Radiant Blue Buff,B,4.35,-0.15,12.1%,182,0.1%,Corki | Sona | Karma | Bard | Lulu
Radiant Hand of Justice,B,4.36,-0.14,10.9%,137,0.1%,Riven | Fiora | Master Yi | Gragas | Graves
Radiant Edge of Night,C,4.45,-0.05,13.9%,287,0.2%,Master Yi | Zed | Fiora | Pyke | Riven
Radiant Archangel's Staff,C,4.46,-0.04,14.5%,83,0.0%,Vex | Aurelion Sol | LeBlanc | Bard | Viktor
Radiant Kraken's Fury,C,4.46,-0.04,16.7%,648,0.3%,Xayah | Kindred | Jinx | Miss Fortune | Graves
Radiant Spirit Visage,C,4.47,-0.03,9.6%,198,0.1%,Nunu & Willump | Cho'Gath | Ornn | Leona | Tahm Kench
Radiant Nashor's Tooth,C,4.48,-0.02,13.1%,442,0.2%,Lulu | Nami | Lissandra | Karma | Twisted Fate
Radiant Adaptive Helm,D,4.53,+0.03,11.0%,109,0.1%,Nunu & Willump | Leona | Cho'Gath | Bard | Zed
Radiant Bramble Vest,D,4.55,+0.05,10.0%,100,0.1%,Rammus | Tahm Kench | Nunu & Willump | Ornn | Leona
Radiant Void Staff,D,4.57,+0.07,11.9%,159,0.1%,Vex | Bard | Karma | Sona | Nami
Radiant Gargoyle Stoneplate,D,4.58,+0.08,12.9%,720,0.4%,The Mighty Mech | Leona | Nunu & Willump | Rammus | Ornn
Radiant Crownguard,D,4.64,+0.14,12.1%,58,0.0%,Rammus | Nunu & Willump | Ornn | Tahm Kench | Jax
Radiant Guinsoo's Rageblade,D,4.70,+0.20,14.2%,738,0.4%,Vex | Xayah | LeBlanc | Miss Fortune | Graves
Radiant Spear of Shojin,D,4.72,+0.22,14.3%,133,0.1%,Zed | Graves | Corki | Nami | Lulu
Radiant Quicksilver,D,4.77,+0.27,8.2%,147,0.1%,Master Yi | Graves | Bel'Veth | Urgot | Fiora
Radiant Protector's Vow,D,4.81,+0.31,10.2%,236,0.1%,Nunu & Willump | Rammus | Ornn | Tahm Kench | Leona
Radiant Last Whisper,D,4.85,+0.35,9.6%,115,0.1%,Corki | Kindred | Xayah | Jhin | Graves
Radiant Steadfast Heart,D,5.04,+0.54,11.8%,51,0.0%,Ornn | Rammus | Nunu & Willump | Tahm Kench | Leona
