Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Ionic Spark,S,3.67,-0.83,25.9%,27,0.0%,Illaoi | Leona | Blitzcrank | Nunu & Willump | Tahm Kench
Radiant Nashor's Tooth,S,3.96,-0.54,18.2%,631,0.3%,Lulu | Twisted Fate | Veigar | Nami | Karma
Radiant Crownguard,S,4.00,-0.50,12.2%,49,0.0%,Jax | Cho'Gath | Rammus | Nunu & Willump | Tahm Kench
Radiant Red Buff,S,4.02,-0.48,13.7%,131,0.1%,Xayah | Kindred | Vex | Jhin | Corki
Radiant Deathblade,S,4.03,-0.47,18.8%,886,0.4%,Corki | Kai'Sa | Ezreal | Jhin | Xayah
Radiant Blue Buff,S,4.05,-0.45,18.3%,257,0.1%,Kai'Sa | Lulu | Karma | Corki | Ezreal
Radiant Rabadon's Deathcap,S,4.07,-0.43,16.2%,582,0.3%,Twisted Fate | Teemo | Vex | Aurelion Sol | Lulu
Radiant Steadfast Heart,S,4.09,-0.41,19.2%,78,0.0%,Rammus | Nunu & Willump | Jax | Cho'Gath | Leona
Radiant Sterak's Gage,S,4.11,-0.39,14.2%,431,0.2%,Briar | Fiora | Riven | Master Yi | The Mighty Mech
Radiant Thief's Gloves,S,4.12,-0.38,14.4%,1631,0.7%,Fiora | Riven | Blitzcrank | Talon | The Mighty Mech
Radiant Striker's Flail,S,4.16,-0.34,17.5%,536,0.2%,Corki | Kai'Sa | Jhin | Ezreal | Urgot
Radiant Giant Slayer,S,4.18,-0.32,15.4%,2195,1.0%,Master Yi | Urgot | Bel'Veth | Corki | Vex
Radiant Bloodthirster,S,4.19,-0.31,9.2%,284,0.1%,Briar | Riven | Fiora | Master Yi | Diana
Radiant Spear of Shojin,S,4.19,-0.31,26.4%,254,0.1%,Ezreal | Zed | Corki | Kai'Sa | Lulu
Radiant Gargoyle Stoneplate,A,4.22,-0.28,19.2%,1979,0.9%,The Mighty Mech | Leona | Jax | Cho'Gath | Rammus
Radiant Void Staff,A,4.23,-0.27,14.9%,154,0.1%,Karma | Vex | Zoe | Teemo | LeBlanc
Radiant Hextech Gunblade,A,4.23,-0.27,16.8%,190,0.1%,Teemo | Vex | LeBlanc | Talon | Twisted Fate
Radiant Morellonomicon,A,4.26,-0.24,18.0%,61,0.0%,Karma | Zoe | Bard | Milio | Nami
Radiant Titan's Resolve,A,4.26,-0.24,11.3%,514,0.2%,Briar | Master Yi | Riven | Fiora | Diana
Radiant Edge of Night,A,4.30,-0.20,11.9%,453,0.2%,Master Yi | Fiora | Riven | Zed | Pyke
Radiant Infinity Edge,B,4.31,-0.19,17.8%,852,0.4%,Kai'Sa | Jhin | Urgot | Corki | Ezreal
Radiant Jeweled Gauntlet,B,4.35,-0.15,15.4%,500,0.2%,Lulu | Karma | Vex | Aurelion Sol | LeBlanc
Radiant Bramble Vest,C,4.41,-0.09,15.6%,147,0.1%,Rammus | Nunu & Willump | Leona | Jax | Cho'Gath
Radiant Sunfire Cape,C,4.44,-0.06,12.8%,125,0.1%,Tahm Kench | Rammus | Nunu & Willump | Illaoi | Jax
Radiant Warmog's Armor,C,4.44,-0.06,16.5%,528,0.2%,Leona | Cho'Gath | Nunu & Willump | Jax | Rammus
Radiant Protector's Vow,C,4.47,-0.03,13.9%,209,0.1%,Nunu & Willump | Jax | Cho'Gath | Rammus | Leona
Radiant Quicksilver,C,4.47,-0.03,10.8%,378,0.2%,Master Yi | Urgot | Bel'Veth | Fiora | Riven
Radiant Hand of Justice,C,4.48,-0.02,13.3%,264,0.1%,Master Yi | Fiora | Urgot | Riven | Briar
Radiant Kraken's Fury,C,4.48,-0.02,15.5%,284,0.1%,Xayah | Kindred | Bel'Veth | Graves | Caitlyn
Radiant Adaptive Helm,C,4.48,-0.02,12.7%,79,0.0%,Cho'Gath | Nunu & Willump | Jax | Leona | Rammus
Radiant Spirit Visage,D,4.50,+0.00,13.6%,250,0.1%,Cho'Gath | Leona | Nunu & Willump | Rammus | Jax
Radiant Evenshroud,D,4.58,+0.08,14.3%,77,0.0%,Tahm Kench | Rek'Sai | Nunu & Willump | Maokai | Rammus
Radiant Dragon's Claw,D,4.59,+0.09,13.9%,79,0.0%,Cho'Gath | Leona | Rammus | Nunu & Willump | Jax
Radiant Archangel's Staff,D,4.64,+0.14,5.9%,85,0.0%,Teemo | Aurelion Sol | Viktor | LeBlanc | Vex
Radiant Last Whisper,D,4.75,+0.25,7.4%,202,0.1%,Corki | Kindred | Urgot | Kai'Sa | Xayah
Radiant Guinsoo's Rageblade,D,4.91,+0.41,9.4%,630,0.3%,Vex | Xayah | Teemo | Kindred | LeBlanc
