Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,4.00,-0.50,14.8%,53141,0.7%,Twisted Fate | Nami | Veigar | Karma | Aurora
Radiant Infinity Edge,S,4.02,-0.48,19.6%,99153,1.3%,Xayah | Urgot | Jhin | Kai'Sa | Samira
Radiant Giant Slayer,S,4.04,-0.46,15.5%,117675,1.5%,Urgot | Bel'Veth | Vex | Xayah | Teemo
Radiant Rabadon's Deathcap,S,4.05,-0.45,14.1%,53620,0.7%,Viktor | Twisted Fate | Aurelion Sol | Vex | Teemo
Radiant Last Whisper,S,4.07,-0.43,16.7%,20806,0.3%,Xayah | Jhin | Urgot | Corki | Samira
Radiant Deathblade,S,4.09,-0.41,15.9%,38826,0.5%,Xayah | Jhin | Urgot | Kai'Sa | Corki
Radiant Red Buff,S,4.09,-0.41,16.0%,18482,0.2%,Xayah | Vex | Nami | Jhin | Aurora
Radiant Gargoyle Stoneplate,S,4.11,-0.39,15.5%,132789,1.7%,The Mighty Mech | Leona | Nunu & Willump | Jax | Rammus
Radiant Kraken's Fury,S,4.12,-0.38,14.6%,34642,0.5%,Xayah | Bel'Veth | Kindred | Caitlyn | Graves
Radiant Sterak's Gage,S,4.17,-0.33,14.3%,28604,0.4%,Briar | The Mighty Mech | Fiora | Riven | Urgot
Radiant Edge of Night,S,4.17,-0.33,12.8%,29571,0.4%,Master Yi | Riven | Meepsie | Pyke | Fiora
Radiant Hextech Gunblade,S,4.19,-0.31,13.3%,25305,0.3%,Vex | Teemo | LeBlanc | Talon | Xayah
Radiant Striker's Flail,S,4.19,-0.31,15.2%,31757,0.4%,Kai'Sa | Urgot | Vex | Corki | Xayah
Radiant Quicksilver,S,4.19,-0.31,13.2%,41815,0.5%,Urgot | Bel'Veth | Master Yi | Graves | Fiora
Radiant Jeweled Gauntlet,S,4.20,-0.30,13.4%,96167,1.3%,Viktor | Nami | Aurelion Sol | Vex | Veigar
Radiant Evenshroud,A,4.21,-0.29,14.6%,27401,0.4%,Nunu & Willump | Maokai | Rammus | Ornn | Rek'Sai
Radiant Void Staff,A,4.21,-0.29,12.3%,36371,0.5%,Nami | Viktor | Aurelion Sol | Vex | Karma
Radiant Titan's Resolve,A,4.22,-0.28,12.6%,33514,0.4%,Briar | Riven | The Mighty Mech | Fiora | Master Yi
Radiant Ionic Spark,A,4.23,-0.27,12.1%,14589,0.2%,Illaoi | Nunu & Willump | Blitzcrank | Rammus | Tahm Kench
Radiant Spear of Shojin,A,4.25,-0.25,14.0%,57237,0.7%,Nami | Karma | Zed | Aurora | Samira
Radiant Thief's Gloves,A,4.25,-0.25,13.0%,117995,1.5%,Blitzcrank | Fiora | Talon | Rhaast | Riven
Radiant Morellonomicon,A,4.26,-0.24,12.7%,13624,0.2%,Aurora | Karma | Nami | Bard | Zoe
Radiant Hand of Justice,A,4.27,-0.23,11.5%,38065,0.5%,Urgot | Fiora | Meepsie | Akali | Master Yi
Radiant Sunfire Cape,A,4.27,-0.23,12.2%,70745,0.9%,Nunu & Willump | Rammus | Illaoi | Maokai | Tahm Kench
Radiant Archangel's Staff,B,4.31,-0.19,11.1%,28267,0.4%,Viktor | Aurelion Sol | Aurora | Twisted Fate | Vex
Radiant Blue Buff,B,4.31,-0.19,12.4%,22251,0.3%,Kai'Sa | Aurora | Karma | Nami | Corki
Radiant Warmog's Armor,B,4.35,-0.15,12.1%,58571,0.8%,Nunu & Willump | Leona | Illaoi | Rammus | Maokai
Radiant Protector's Vow,B,4.35,-0.15,14.6%,58293,0.8%,Nunu & Willump | Rammus | Maokai | Rek'Sai | Tahm Kench
Radiant Bloodthirster,B,4.39,-0.11,11.5%,41501,0.5%,Riven | Briar | Fiora | Master Yi | Graves
Radiant Crownguard,B,4.39,-0.11,11.4%,17923,0.2%,Nunu & Willump | Jax | Rammus | Maokai | Ornn
Radiant Spirit Visage,B,4.39,-0.11,11.7%,54665,0.7%,Nunu & Willump | Rammus | Illaoi | Leona | Tahm Kench
Radiant Steadfast Heart,C,4.41,-0.09,11.5%,20352,0.3%,Nunu & Willump | Rammus | Illaoi | Leona | Tahm Kench
Radiant Guinsoo's Rageblade,C,4.43,-0.07,14.6%,147371,1.9%,Xayah | Vex | Teemo | LeBlanc | Kindred
Radiant Bramble Vest,D,4.51,+0.01,9.9%,21656,0.3%,Nunu & Willump | Rammus | Illaoi | Ornn | Maokai
Radiant Dragon's Claw,D,4.52,+0.02,10.3%,34678,0.5%,Nunu & Willump | Illaoi | Rammus | Ornn | The Mighty Mech
Radiant Adaptive Helm,D,4.52,+0.02,11.6%,23220,0.3%,Nunu & Willump | Rammus | Leona | Illaoi | Jax
