Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,3.87,-0.63,22.3%,1220,0.3%,Lulu | Twisted Fate | Veigar | Karma | Lissandra
Radiant Dragon's Claw,S,3.95,-0.55,18.8%,96,0.0%,Cho'Gath | Leona | Jax | Rammus | Tahm Kench
Radiant Morellonomicon,S,3.97,-0.53,19.3%,88,0.0%,Zoe | Karma | Milio | Lissandra | Lulu
Radiant Titan's Resolve,S,3.99,-0.51,15.1%,960,0.3%,Briar | Master Yi | Riven | Fiora | Diana
Radiant Steadfast Heart,S,4.04,-0.46,21.1%,109,0.0%,Rammus | Leona | Jax | Tahm Kench | Nunu & Willump
Radiant Deathblade,S,4.08,-0.42,16.4%,2041,0.6%,Corki | Kai'Sa | Jhin | Ezreal | Kindred
Radiant Rabadon's Deathcap,S,4.10,-0.40,16.7%,951,0.3%,Twisted Fate | Teemo | Lulu | Vex | Aurelion Sol
Radiant Sterak's Gage,A,4.20,-0.30,13.4%,726,0.2%,Briar | Master Yi | Fiora | Riven | The Mighty Mech
Radiant Gargoyle Stoneplate,A,4.20,-0.30,19.4%,3213,0.9%,The Mighty Mech | Leona | Jax | Rammus | Tahm Kench
Radiant Hextech Gunblade,A,4.20,-0.30,17.0%,323,0.1%,Teemo | Vex | LeBlanc | Twisted Fate | Lulu
Radiant Spirit Visage,A,4.21,-0.29,17.0%,400,0.1%,Leona | Jax | Cho'Gath | Rammus | Tahm Kench
Radiant Thief's Gloves,A,4.21,-0.29,13.4%,2848,0.8%,Riven | Fiora | Blitzcrank | Talon | Urgot
Radiant Evenshroud,A,4.21,-0.29,10.3%,126,0.0%,Tahm Kench | Rammus | Rek'Sai | Maokai | Nunu & Willump
Radiant Crownguard,A,4.25,-0.25,16.2%,130,0.0%,Jax | Rammus | Cho'Gath | Nunu & Willump | Tahm Kench
Radiant Protector's Vow,A,4.26,-0.24,15.1%,377,0.1%,Nunu & Willump | Jax | Rammus | Leona | Tahm Kench
Radiant Giant Slayer,A,4.26,-0.24,14.2%,3850,1.0%,Master Yi | Corki | Kai'Sa | Urgot | Bel'Veth
Radiant Striker's Flail,A,4.27,-0.23,14.4%,1051,0.3%,Corki | Kai'Sa | Jhin | Graves | Kindred
Radiant Red Buff,A,4.29,-0.21,20.3%,207,0.1%,Xayah | Kindred | Corki | Vex | Jhin
Radiant Warmog's Armor,B,4.30,-0.20,15.1%,901,0.2%,Leona | Rammus | Jax | Cho'Gath | Tahm Kench
Radiant Infinity Edge,B,4.31,-0.19,15.6%,1215,0.3%,Kai'Sa | Corki | Jhin | Urgot | Graves
Radiant Kraken's Fury,B,4.34,-0.16,15.3%,307,0.1%,Kindred | Xayah | Bel'Veth | Master Yi | Graves
Radiant Hand of Justice,B,4.36,-0.14,11.3%,372,0.1%,Master Yi | Riven | Fiora | Briar | Gragas
Radiant Bloodthirster,B,4.37,-0.13,10.3%,486,0.1%,Briar | Riven | Master Yi | Fiora | Diana
Radiant Bramble Vest,B,4.38,-0.12,14.1%,404,0.1%,Rammus | Leona | Jax | Tahm Kench | The Mighty Mech
Radiant Blue Buff,B,4.38,-0.12,12.3%,552,0.1%,Kai'Sa | Corki | Lulu | Karma | Ezreal
Radiant Last Whisper,C,4.41,-0.09,10.8%,334,0.1%,Corki | Kindred | Kai'Sa | Jhin | Xayah
Radiant Sunfire Cape,C,4.43,-0.07,13.1%,206,0.1%,Rammus | Tahm Kench | Leona | Nunu & Willump | Maokai
Radiant Jeweled Gauntlet,C,4.44,-0.06,15.0%,811,0.2%,Lulu | Karma | Vex | Aurelion Sol | LeBlanc
Radiant Edge of Night,C,4.45,-0.05,14.4%,1036,0.3%,Master Yi | Zed | Fiora | Riven | Bel'Veth
Radiant Ionic Spark,C,4.47,-0.03,16.3%,43,0.0%,Leona | Nunu & Willump | Jax | Maokai | Blitzcrank
Radiant Void Staff,C,4.48,-0.02,11.9%,226,0.1%,Vex | Karma | Lulu | Zoe | Teemo
Radiant Spear of Shojin,C,4.49,-0.01,18.3%,382,0.1%,Zed | Kai'Sa | Corki | Ezreal | Lulu
Radiant Archangel's Staff,D,4.77,+0.27,10.0%,140,0.0%,Teemo | Aurelion Sol | LeBlanc | Lulu | Vex
Radiant Quicksilver,D,4.79,+0.29,9.0%,580,0.2%,Master Yi | Bel'Veth | Urgot | Fiora | Riven
Radiant Guinsoo's Rageblade,D,4.83,+0.33,13.0%,861,0.2%,Vex | Teemo | LeBlanc | Kindred | Xayah
Radiant Adaptive Helm,D,4.97,+0.47,7.8%,153,0.0%,Lulu | Jax | Nunu & Willump | Rammus | Leona
