Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Morellonomicon,S,4.06,-0.44,16.1%,218,0.0%,Sona | Karma | Bard | Vex | Milio
Radiant Bloodthirster,S,4.09,-0.41,14.7%,409,0.1%,Diana | Fiora | Riven | Jax | Master Yi
Radiant Red Buff,S,4.10,-0.40,21.6%,1581,0.3%,Xayah | Vex | Kindred | Jinx | Jhin
Radiant Thief's Gloves,S,4.18,-0.32,15.6%,5136,0.9%,Blitzcrank | Fiora | Riven | Shen | Graves
Radiant Rabadon's Deathcap,S,4.18,-0.32,16.3%,2482,0.4%,Aurelion Sol | Vex | Bard | LeBlanc | Nami
Radiant Striker's Flail,A,4.22,-0.28,12.8%,1271,0.2%,Corki | Graves | Miss Fortune | Vex | Jhin
Radiant Hextech Gunblade,A,4.22,-0.28,15.7%,420,0.1%,Vex | LeBlanc | Aurelion Sol | Bard | Lulu
Radiant Dragon's Claw,A,4.22,-0.28,12.7%,283,0.0%,Ornn | Leona | Nunu & Willump | Tahm Kench | Rammus
Radiant Titan's Resolve,A,4.23,-0.27,14.1%,561,0.1%,Diana | Master Yi | Riven | Fiora | Jax
Radiant Deathblade,A,4.27,-0.23,11.7%,4492,0.7%,Corki | Miss Fortune | Graves | Xayah | Jhin
Radiant Giant Slayer,B,4.31,-0.19,13.9%,3964,0.7%,Master Yi | Vex | Graves | Corki | Xayah
Radiant Crownguard,B,4.32,-0.18,17.2%,174,0.0%,Rammus | Tahm Kench | Ornn | Nunu & Willump | Jax
Radiant Warmog's Armor,B,4.32,-0.18,13.5%,1332,0.2%,Leona | Nunu & Willump | Ornn | Tahm Kench | Cho'Gath
Radiant Jeweled Gauntlet,B,4.32,-0.18,14.6%,2280,0.4%,Vex | Aurelion Sol | Bard | Nami | Lulu
Radiant Ionic Spark,B,4.35,-0.15,13.5%,104,0.0%,Blitzcrank | Leona | Illaoi | Nunu & Willump | The Mighty Mech
Radiant Evenshroud,B,4.35,-0.15,14.5%,83,0.0%,Tahm Kench | Rammus | Ornn | Nunu & Willump | Maokai
Radiant Infinity Edge,B,4.38,-0.12,14.4%,1148,0.2%,Miss Fortune | Jhin | Graves | Xayah | Corki
Radiant Hand of Justice,B,4.38,-0.12,12.1%,448,0.1%,Fiora | Riven | Master Yi | Gragas | Pyke
Radiant Blue Buff,B,4.40,-0.10,10.4%,508,0.1%,Corki | Sona | Lulu | Karma | Bard
Radiant Nashor's Tooth,C,4.42,-0.08,13.2%,1315,0.2%,Lulu | Nami | Lissandra | Karma | Bard
Radiant Edge of Night,C,4.45,-0.05,12.0%,910,0.2%,Master Yi | Zed | Fiora | Pyke | Riven
Radiant Kraken's Fury,C,4.46,-0.04,17.2%,2057,0.3%,Xayah | Kindred | Jinx | Miss Fortune | Graves
Radiant Sterak's Gage,C,4.48,-0.02,12.1%,462,0.1%,Fiora | Graves | Riven | Master Yi | Urgot
Radiant Spirit Visage,C,4.49,-0.01,12.8%,603,0.1%,Leona | Nunu & Willump | Ornn | Cho'Gath | Tahm Kench
Radiant Archangel's Staff,D,4.50,+0.00,13.1%,229,0.0%,Vex | Aurelion Sol | LeBlanc | Bard | Karma
Radiant Sunfire Cape,D,4.50,+0.00,6.9%,232,0.0%,Ornn | Tahm Kench | Nunu & Willump | Rammus | Leona
Radiant Bramble Vest,D,4.52,+0.02,13.6%,295,0.0%,Rammus | Tahm Kench | Leona | Nunu & Willump | Ornn
Radiant Last Whisper,D,4.52,+0.02,9.8%,356,0.1%,Corki | Kindred | Xayah | Jhin | Graves
Radiant Spear of Shojin,D,4.57,+0.07,18.1%,408,0.1%,Zed | Graves | Corki | Lulu | Sona
Radiant Void Staff,D,4.58,+0.08,12.5%,512,0.1%,Vex | Bard | Sona | Karma | Aurelion Sol
Radiant Guinsoo's Rageblade,D,4.63,+0.13,16.4%,2315,0.4%,Vex | Xayah | LeBlanc | Graves | Miss Fortune
Radiant Gargoyle Stoneplate,D,4.64,+0.14,12.1%,2298,0.4%,The Mighty Mech | Leona | Rammus | Nunu & Willump | Ornn
Radiant Adaptive Helm,D,4.67,+0.17,10.3%,340,0.1%,Nunu & Willump | Leona | Zed | Cho'Gath | Bard
Radiant Quicksilver,D,4.76,+0.26,8.9%,495,0.1%,Master Yi | Graves | Bel'Veth | Fiora | Urgot
Radiant Steadfast Heart,D,4.84,+0.34,10.2%,166,0.0%,Ornn | Rammus | Tahm Kench | Nunu & Willump | Leona
Radiant Protector's Vow,D,4.86,+0.36,9.8%,744,0.1%,Nunu & Willump | Rammus | Leona | Cho'Gath | Tahm Kench
