Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Evenshroud,S,3.60,-0.90,30.0%,10,0.0%,Nunu & Willump | Maokai | Rammus | Ornn | Rek'Sai
Radiant Titan's Resolve,S,3.74,-0.76,18.9%,74,0.2%,Briar | Riven | The Mighty Mech | Master Yi | Fiora
Radiant Rabadon's Deathcap,S,3.92,-0.58,12.2%,98,0.3%,Twisted Fate | Viktor | Vex | Aurelion Sol | Teemo
Radiant Sunfire Cape,S,3.93,-0.57,7.1%,14,0.0%,Nunu & Willump | Rammus | Illaoi | Tahm Kench | Maokai
Radiant Deathblade,S,3.95,-0.55,13.5%,111,0.3%,Corki | Xayah | Ezreal | Jhin | Kai'Sa
Radiant Void Staff,S,4.00,-0.50,16.1%,31,0.1%,Nami | Viktor | Aurelion Sol | Karma | Vex
Radiant Red Buff,S,4.00,-0.50,21.4%,14,0.0%,Xayah | Vex | Jhin | Nami | Kindred
Radiant Nashor's Tooth,S,4.01,-0.49,8.1%,74,0.2%,Twisted Fate | Nami | Veigar | Lulu | Karma
Radiant Spear of Shojin,S,4.04,-0.46,26.5%,49,0.1%,Nami | Zed | Ezreal | Karma | Aurora
Radiant Thief's Gloves,S,4.11,-0.39,16.0%,268,0.7%,Blitzcrank | Fiora | Riven | Talon | Rhaast
Radiant Warmog's Armor,S,4.11,-0.39,23.9%,71,0.2%,Nunu & Willump | Leona | Rammus | Illaoi | Cho'Gath
Radiant Striker's Flail,S,4.12,-0.38,15.4%,65,0.2%,Kai'Sa | Corki | Urgot | Jhin | Vex
Radiant Blue Buff,S,4.15,-0.35,17.9%,39,0.1%,Kai'Sa | Karma | Corki | Aurora | Veigar
Radiant Hand of Justice,S,4.19,-0.31,7.4%,54,0.1%,Urgot | Master Yi | Fiora | Riven | Briar
Radiant Morellonomicon,A,4.22,-0.28,22.2%,9,0.0%,Aurora | Karma | Nami | Zoe | Bard
Radiant Kraken's Fury,A,4.23,-0.27,17.9%,56,0.1%,Xayah | Bel'Veth | Kindred | Graves | Caitlyn
Radiant Gargoyle Stoneplate,A,4.24,-0.26,17.2%,372,1.0%,The Mighty Mech | Leona | Jax | Nunu & Willump | Rammus
Radiant Bloodthirster,A,4.25,-0.25,10.0%,40,0.1%,Riven | Briar | Fiora | Master Yi | Graves
Radiant Giant Slayer,B,4.31,-0.19,16.3%,325,0.9%,Urgot | Bel'Veth | Vex | Master Yi | Xayah
Radiant Infinity Edge,B,4.39,-0.11,18.1%,138,0.4%,Urgot | Xayah | Kai'Sa | Jhin | Ezreal
Radiant Sterak's Gage,C,4.42,-0.08,6.6%,76,0.2%,Briar | The Mighty Mech | Fiora | Urgot | Riven
Radiant Ionic Spark,C,4.43,-0.07,0.0%,7,0.0%,Illaoi | Nunu & Willump | Blitzcrank | Rammus | Tahm Kench
Radiant Jeweled Gauntlet,C,4.48,-0.02,15.2%,99,0.3%,Viktor | Nami | Aurelion Sol | Vex | Veigar
Radiant Last Whisper,D,4.50,0.00,7.1%,42,0.1%,Xayah | Jhin | Urgot | Corki | Kindred
Radiant Edge of Night,D,4.52,+0.02,13.3%,83,0.2%,Master Yi | Fiora | Pyke | Zed | Riven
Radiant Guinsoo's Rageblade,D,4.60,+0.10,13.8%,116,0.3%,Vex | Xayah | Teemo | LeBlanc | Kindred
Radiant Bramble Vest,D,4.61,+0.11,11.1%,18,0.0%,Nunu & Willump | Rammus | Illaoi | Ornn | Maokai
Radiant Hextech Gunblade,D,4.77,+0.27,6.7%,30,0.1%,Vex | Teemo | LeBlanc | Talon | Twisted Fate
Radiant Spirit Visage,D,4.79,+0.29,7.7%,39,0.1%,Nunu & Willump | Rammus | Leona | Cho'Gath | Illaoi
Radiant Crownguard,D,4.80,+0.30,6.7%,15,0.0%,Jax | Nunu & Willump | Rammus | Ornn | Maokai
Radiant Protector's Vow,D,4.85,+0.35,15.0%,40,0.1%,Nunu & Willump | Rammus | Maokai | Jax | Rek'Sai
Radiant Quicksilver,D,4.95,+0.45,5.3%,76,0.2%,Urgot | Bel'Veth | Master Yi | Graves | Fiora
Radiant Adaptive Helm,D,5.06,+0.56,6.3%,16,0.0%,Nunu & Willump | Rammus | Leona | Jax | Cho'Gath
Radiant Archangel's Staff,D,5.44,+0.94,0.0%,16,0.0%,Viktor | Aurelion Sol | Teemo | Twisted Fate | Vex
Radiant Steadfast Heart,D,5.67,+1.17,0.0%,9,0.0%,Nunu & Willump | Rammus | Illaoi | Leona | Ornn
Radiant Dragon's Claw,D,5.93,+1.43,0.0%,14,0.0%,Nunu & Willump | Illaoi | Rammus | Ornn | Leona
