Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Red Buff,S,3.80,-0.70,17.5%,154,0.1%,Xayah | Kindred | Corki | Vex | Kai'Sa
Radiant Nashor's Tooth,S,3.91,-0.59,21.9%,898,0.3%,Lulu | Twisted Fate | Veigar | Karma | Nami
Radiant Morellonomicon,S,3.97,-0.53,17.7%,62,0.0%,Karma | Zoe | Milio | Bard | Nami
Radiant Deathblade,S,4.02,-0.48,16.8%,1389,0.5%,Corki | Kai'Sa | Jhin | Ezreal | Xayah
Radiant Rabadon's Deathcap,S,4.04,-0.46,16.2%,736,0.2%,Teemo | Twisted Fate | Lulu | Vex | Aurelion Sol
Radiant Sterak's Gage,S,4.05,-0.45,11.7%,596,0.2%,Briar | Master Yi | Fiora | Riven | The Mighty Mech
Radiant Hextech Gunblade,S,4.06,-0.44,14.5%,255,0.1%,Teemo | Vex | LeBlanc | Twisted Fate | Talon
Radiant Blue Buff,S,4.16,-0.34,14.6%,417,0.1%,Kai'Sa | Corki | Lulu | Karma | Ezreal
Radiant Titan's Resolve,S,4.18,-0.32,10.9%,652,0.2%,Briar | Master Yi | Riven | Fiora | Diana
Radiant Giant Slayer,A,4.20,-0.30,15.5%,2919,1.0%,Master Yi | Corki | Urgot | Kai'Sa | Bel'Veth
Radiant Bloodthirster,A,4.21,-0.29,12.5%,375,0.1%,Briar | Riven | Fiora | Master Yi | Diana
Radiant Warmog's Armor,A,4.21,-0.29,15.5%,689,0.2%,Leona | Jax | Rammus | Cho'Gath | The Mighty Mech
Radiant Hand of Justice,A,4.21,-0.29,13.0%,338,0.1%,Master Yi | Briar | Riven | Fiora | Urgot
Radiant Thief's Gloves,A,4.24,-0.26,13.2%,2184,0.7%,Fiora | Riven | Blitzcrank | Talon | Urgot
Radiant Gargoyle Stoneplate,A,4.26,-0.24,18.8%,2474,0.8%,The Mighty Mech | Leona | Jax | Rammus | Cho'Gath
Radiant Sunfire Cape,A,4.26,-0.24,12.0%,166,0.1%,Tahm Kench | Rammus | Nunu & Willump | Jax | Leona
Radiant Striker's Flail,A,4.29,-0.21,15.1%,815,0.3%,Corki | Kai'Sa | Jhin | Ezreal | Urgot
Radiant Infinity Edge,A,4.29,-0.21,18.0%,1175,0.4%,Kai'Sa | Corki | Jhin | Urgot | Ezreal
Radiant Kraken's Fury,A,4.30,-0.20,17.0%,324,0.1%,Xayah | Kindred | Bel'Veth | Caitlyn | Graves
Radiant Bramble Vest,B,4.32,-0.18,13.5%,244,0.1%,Rammus | Leona | Jax | Tahm Kench | Nunu & Willump
Radiant Last Whisper,B,4.37,-0.13,11.8%,271,0.1%,Corki | Kindred | Kai'Sa | Urgot | Jhin
Radiant Jeweled Gauntlet,C,4.40,-0.10,15.3%,675,0.2%,Lulu | Karma | Aurelion Sol | Vex | LeBlanc
Radiant Protector's Vow,C,4.42,-0.08,14.4%,285,0.1%,Nunu & Willump | Rammus | Jax | Cho'Gath | Leona
Radiant Void Staff,C,4.44,-0.06,9.1%,209,0.1%,Karma | Vex | Zoe | Nami | LeBlanc
Radiant Archangel's Staff,C,4.44,-0.06,18.7%,134,0.0%,Teemo | Aurelion Sol | Vex | Lulu | LeBlanc
Radiant Spirit Visage,C,4.45,-0.05,12.2%,319,0.1%,Leona | Cho'Gath | Jax | Rammus | The Mighty Mech
Radiant Ionic Spark,C,4.45,-0.05,9.5%,42,0.0%,Leona | Nunu & Willump | Blitzcrank | Maokai | Tahm Kench
Radiant Spear of Shojin,C,4.45,-0.05,17.4%,333,0.1%,Zed | Kai'Sa | Ezreal | Corki | Lulu
Radiant Edge of Night,C,4.48,-0.02,10.0%,722,0.2%,Master Yi | Zed | Fiora | Riven | Pyke
Radiant Crownguard,D,4.50,0.00,12.8%,94,0.0%,Jax | Rammus | Cho'Gath | Leona | Maokai
Radiant Steadfast Heart,D,4.54,+0.04,14.2%,113,0.0%,Rammus | Leona | Jax | Tahm Kench | Cho'Gath
Radiant Evenshroud,D,4.59,+0.09,15.6%,90,0.0%,Tahm Kench | Rammus | Rek'Sai | Cho'Gath | Maokai
Radiant Adaptive Helm,D,4.63,+0.13,16.5%,103,0.0%,Lulu | Leona | Cho'Gath | Nunu & Willump | Jax
Radiant Dragon's Claw,D,4.70,+0.20,11.1%,81,0.0%,Cho'Gath | Leona | Rammus | Jax | The Mighty Mech
Radiant Quicksilver,D,4.74,+0.24,9.2%,488,0.2%,Master Yi | Urgot | Bel'Veth | Fiora | Riven
Radiant Guinsoo's Rageblade,D,4.79,+0.29,11.7%,763,0.3%,Vex | Xayah | Teemo | Kindred | LeBlanc
