Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,4.01,-0.49,20.3%,928,0.3%,Lulu | Twisted Fate | Nami | Karma | Veigar
Radiant Rabadon's Deathcap,S,4.09,-0.41,18.3%,1520,0.5%,Aurelion Sol | Vex | LeBlanc | Karma | Lulu
Radiant Thief's Gloves,S,4.13,-0.37,14.7%,2477,0.8%,Riven | Blitzcrank | Fiora | The Mighty Mech | Morgana
Radiant Giant Slayer,S,4.14,-0.36,15.2%,2201,0.7%,Master Yi | Corki | Vex | Kai'Sa | LeBlanc
Radiant Sterak's Gage,S,4.15,-0.35,13.4%,261,0.1%,Briar | Riven | Fiora | Master Yi | The Mighty Mech
Radiant Hand of Justice,S,4.16,-0.34,14.8%,244,0.1%,Master Yi | Riven | Gragas | Fiora | Briar
Radiant Ionic Spark,S,4.19,-0.31,20.6%,63,0.0%,Nunu & Willump | Illaoi | Blitzcrank | Morgana | Rammus
Radiant Deathblade,A,4.20,-0.30,14.8%,2125,0.7%,Corki | Kai'Sa | Jhin | Graves | Ezreal
Radiant Red Buff,A,4.26,-0.24,14.2%,120,0.0%,Xayah | Kindred | Corki | Vex | Kai'Sa
Radiant Spear of Shojin,A,4.28,-0.22,20.0%,270,0.1%,Zed | Corki | Lulu | Ezreal | Kai'Sa
Radiant Hextech Gunblade,A,4.28,-0.22,16.5%,267,0.1%,Vex | Aurelion Sol | LeBlanc | Teemo | Lulu
Radiant Edge of Night,A,4.29,-0.21,14.2%,514,0.2%,Master Yi | Zed | Fiora | Riven | Diana
Radiant Kraken's Fury,B,4.30,-0.20,16.7%,203,0.1%,Xayah | Kindred | Bel'Veth | Graves | Jinx
Radiant Blue Buff,B,4.32,-0.18,13.4%,350,0.1%,Kai'Sa | Corki | Lulu | Karma | Aurelion Sol
Radiant Evenshroud,B,4.33,-0.17,12.5%,64,0.0%,Tahm Kench | Rammus | Maokai | Nunu & Willump | Ornn
Radiant Striker's Flail,B,4.35,-0.15,14.0%,871,0.3%,Corki | Kai'Sa | Aurelion Sol | Jhin | Graves
Radiant Spirit Visage,B,4.36,-0.14,11.8%,305,0.1%,Rammus | Cho'Gath | The Mighty Mech | Leona | Nunu & Willump
Radiant Infinity Edge,B,4.37,-0.13,15.2%,755,0.3%,Kai'Sa | Corki | Jhin | Graves | Xayah
Radiant Bloodthirster,C,4.44,-0.06,11.3%,247,0.1%,Briar | Riven | Diana | Fiora | Master Yi
Radiant Last Whisper,C,4.46,-0.04,12.6%,239,0.1%,Corki | Kindred | Kai'Sa | Xayah | Jhin
Radiant Gargoyle Stoneplate,C,4.48,-0.02,17.3%,2345,0.8%,The Mighty Mech | Leona | Rammus | Jax | Nunu & Willump
Radiant Warmog's Armor,C,4.49,-0.01,11.5%,617,0.2%,Rammus | Leona | The Mighty Mech | Jax | Nunu & Willump
Radiant Jeweled Gauntlet,C,4.50,-0.00,13.4%,1487,0.5%,Aurelion Sol | Lulu | Karma | LeBlanc | Vex
Radiant Void Staff,D,4.51,+0.01,10.5%,295,0.1%,Aurelion Sol | Karma | Vex | LeBlanc | Nami
Radiant Archangel's Staff,D,4.52,+0.02,14.0%,143,0.0%,Aurelion Sol | LeBlanc | Vex | Teemo | Karma
Radiant Steadfast Heart,D,4.53,+0.03,10.5%,76,0.0%,Rammus | Nunu & Willump | The Mighty Mech | Tahm Kench | Jax
Radiant Protector's Vow,D,4.59,+0.09,10.7%,336,0.1%,Nunu & Willump | Rammus | Jax | The Mighty Mech | Cho'Gath
Radiant Crownguard,D,4.68,+0.18,6.9%,101,0.0%,Jax | Rammus | Nunu & Willump | Tahm Kench | Leona
Radiant Sunfire Cape,D,4.71,+0.21,12.4%,137,0.0%,Rammus | Tahm Kench | Nunu & Willump | The Mighty Mech | Maokai
Radiant Morellonomicon,D,4.72,+0.22,9.5%,95,0.0%,Karma | Milio | Zoe | Bard | Aurelion Sol
Radiant Adaptive Helm,D,4.73,+0.23,11.7%,154,0.1%,Nunu & Willump | Karma | Lulu | Rammus | Aurelion Sol
Radiant Titan's Resolve,D,4.73,+0.23,12.5%,376,0.1%,Briar | Diana | Master Yi | Riven | Fiora
Radiant Guinsoo's Rageblade,D,4.81,+0.31,12.5%,689,0.2%,Vex | LeBlanc | Xayah | Kindred | Teemo
Radiant Quicksilver,D,4.82,+0.32,9.2%,273,0.1%,Master Yi | Bel'Veth | Urgot | Riven | Fiora
Radiant Dragon's Claw,D,4.90,+0.40,12.5%,144,0.0%,Rammus | Nunu & Willump | The Mighty Mech | Jax | Leona
Radiant Bramble Vest,D,4.91,+0.41,8.9%,158,0.1%,Rammus | Leona | Jax | The Mighty Mech | Nunu & Willump
