Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Ionic Spark,S,3.91,-0.59,17.9%,112,0.0%,Blitzcrank | Ornn | Nunu & Willump | Illaoi | Tahm Kench
Radiant Red Buff,S,4.12,-0.38,21.7%,1343,0.2%,Xayah | Vex | Kindred | Jinx | Jhin
Radiant Morellonomicon,S,4.15,-0.35,13.9%,223,0.0%,Sona | Karma | Nami | Bard | Blitzcrank
Radiant Rabadon's Deathcap,S,4.16,-0.34,16.2%,2225,0.4%,Aurelion Sol | Bard | Vex | Nami | LeBlanc
Radiant Titan's Resolve,S,4.18,-0.32,15.4%,520,0.1%,Diana | Master Yi | Riven | Fiora | Jax
Radiant Thief's Gloves,S,4.18,-0.32,15.1%,5110,0.8%,Blitzcrank | Fiora | Riven | Shen | Gwen
Radiant Spear of Shojin,S,4.19,-0.31,17.9%,1294,0.2%,Samira | Nami | Zed | Graves | Miss Fortune
Radiant Warmog's Armor,A,4.20,-0.30,13.3%,2226,0.4%,Ornn | Cho'Gath | Nunu & Willump | Rammus | Tahm Kench
Radiant Deathblade,A,4.22,-0.28,14.2%,5009,0.8%,Corki | Samira | Miss Fortune | Graves | Jhin
Radiant Infinity Edge,A,4.22,-0.28,15.7%,1591,0.3%,Samira | Miss Fortune | Graves | Jhin | Corki
Radiant Hand of Justice,A,4.24,-0.26,14.0%,516,0.1%,Pyke | Riven | Fiora | Gragas | Blitzcrank
Radiant Nashor's Tooth,A,4.24,-0.26,14.5%,1654,0.3%,Nami | Lulu | Lissandra | Karma | Sona
Radiant Hextech Gunblade,A,4.25,-0.25,18.6%,355,0.1%,Vex | LeBlanc | Aurelion Sol | Bard | Nami
Radiant Giant Slayer,A,4.27,-0.23,13.4%,3507,0.6%,Master Yi | Vex | Corki | Graves | Samira
Radiant Spirit Visage,A,4.29,-0.21,13.1%,1007,0.2%,Ornn | Cho'Gath | Nunu & Willump | Tahm Kench | Rammus
Radiant Steadfast Heart,A,4.29,-0.21,17.1%,216,0.0%,Ornn | Rammus | Tahm Kench | Nunu & Willump | The Mighty Mech
Radiant Blue Buff,B,4.31,-0.19,13.5%,710,0.1%,Miss Fortune | Nami | Samira | Sona | Corki
Radiant Striker's Flail,B,4.31,-0.19,12.5%,1163,0.2%,Corki | Samira | Graves | Miss Fortune | Jhin
Radiant Edge of Night,B,4.34,-0.16,12.1%,836,0.1%,Master Yi | Zed | Fiora | Pyke | Riven
Radiant Sunfire Cape,B,4.37,-0.13,16.4%,293,0.0%,Ornn | Tahm Kench | Nunu & Willump | Rammus | Maokai
Radiant Last Whisper,B,4.37,-0.13,11.6%,440,0.1%,Samira | Corki | Kindred | Xayah | Jhin
Radiant Evenshroud,C,4.40,-0.10,11.4%,114,0.0%,Ornn | Tahm Kench | Rammus | Nunu & Willump | Maokai
Radiant Jeweled Gauntlet,C,4.41,-0.09,13.6%,2221,0.4%,Nami | Aurelion Sol | Bard | Vex | Lulu
Radiant Gargoyle Stoneplate,C,4.42,-0.08,12.6%,3423,0.6%,Ornn | The Mighty Mech | Leona | Rammus | Nunu & Willump
Radiant Sterak's Gage,C,4.42,-0.08,13.4%,417,0.1%,Fiora | Riven | Graves | Master Yi | Urgot
Radiant Dragon's Claw,C,4.42,-0.08,11.5%,312,0.1%,Ornn | Cho'Gath | Tahm Kench | Nunu & Willump | Rammus
Radiant Kraken's Fury,C,4.43,-0.07,16.6%,1490,0.2%,Xayah | Gnar | Kindred | Jinx | Miss Fortune
Radiant Void Staff,C,4.47,-0.03,13.6%,500,0.1%,Nami | Vex | Sona | Bard | Aurelion Sol
Radiant Archangel's Staff,D,4.55,+0.05,13.9%,230,0.0%,Aurelion Sol | Vex | LeBlanc | Bard | Nami
Radiant Bloodthirster,D,4.57,+0.07,11.1%,380,0.1%,Riven | Diana | Fiora | Jax | Master Yi
Radiant Bramble Vest,D,4.60,+0.10,9.6%,425,0.1%,Ornn | Rammus | Tahm Kench | Nunu & Willump | Leona
Radiant Guinsoo's Rageblade,D,4.61,+0.11,14.8%,1716,0.3%,Vex | Xayah | LeBlanc | Gnar | Graves
Radiant Protector's Vow,D,4.71,+0.21,11.9%,639,0.1%,Nunu & Willump | Ornn | Rammus | Cho'Gath | Tahm Kench
Radiant Quicksilver,D,4.74,+0.24,11.3%,389,0.1%,Master Yi | Graves | Bel'Veth | Fiora | Urgot
Radiant Adaptive Helm,D,4.80,+0.30,11.3%,300,0.0%,Nunu & Willump | Ornn | Cho'Gath | Nami | Zed
Radiant Crownguard,D,4.96,+0.46,9.9%,212,0.0%,Ornn | Rammus | Nunu & Willump | Jax | Tahm Kench
