Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Ionic Spark,S,3.88,-0.63,18.8%,32,0.0%,Leona | Blitzcrank | Nunu & Willump | Jax | Illaoi
Radiant Red Buff,S,3.94,-0.56,17.2%,145,0.1%,Xayah | Kindred | Corki | Jhin | Kai'Sa
Radiant Nashor's Tooth,S,3.99,-0.51,19.7%,809,0.3%,Lulu | Twisted Fate | Veigar | Karma | Nami
Radiant Blue Buff,S,4.00,-0.50,16.1%,373,0.1%,Kai'Sa | Lulu | Corki | Karma | Ezreal
Radiant Sterak's Gage,S,4.01,-0.49,11.2%,507,0.2%,Briar | Master Yi | Fiora | Riven | The Mighty Mech
Radiant Rabadon's Deathcap,S,4.05,-0.45,15.4%,708,0.3%,Twisted Fate | Teemo | Vex | Lulu | Aurelion Sol
Radiant Deathblade,S,4.08,-0.42,16.3%,1185,0.4%,Corki | Kai'Sa | Jhin | Ezreal | Xayah
Radiant Bloodthirster,S,4.17,-0.33,11.4%,361,0.1%,Briar | Riven | Fiora | Master Yi | Diana
Radiant Hextech Gunblade,S,4.19,-0.31,14.5%,221,0.1%,Teemo | Vex | LeBlanc | Talon | Twisted Fate
Radiant Thief's Gloves,S,4.19,-0.31,13.6%,1950,0.7%,Fiora | Riven | Blitzcrank | Talon | Urgot
Radiant Giant Slayer,S,4.20,-0.30,15.7%,2604,1.0%,Master Yi | Urgot | Corki | Bel'Veth | Kai'Sa
Radiant Steadfast Heart,A,4.23,-0.27,16.0%,94,0.0%,Rammus | Jax | Leona | Tahm Kench | The Mighty Mech
Radiant Gargoyle Stoneplate,A,4.24,-0.26,19.4%,2360,0.9%,The Mighty Mech | Leona | Jax | Rammus | Cho'Gath
Radiant Striker's Flail,A,4.25,-0.25,15.4%,742,0.3%,Corki | Kai'Sa | Jhin | Ezreal | Graves
Radiant Hand of Justice,A,4.25,-0.25,13.0%,315,0.1%,Master Yi | Briar | Fiora | Riven | Urgot
Radiant Crownguard,A,4.26,-0.24,15.6%,77,0.0%,Jax | Leona | Rammus | Cho'Gath | Maokai
Radiant Warmog's Armor,A,4.29,-0.21,15.9%,641,0.2%,Leona | Jax | Cho'Gath | Rammus | The Mighty Mech
Radiant Infinity Edge,A,4.29,-0.21,18.1%,1066,0.4%,Kai'Sa | Corki | Urgot | Jhin | Ezreal
Radiant Sunfire Cape,A,4.30,-0.20,12.8%,148,0.1%,Tahm Kench | Rammus | Nunu & Willump | Jax | Leona
Radiant Kraken's Fury,B,4.31,-0.19,16.9%,295,0.1%,Xayah | Kindred | Bel'Veth | Caitlyn | Master Yi
Radiant Titan's Resolve,B,4.33,-0.17,10.7%,579,0.2%,Briar | Master Yi | Riven | Fiora | Diana
Radiant Morellonomicon,B,4.34,-0.16,13.6%,59,0.0%,Karma | Zoe | Nami | Bard | Milio
Radiant Spear of Shojin,B,4.34,-0.16,20.3%,300,0.1%,Zed | Kai'Sa | Ezreal | Corki | Lulu
Radiant Archangel's Staff,B,4.37,-0.13,17.4%,115,0.0%,Teemo | Aurelion Sol | Lulu | LeBlanc | Vex
Radiant Jeweled Gauntlet,B,4.39,-0.11,15.5%,626,0.2%,Lulu | Karma | Aurelion Sol | Vex | LeBlanc
Radiant Void Staff,C,4.41,-0.09,9.2%,184,0.1%,Karma | Vex | Nami | Teemo | Zoe
Radiant Edge of Night,C,4.43,-0.07,10.7%,634,0.2%,Master Yi | Fiora | Zed | Riven | Pyke
Radiant Protector's Vow,C,4.43,-0.07,16.0%,237,0.1%,Nunu & Willump | Jax | Rammus | Cho'Gath | Leona
Radiant Last Whisper,C,4.46,-0.04,10.8%,268,0.1%,Corki | Kindred | Kai'Sa | Urgot | Jhin
Radiant Evenshroud,C,4.47,-0.03,15.6%,77,0.0%,Tahm Kench | Rammus | Rek'Sai | Maokai | Cho'Gath
Radiant Bramble Vest,C,4.47,-0.03,13.7%,211,0.1%,Rammus | Leona | Jax | Tahm Kench | The Mighty Mech
Radiant Spirit Visage,D,4.51,+0.01,11.0%,282,0.1%,Leona | Cho'Gath | Jax | Rammus | Tahm Kench
Radiant Quicksilver,D,4.60,+0.10,11.1%,441,0.2%,Master Yi | Urgot | Bel'Veth | Fiora | Riven
Radiant Dragon's Claw,D,4.68,+0.18,12.2%,82,0.0%,Cho'Gath | Leona | Jax | Rammus | The Mighty Mech
Radiant Adaptive Helm,D,4.76,+0.26,13.3%,105,0.0%,Jax | Lulu | Leona | Nunu & Willump | Cho'Gath
Radiant Guinsoo's Rageblade,D,4.88,+0.38,10.8%,710,0.3%,Vex | Xayah | Teemo | Kindred | LeBlanc
