Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Ionic Spark,S,3.77,-0.73,26.7%,90,0.0%,Nunu & Willump | Illaoi | Blitzcrank | Tahm Kench | Mordekaiser
Radiant Nashor's Tooth,S,4.02,-0.48,20.6%,1809,0.3%,Lulu | Lissandra | Nami | Karma | Aurelion Sol
Radiant Hand of Justice,S,4.12,-0.38,15.0%,441,0.1%,Riven | Master Yi | Fiora | Gragas | Pyke
Radiant Rabadon's Deathcap,S,4.13,-0.37,16.5%,2780,0.5%,Aurelion Sol | Vex | Karma | Bard | Lulu
Radiant Thief's Gloves,S,4.18,-0.32,15.5%,4730,0.9%,Blitzcrank | Riven | Fiora | The Mighty Mech | Shen
Radiant Deathblade,S,4.19,-0.31,13.0%,4961,0.9%,Corki | Jhin | Graves | Xayah | Miss Fortune
Radiant Red Buff,A,4.24,-0.26,18.9%,413,0.1%,Xayah | Vex | Kindred | Corki | Jhin
Radiant Blue Buff,A,4.24,-0.26,14.4%,654,0.1%,Corki | Karma | Lulu | Kai'Sa | Aurelion Sol
Radiant Striker's Flail,A,4.26,-0.24,12.5%,1667,0.3%,Corki | Aurelion Sol | Jhin | Kai'Sa | Graves
Radiant Kraken's Fury,A,4.27,-0.23,18.0%,649,0.1%,Xayah | Kindred | Jinx | Corki | Graves
Radiant Bloodthirster,A,4.28,-0.22,17.3%,486,0.1%,Diana | Riven | Fiora | Master Yi | Briar
Radiant Giant Slayer,B,4.30,-0.20,13.3%,4578,0.8%,Master Yi | Corki | Vex | Graves | Aurelion Sol
Radiant Hextech Gunblade,B,4.31,-0.19,14.3%,413,0.1%,Vex | Aurelion Sol | LeBlanc | Karma | Lulu
Radiant Sterak's Gage,B,4.31,-0.19,13.8%,471,0.1%,Fiora | Riven | Master Yi | Briar | Graves
Radiant Morellonomicon,B,4.33,-0.17,16.2%,154,0.0%,Karma | Milio | Bard | Aurelion Sol | Sona
Radiant Infinity Edge,B,4.34,-0.16,15.0%,1168,0.2%,Corki | Jhin | Kai'Sa | Graves | Xayah
Radiant Titan's Resolve,B,4.38,-0.12,14.6%,637,0.1%,Diana | Master Yi | Riven | Fiora | Briar
Radiant Gargoyle Stoneplate,C,4.40,-0.10,15.2%,3002,0.5%,The Mighty Mech | Rammus | Nunu & Willump | Jax | Tahm Kench
Radiant Jeweled Gauntlet,C,4.40,-0.10,14.9%,2392,0.4%,Aurelion Sol | Lulu | Vex | Karma | Bard
Radiant Warmog's Armor,C,4.40,-0.10,13.4%,1061,0.2%,Rammus | Cho'Gath | Nunu & Willump | Tahm Kench | The Mighty Mech
Radiant Protector's Vow,C,4.44,-0.06,11.9%,655,0.1%,Nunu & Willump | Rammus | The Mighty Mech | Cho'Gath | Tahm Kench
Radiant Archangel's Staff,C,4.45,-0.05,13.5%,222,0.0%,Aurelion Sol | Vex | LeBlanc | Lulu | Karma
Radiant Evenshroud,C,4.45,-0.05,10.3%,117,0.0%,Tahm Kench | Rammus | Maokai | Nunu & Willump | Ornn
Radiant Last Whisper,C,4.47,-0.03,11.5%,470,0.1%,Corki | Kindred | Xayah | Jhin | Graves
Radiant Edge of Night,C,4.48,-0.02,12.9%,1078,0.2%,Master Yi | Zed | Fiora | Riven | Diana
Radiant Sunfire Cape,C,4.48,-0.02,14.5%,249,0.0%,Rammus | Tahm Kench | Nunu & Willump | The Mighty Mech | Illaoi
Radiant Spirit Visage,C,4.48,-0.02,13.2%,523,0.1%,Cho'Gath | Rammus | Nunu & Willump | The Mighty Mech | Tahm Kench
Radiant Spear of Shojin,D,4.54,+0.04,17.8%,432,0.1%,Zed | Corki | Lulu | Graves | Ezreal
Radiant Crownguard,D,4.62,+0.12,12.8%,195,0.0%,Rammus | Jax | Nunu & Willump | Tahm Kench | Cho'Gath
Radiant Steadfast Heart,D,4.63,+0.13,7.9%,140,0.0%,Rammus | Nunu & Willump | Tahm Kench | The Mighty Mech | Illaoi
Radiant Void Staff,D,4.66,+0.16,10.4%,431,0.1%,Aurelion Sol | Karma | Vex | Bard | Sona
Radiant Dragon's Claw,D,4.77,+0.27,10.4%,211,0.0%,Rammus | Nunu & Willump | Cho'Gath | The Mighty Mech | Tahm Kench
Radiant Bramble Vest,D,4.80,+0.30,6.0%,333,0.1%,Rammus | Nunu & Willump | Tahm Kench | The Mighty Mech | Illaoi
Radiant Guinsoo's Rageblade,D,4.87,+0.37,14.9%,1349,0.2%,Vex | LeBlanc | Xayah | Diana | Kindred
Radiant Adaptive Helm,D,4.99,+0.49,11.8%,245,0.0%,Nunu & Willump | Aurelion Sol | Rammus | Lulu | Karma
Radiant Quicksilver,D,5.06,+0.56,8.4%,486,0.1%,Master Yi | Urgot | Fiora | Graves | Riven
