Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Ionic Spark,S,3.88,-0.62,23.1%,26,0.0%,Illaoi | Nunu & Willump | Leona | Blitzcrank | Rammus
Radiant Nashor's Tooth,S,3.93,-0.57,20.7%,710,0.3%,Lulu | Twisted Fate | Veigar | Karma | Nami
Radiant Deathblade,S,4.03,-0.47,17.7%,1033,0.4%,Corki | Kai'Sa | Ezreal | Jhin | Xayah
Radiant Blue Buff,S,4.06,-0.44,15.8%,291,0.1%,Kai'Sa | Lulu | Karma | Corki | Ezreal
Radiant Sterak's Gage,S,4.08,-0.42,11.3%,461,0.2%,Briar | Fiora | Riven | Master Yi | The Mighty Mech
Radiant Rabadon's Deathcap,S,4.09,-0.41,15.3%,627,0.3%,Twisted Fate | Teemo | Vex | Aurelion Sol | Lulu
Radiant Red Buff,S,4.11,-0.39,12.0%,125,0.1%,Xayah | Kindred | Vex | Jhin | Corki
Radiant Giant Slayer,S,4.16,-0.34,15.6%,2353,1.0%,Master Yi | Urgot | Corki | Bel'Veth | Kai'Sa
Radiant Thief's Gloves,S,4.18,-0.32,14.6%,1793,0.7%,Fiora | Riven | Blitzcrank | Talon | The Mighty Mech
Radiant Gargoyle Stoneplate,S,4.19,-0.31,19.6%,2153,0.9%,The Mighty Mech | Leona | Jax | Rammus | Cho'Gath
Radiant Hextech Gunblade,A,4.21,-0.29,14.8%,203,0.1%,Teemo | Vex | LeBlanc | Talon | Twisted Fate
Radiant Steadfast Heart,A,4.25,-0.25,16.5%,85,0.0%,Rammus | Nunu & Willump | Leona | Tahm Kench | Jax
Radiant Striker's Flail,A,4.27,-0.23,16.0%,625,0.3%,Corki | Kai'Sa | Jhin | Ezreal | Graves
Radiant Bloodthirster,A,4.28,-0.22,9.6%,324,0.1%,Briar | Riven | Fiora | Master Yi | Diana
Radiant Infinity Edge,B,4.31,-0.19,17.2%,940,0.4%,Kai'Sa | Jhin | Urgot | Corki | Ezreal
Radiant Warmog's Armor,B,4.33,-0.17,16.8%,566,0.2%,Leona | Cho'Gath | Jax | Nunu & Willump | Rammus
Radiant Bramble Vest,B,4.37,-0.13,17.6%,176,0.1%,Rammus | Jax | Nunu & Willump | Leona | Tahm Kench
Radiant Hand of Justice,B,4.37,-0.13,14.0%,286,0.1%,Master Yi | Fiora | Urgot | Briar | Riven
Radiant Jeweled Gauntlet,C,4.40,-0.10,15.5%,554,0.2%,Lulu | Karma | Vex | Aurelion Sol | LeBlanc
Radiant Spear of Shojin,C,4.40,-0.10,21.9%,269,0.1%,Ezreal | Zed | Kai'Sa | Corki | Lulu
Radiant Dragon's Claw,C,4.40,-0.10,13.4%,82,0.0%,Cho'Gath | Leona | Rammus | Nunu & Willump | Jax
Radiant Crownguard,C,4.40,-0.10,15.4%,52,0.0%,Jax | Cho'Gath | Rammus | Leona | Tahm Kench
Radiant Kraken's Fury,C,4.41,-0.09,14.5%,282,0.1%,Xayah | Kindred | Bel'Veth | Graves | Caitlyn
Radiant Edge of Night,C,4.42,-0.08,11.2%,534,0.2%,Master Yi | Fiora | Zed | Riven | Pyke
Radiant Titan's Resolve,C,4.42,-0.08,11.2%,535,0.2%,Briar | Master Yi | Riven | Fiora | Diana
Radiant Protector's Vow,C,4.43,-0.07,14.5%,228,0.1%,Nunu & Willump | Jax | Cho'Gath | Rammus | Tahm Kench
Radiant Sunfire Cape,C,4.43,-0.07,11.8%,127,0.1%,Tahm Kench | Nunu & Willump | Rammus | Maokai | Illaoi
Radiant Morellonomicon,C,4.46,-0.04,16.1%,56,0.0%,Karma | Zoe | Milio | Bard | Nami
Radiant Quicksilver,D,4.52,+0.02,12.1%,388,0.2%,Master Yi | Urgot | Bel'Veth | Fiora | Riven
Radiant Void Staff,D,4.58,+0.08,9.8%,164,0.1%,Karma | Vex | LeBlanc | Zoe | Teemo
Radiant Spirit Visage,D,4.58,+0.08,11.7%,247,0.1%,Cho'Gath | Leona | Rammus | Nunu & Willump | Jax
Radiant Evenshroud,D,4.59,+0.09,15.9%,69,0.0%,Tahm Kench | Rek'Sai | Rammus | Maokai | Nunu & Willump
Radiant Last Whisper,D,4.61,+0.11,9.5%,232,0.1%,Corki | Kindred | Kai'Sa | Urgot | Xayah
Radiant Adaptive Helm,D,4.69,+0.19,11.1%,90,0.0%,Cho'Gath | Leona | Nunu & Willump | Jax | Rammus
Radiant Archangel's Staff,D,4.73,+0.23,13.5%,104,0.0%,Teemo | Aurelion Sol | Viktor | LeBlanc | Vex
Radiant Guinsoo's Rageblade,D,4.86,+0.36,11.1%,673,0.3%,Vex | Xayah | Kindred | Teemo | LeBlanc
