Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,3.86,-0.64,22.7%,1317,0.3%,Lulu | Twisted Fate | Veigar | Karma | Milio
Radiant Ionic Spark,S,3.91,-0.59,23.9%,46,0.0%,Leona | Blitzcrank | Nunu & Willump | Maokai | Illaoi
Radiant Titan's Resolve,S,4.04,-0.46,14.7%,1117,0.3%,Briar | Master Yi | Riven | Diana | Fiora
Radiant Rabadon's Deathcap,S,4.06,-0.44,16.2%,1049,0.3%,Twisted Fate | Teemo | Vex | Lulu | Aurelion Sol
Radiant Hextech Gunblade,S,4.06,-0.44,19.1%,345,0.1%,Teemo | Vex | LeBlanc | Twisted Fate | Talon
Radiant Spirit Visage,S,4.14,-0.36,14.7%,475,0.1%,Leona | Jax | Rammus | Cho'Gath | Tahm Kench
Radiant Gargoyle Stoneplate,S,4.17,-0.33,19.4%,3590,0.9%,The Mighty Mech | Leona | Jax | Rammus | Tahm Kench
Radiant Deathblade,S,4.17,-0.33,15.7%,2708,0.7%,Corki | Kai'Sa | Jhin | Kindred | Ezreal
Radiant Thief's Gloves,A,4.20,-0.30,13.9%,3445,0.8%,Riven | Fiora | Blitzcrank | Talon | Urgot
Radiant Sterak's Gage,A,4.20,-0.30,13.8%,900,0.2%,Briar | Master Yi | Riven | Fiora | The Mighty Mech
Radiant Warmog's Armor,A,4.22,-0.28,15.4%,988,0.2%,Leona | Jax | Rammus | Tahm Kench | Cho'Gath
Radiant Blue Buff,A,4.25,-0.25,15.5%,651,0.2%,Kai'Sa | Corki | Lulu | Karma | Ezreal
Radiant Infinity Edge,A,4.25,-0.25,17.0%,1407,0.3%,Kai'Sa | Corki | Jhin | Graves | Xayah
Radiant Protector's Vow,A,4.25,-0.25,16.1%,453,0.1%,Nunu & Willump | Jax | Rammus | Leona | Tahm Kench
Radiant Jeweled Gauntlet,A,4.26,-0.24,16.4%,914,0.2%,Lulu | Karma | Vex | Aurelion Sol | LeBlanc
Radiant Giant Slayer,A,4.27,-0.23,14.9%,4521,1.1%,Master Yi | Corki | Kai'Sa | Bel'Veth | Vex
Radiant Bloodthirster,A,4.29,-0.21,10.7%,541,0.1%,Briar | Riven | Fiora | Master Yi | Diana
Radiant Morellonomicon,B,4.35,-0.15,11.0%,91,0.0%,Zoe | Milio | Karma | Bard | Lissandra
Radiant Striker's Flail,B,4.35,-0.15,11.8%,1254,0.3%,Corki | Kai'Sa | Jhin | Graves | Kindred
Radiant Steadfast Heart,B,4.40,-0.10,19.5%,118,0.0%,Leona | Rammus | Jax | Tahm Kench | Nunu & Willump
Radiant Last Whisper,C,4.40,-0.10,10.9%,423,0.1%,Corki | Kindred | Kai'Sa | Xayah | Jhin
Radiant Red Buff,C,4.41,-0.09,17.5%,229,0.1%,Xayah | Kindred | Corki | Vex | Kai'Sa
Radiant Kraken's Fury,C,4.42,-0.08,15.6%,326,0.1%,Kindred | Xayah | Bel'Veth | Master Yi | Graves
Radiant Evenshroud,C,4.43,-0.07,8.9%,135,0.0%,Tahm Kench | Rammus | Rek'Sai | Maokai | Nunu & Willump
Radiant Hand of Justice,C,4.44,-0.06,10.8%,453,0.1%,Master Yi | Riven | Briar | Fiora | Gragas
Radiant Bramble Vest,C,4.44,-0.06,13.7%,524,0.1%,Rammus | Leona | Jax | Tahm Kench | The Mighty Mech
Radiant Dragon's Claw,C,4.48,-0.02,11.7%,120,0.0%,Leona | Jax | Rammus | Cho'Gath | Tahm Kench
Radiant Edge of Night,C,4.49,-0.01,13.1%,1161,0.3%,Master Yi | Zed | Fiora | Riven | Pyke
Radiant Spear of Shojin,D,4.51,+0.01,18.4%,414,0.1%,Zed | Kai'Sa | Corki | Lulu | Ezreal
Radiant Sunfire Cape,D,4.52,+0.02,11.9%,219,0.1%,Tahm Kench | Rammus | Nunu & Willump | Jax | Leona
Radiant Crownguard,D,4.57,+0.07,13.6%,162,0.0%,Jax | Rammus | Leona | Cho'Gath | Tahm Kench
Radiant Archangel's Staff,D,4.57,+0.07,13.2%,152,0.0%,Teemo | Aurelion Sol | LeBlanc | Lulu | Twisted Fate
Radiant Void Staff,D,4.67,+0.17,7.8%,243,0.1%,Vex | Karma | Zoe | Milio | Lulu
Radiant Quicksilver,D,4.80,+0.30,9.1%,660,0.2%,Master Yi | Bel'Veth | Urgot | Fiora | Riven
Radiant Guinsoo's Rageblade,D,4.81,+0.31,12.8%,913,0.2%,Vex | Teemo | Kindred | Xayah | LeBlanc
Radiant Adaptive Helm,D,4.88,+0.38,11.5%,192,0.0%,Lulu | Rammus | Jax | Leona | Nunu & Willump
