Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,4.04,-0.46,20.4%,1633,0.3%,Lulu | Lissandra | Nami | Karma | Aurelion Sol
Radiant Rabadon's Deathcap,S,4.16,-0.34,15.7%,2470,0.5%,Aurelion Sol | Vex | Bard | Karma | Lulu
Radiant Titan's Resolve,A,4.20,-0.30,17.4%,616,0.1%,Diana | Master Yi | Riven | Fiora | Jax
Radiant Thief's Gloves,A,4.20,-0.30,15.3%,4782,0.9%,Blitzcrank | Riven | Fiora | Shen | The Mighty Mech
Radiant Red Buff,A,4.24,-0.26,17.3%,583,0.1%,Xayah | Vex | Kindred | Corki | Jhin
Radiant Deathblade,A,4.24,-0.26,12.7%,5298,1.0%,Corki | Xayah | Jhin | Graves | Miss Fortune
Radiant Spear of Shojin,A,4.25,-0.25,21.9%,430,0.1%,Zed | Lulu | Corki | Graves | Ezreal
Radiant Striker's Flail,A,4.28,-0.22,11.9%,1603,0.3%,Corki | Aurelion Sol | Jhin | Graves | Vex
Radiant Void Staff,A,4.29,-0.21,13.7%,409,0.1%,Aurelion Sol | Karma | Vex | Bard | LeBlanc
Radiant Giant Slayer,A,4.30,-0.20,13.0%,4316,0.8%,Master Yi | Corki | Vex | Xayah | Graves
Radiant Hand of Justice,B,4.31,-0.19,9.4%,458,0.1%,Riven | Master Yi | Gragas | Fiora | Diana
Radiant Ionic Spark,B,4.31,-0.19,10.4%,77,0.0%,Nunu & Willump | Blitzcrank | Illaoi | Tahm Kench | Cho'Gath
Radiant Hextech Gunblade,B,4.32,-0.18,16.7%,371,0.1%,Vex | Aurelion Sol | LeBlanc | Bard | Karma
Radiant Jeweled Gauntlet,B,4.36,-0.14,14.0%,2170,0.4%,Aurelion Sol | Vex | Lulu | Bard | Karma
Radiant Sterak's Gage,B,4.37,-0.13,10.1%,444,0.1%,Fiora | Riven | Master Yi | Briar | Graves
Radiant Morellonomicon,B,4.37,-0.13,15.1%,172,0.0%,Karma | Milio | Bard | Vex | Sona
Radiant Blue Buff,B,4.38,-0.12,11.5%,584,0.1%,Corki | Karma | Lulu | Kai'Sa | Aurelion Sol
Radiant Infinity Edge,B,4.38,-0.12,14.3%,1208,0.2%,Corki | Jhin | Xayah | Graves | Kai'Sa
Radiant Edge of Night,B,4.39,-0.11,12.8%,975,0.2%,Master Yi | Zed | Fiora | Riven | Diana
Radiant Dragon's Claw,C,4.41,-0.09,11.2%,170,0.0%,Rammus | Nunu & Willump | Cho'Gath | Tahm Kench | The Mighty Mech
Radiant Warmog's Armor,C,4.41,-0.09,12.7%,1157,0.2%,Rammus | Cho'Gath | Nunu & Willump | Tahm Kench | The Mighty Mech
Radiant Kraken's Fury,C,4.41,-0.09,17.5%,1135,0.2%,Xayah | Kindred | Jinx | Graves | Corki
Radiant Gargoyle Stoneplate,C,4.41,-0.09,16.1%,2652,0.5%,The Mighty Mech | Rammus | Nunu & Willump | Jax | Tahm Kench
Radiant Bloodthirster,C,4.44,-0.06,17.1%,473,0.1%,Diana | Riven | Fiora | Jax | Master Yi
Radiant Evenshroud,C,4.44,-0.06,9.1%,88,0.0%,Rammus | Tahm Kench | Maokai | Nunu & Willump | The Mighty Mech
Radiant Archangel's Staff,C,4.46,-0.04,11.9%,201,0.0%,Aurelion Sol | Vex | LeBlanc | Lulu | Bard
Radiant Steadfast Heart,C,4.49,-0.01,12.0%,142,0.0%,Rammus | Nunu & Willump | Tahm Kench | The Mighty Mech | Ornn
Radiant Crownguard,C,4.49,-0.01,12.0%,183,0.0%,Rammus | Nunu & Willump | Jax | Tahm Kench | Ornn
Radiant Spirit Visage,D,4.56,+0.06,14.0%,530,0.1%,Cho'Gath | Nunu & Willump | Rammus | Tahm Kench | The Mighty Mech
Radiant Last Whisper,D,4.57,+0.07,9.6%,489,0.1%,Corki | Kindred | Xayah | Jhin | Graves
Radiant Sunfire Cape,D,4.63,+0.13,12.2%,230,0.0%,Rammus | Tahm Kench | Nunu & Willump | Ornn | Cho'Gath
Radiant Bramble Vest,D,4.68,+0.18,10.5%,362,0.1%,Rammus | Tahm Kench | Nunu & Willump | The Mighty Mech | Illaoi
Radiant Adaptive Helm,D,4.70,+0.20,10.8%,249,0.0%,Nunu & Willump | Cho'Gath | Rammus | Aurelion Sol | Zed
Radiant Protector's Vow,D,4.73,+0.23,12.1%,652,0.1%,Nunu & Willump | Rammus | Cho'Gath | Tahm Kench | The Mighty Mech
Radiant Quicksilver,D,4.77,+0.27,11.3%,443,0.1%,Master Yi | Graves | Urgot | Riven | Fiora
Radiant Guinsoo's Rageblade,D,4.87,+0.37,14.3%,1591,0.3%,Vex | Xayah | LeBlanc | Diana | Kindred
