Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Red Buff,S,3.99,-0.51,23.1%,1439,0.2%,Xayah | Vex | Kindred | Jinx | Jhin
Radiant Ionic Spark,S,4.06,-0.44,19.0%,105,0.0%,Blitzcrank | Nunu & Willump | Ornn | Tahm Kench | Illaoi
Radiant Warmog's Armor,S,4.17,-0.33,12.9%,1883,0.3%,Ornn | Cho'Gath | Tahm Kench | Nunu & Willump | Rammus
Radiant Thief's Gloves,S,4.18,-0.32,14.8%,5304,0.9%,Blitzcrank | Fiora | Riven | Shen | Urgot
Radiant Hextech Gunblade,S,4.18,-0.32,17.1%,356,0.1%,Vex | LeBlanc | Aurelion Sol | Bard | Gwen
Radiant Rabadon's Deathcap,S,4.19,-0.31,14.9%,2362,0.4%,Aurelion Sol | Bard | Vex | Nami | LeBlanc
Radiant Blue Buff,A,4.24,-0.26,12.9%,619,0.1%,Nami | Corki | Sona | Lulu | Miss Fortune
Radiant Deathblade,A,4.25,-0.25,13.4%,5097,0.8%,Corki | Samira | Miss Fortune | Graves | Jhin
Radiant Giant Slayer,A,4.25,-0.25,13.4%,3734,0.6%,Master Yi | Corki | Vex | Graves | Xayah
Radiant Titan's Resolve,A,4.26,-0.24,13.3%,555,0.1%,Diana | Master Yi | Riven | Jax | Fiora
Radiant Hand of Justice,A,4.27,-0.23,13.0%,515,0.1%,Pyke | Riven | Fiora | Gragas | Gwen
Radiant Last Whisper,A,4.27,-0.23,14.2%,507,0.1%,Corki | Samira | Kindred | Xayah | Jhin
Radiant Sterak's Gage,A,4.30,-0.20,15.2%,474,0.1%,Fiora | Riven | Graves | Master Yi | The Mighty Mech
Radiant Steadfast Heart,B,4.32,-0.18,14.2%,219,0.0%,Ornn | Rammus | Nunu & Willump | Tahm Kench | Leona
Radiant Infinity Edge,B,4.33,-0.17,14.8%,1632,0.3%,Samira | Miss Fortune | Graves | Jhin | Corki
Radiant Spear of Shojin,B,4.34,-0.16,18.2%,831,0.1%,Samira | Zed | Graves | Nami | Ezreal
Radiant Kraken's Fury,B,4.34,-0.16,18.1%,1540,0.3%,Xayah | Kindred | Gnar | Jinx | Miss Fortune
Radiant Evenshroud,B,4.35,-0.15,8.4%,131,0.0%,Tahm Kench | Ornn | Rammus | Nunu & Willump | Maokai
Radiant Striker's Flail,B,4.37,-0.13,11.7%,1239,0.2%,Corki | Graves | Samira | Miss Fortune | Vex
Radiant Morellonomicon,B,4.37,-0.13,15.0%,214,0.0%,Karma | Sona | Nami | Bard | Blitzcrank
Radiant Edge of Night,B,4.38,-0.12,12.7%,903,0.1%,Master Yi | Zed | Fiora | Pyke | Riven
Radiant Void Staff,B,4.38,-0.12,14.4%,542,0.1%,Vex | Sona | Bard | Nami | Karma
Radiant Jeweled Gauntlet,B,4.40,-0.10,14.6%,2314,0.4%,Nami | Aurelion Sol | Bard | Vex | Lulu
Radiant Nashor's Tooth,C,4.41,-0.09,13.8%,1658,0.3%,Nami | Lulu | Lissandra | Karma | Sona
Radiant Spirit Visage,C,4.45,-0.05,13.4%,806,0.1%,Ornn | Cho'Gath | Nunu & Willump | Tahm Kench | Rammus
Radiant Bloodthirster,C,4.46,-0.04,14.2%,415,0.1%,Riven | Diana | Fiora | Jax | Master Yi
Radiant Sunfire Cape,C,4.46,-0.04,13.0%,269,0.0%,Ornn | Tahm Kench | Nunu & Willump | Rammus | Cho'Gath
Radiant Dragon's Claw,C,4.47,-0.03,11.6%,319,0.1%,Ornn | Cho'Gath | Nunu & Willump | Tahm Kench | Rammus
Radiant Crownguard,C,4.49,-0.01,11.6%,199,0.0%,Ornn | Rammus | Nunu & Willump | Tahm Kench | Jax
Radiant Gargoyle Stoneplate,D,4.54,+0.04,13.4%,3136,0.5%,The Mighty Mech | Ornn | Leona | Rammus | Nunu & Willump
Radiant Bramble Vest,D,4.57,+0.07,9.6%,408,0.1%,Ornn | Rammus | Tahm Kench | Nunu & Willump | Illaoi
Radiant Quicksilver,D,4.60,+0.10,11.6%,405,0.1%,Master Yi | Graves | Bel'Veth | Fiora | Urgot
Radiant Protector's Vow,D,4.60,+0.10,14.3%,617,0.1%,Nunu & Willump | Rammus | Ornn | Cho'Gath | Tahm Kench
Radiant Adaptive Helm,D,4.62,+0.12,12.9%,333,0.1%,Nunu & Willump | Ornn | Cho'Gath | Nami | Rammus
Radiant Archangel's Staff,D,4.67,+0.17,10.5%,209,0.0%,Aurelion Sol | Vex | LeBlanc | Nami | Bard
Radiant Guinsoo's Rageblade,D,4.68,+0.18,14.4%,1850,0.3%,Vex | Xayah | LeBlanc | Gnar | Graves
