Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Red Buff,S,3.82,-0.68,15.7%,102,0.1%,Xayah | Kindred | Vex | Jhin | Corki
Radiant Deathblade,S,3.92,-0.58,19.9%,668,0.4%,Corki | Ezreal | Kai'Sa | Jhin | Xayah
Radiant Nashor's Tooth,S,3.94,-0.56,17.6%,465,0.3%,Lulu | Twisted Fate | Veigar | Nami | Karma
Radiant Rabadon's Deathcap,S,4.03,-0.47,16.4%,456,0.3%,Twisted Fate | Teemo | Vex | Aurelion Sol | Karma
Radiant Void Staff,S,4.05,-0.45,18.3%,126,0.1%,Karma | Vex | Nami | Teemo | Aurelion Sol
Radiant Blue Buff,S,4.07,-0.43,20.1%,199,0.1%,Kai'Sa | Karma | Corki | Lulu | Ezreal
Radiant Thief's Gloves,S,4.10,-0.40,14.3%,1306,0.7%,Fiora | Blitzcrank | Riven | Talon | The Mighty Mech
Radiant Titan's Resolve,S,4.10,-0.40,12.4%,419,0.2%,Briar | Master Yi | Riven | Fiora | Diana
Radiant Spear of Shojin,S,4.18,-0.32,25.8%,217,0.1%,Ezreal | Zed | Corki | Kai'Sa | Karma
Radiant Striker's Flail,S,4.19,-0.31,17.0%,400,0.2%,Corki | Kai'Sa | Jhin | Ezreal | Urgot
Radiant Sterak's Gage,S,4.19,-0.31,13.8%,362,0.2%,Briar | Fiora | Riven | Master Yi | The Mighty Mech
Radiant Ionic Spark,A,4.20,-0.30,12.0%,25,0.0%,Illaoi | Leona | Nunu & Willump | Blitzcrank | Tahm Kench
Radiant Giant Slayer,A,4.20,-0.30,15.2%,1748,1.0%,Master Yi | Urgot | Bel'Veth | Corki | Vex
Radiant Gargoyle Stoneplate,A,4.25,-0.25,18.5%,1626,0.9%,The Mighty Mech | Leona | Jax | Cho'Gath | Rammus
Radiant Bloodthirster,A,4.27,-0.23,10.3%,223,0.1%,Briar | Riven | Fiora | Master Yi | Diana
Radiant Crownguard,B,4.31,-0.19,8.9%,45,0.0%,Jax | Cho'Gath | Rammus | Nunu & Willump | Tahm Kench
Radiant Hextech Gunblade,B,4.32,-0.18,15.8%,152,0.1%,Teemo | Vex | LeBlanc | Twisted Fate | Talon
Radiant Bramble Vest,B,4.32,-0.18,16.3%,104,0.1%,Rammus | Nunu & Willump | Cho'Gath | Leona | Jax
Radiant Sunfire Cape,B,4.32,-0.18,11.7%,94,0.1%,Tahm Kench | Nunu & Willump | Rammus | Illaoi | Maokai
Radiant Evenshroud,B,4.33,-0.17,16.4%,55,0.0%,Tahm Kench | Rek'Sai | Maokai | Nunu & Willump | Rammus
Radiant Jeweled Gauntlet,B,4.35,-0.15,15.6%,403,0.2%,Lulu | Karma | Vex | Viktor | LeBlanc
Radiant Infinity Edge,B,4.39,-0.11,18.0%,660,0.4%,Kai'Sa | Urgot | Jhin | Ezreal | Xayah
Radiant Warmog's Armor,C,4.42,-0.08,17.3%,399,0.2%,Cho'Gath | Leona | Nunu & Willump | Jax | Rammus
Radiant Morellonomicon,C,4.42,-0.08,18.0%,50,0.0%,Karma | Zoe | Bard | Aurora | Nami
Radiant Kraken's Fury,C,4.43,-0.07,15.6%,256,0.1%,Xayah | Kindred | Bel'Veth | Graves | Caitlyn
Radiant Spirit Visage,C,4.44,-0.06,13.9%,209,0.1%,Cho'Gath | Nunu & Willump | Leona | Rammus | The Mighty Mech
Radiant Edge of Night,C,4.46,-0.04,10.9%,350,0.2%,Master Yi | Fiora | Zed | Riven | Pyke
Radiant Hand of Justice,C,4.48,-0.02,9.8%,224,0.1%,Master Yi | Urgot | Riven | Fiora | Briar
Radiant Steadfast Heart,D,4.50,0.00,15.6%,64,0.0%,Rammus | Nunu & Willump | Cho'Gath | Jax | Leona
Radiant Adaptive Helm,D,4.59,+0.09,11.5%,61,0.0%,Cho'Gath | Nunu & Willump | Leona | Jax | Karma
Radiant Quicksilver,D,4.64,+0.14,8.3%,326,0.2%,Master Yi | Urgot | Bel'Veth | Fiora | Riven
Radiant Protector's Vow,D,4.66,+0.16,13.0%,169,0.1%,Nunu & Willump | Cho'Gath | Jax | Rammus | Leona
Radiant Last Whisper,D,4.70,+0.20,8.2%,158,0.1%,Kindred | Corki | Urgot | Xayah | Jhin
Radiant Guinsoo's Rageblade,D,4.83,+0.33,9.8%,522,0.3%,Vex | Xayah | LeBlanc | Teemo | Kindred
Radiant Archangel's Staff,D,4.94,+0.44,1.4%,69,0.0%,Aurelion Sol | Teemo | Viktor | LeBlanc | Vex
Radiant Dragon's Claw,D,4.97,+0.47,10.2%,59,0.0%,Cho'Gath | Leona | Nunu & Willump | Rammus | The Mighty Mech
