Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,4.06,-0.44,19.5%,1456,0.3%,Lulu | Nami | Karma | Aurelion Sol | Twisted Fate
Radiant Thief's Gloves,S,4.09,-0.41,15.0%,3892,0.8%,Riven | Blitzcrank | Fiora | The Mighty Mech | Morgana
Radiant Rabadon's Deathcap,S,4.10,-0.40,18.0%,2466,0.5%,Aurelion Sol | Vex | LeBlanc | Karma | Lulu
Radiant Sterak's Gage,S,4.11,-0.39,13.0%,407,0.1%,Riven | Briar | Fiora | Master Yi | The Mighty Mech
Radiant Hextech Gunblade,S,4.19,-0.31,15.9%,421,0.1%,Aurelion Sol | Vex | LeBlanc | Teemo | Corki
Radiant Hand of Justice,S,4.19,-0.31,15.9%,395,0.1%,Master Yi | Riven | Gragas | Fiora | Diana
Radiant Edge of Night,A,4.21,-0.29,14.2%,844,0.2%,Master Yi | Zed | Fiora | Riven | Diana
Radiant Deathblade,A,4.23,-0.27,14.1%,3457,0.7%,Corki | Kai'Sa | Jhin | Graves | Xayah
Radiant Giant Slayer,A,4.23,-0.27,14.4%,3589,0.8%,Master Yi | Corki | Vex | Aurelion Sol | LeBlanc
Radiant Blue Buff,B,4.30,-0.20,14.4%,555,0.1%,Corki | Kai'Sa | Karma | Lulu | Aurelion Sol
Radiant Ionic Spark,B,4.30,-0.20,17.4%,92,0.0%,Nunu & Willump | Illaoi | Blitzcrank | The Mighty Mech | Morgana
Radiant Red Buff,B,4.30,-0.20,15.2%,210,0.0%,Xayah | Kindred | Vex | Corki | Jhin
Radiant Kraken's Fury,B,4.31,-0.19,14.6%,309,0.1%,Xayah | Kindred | Bel'Veth | Graves | Jinx
Radiant Bloodthirster,B,4.34,-0.16,13.1%,406,0.1%,Riven | Diana | Briar | Fiora | Master Yi
Radiant Infinity Edge,B,4.35,-0.15,15.5%,1142,0.2%,Corki | Kai'Sa | Jhin | Graves | Xayah
Radiant Striker's Flail,B,4.35,-0.15,13.2%,1376,0.3%,Corki | Aurelion Sol | Kai'Sa | Jhin | Graves
Radiant Spear of Shojin,B,4.37,-0.13,20.8%,424,0.1%,Zed | Corki | Lulu | Ezreal | Karma
Radiant Last Whisper,B,4.39,-0.11,12.0%,383,0.1%,Corki | Kindred | Jhin | Xayah | Kai'Sa
Radiant Spirit Visage,C,4.42,-0.08,11.7%,453,0.1%,Rammus | Nunu & Willump | The Mighty Mech | Cho'Gath | Tahm Kench
Radiant Warmog's Armor,C,4.42,-0.08,12.6%,946,0.2%,Rammus | Nunu & Willump | The Mighty Mech | Cho'Gath | Tahm Kench
Radiant Morellonomicon,C,4.43,-0.07,13.7%,139,0.0%,Karma | Milio | Aurelion Sol | Bard | Zoe
Radiant Jeweled Gauntlet,C,4.46,-0.04,13.8%,2358,0.5%,Aurelion Sol | Lulu | Karma | Vex | LeBlanc
Radiant Gargoyle Stoneplate,C,4.48,-0.02,17.0%,3412,0.7%,The Mighty Mech | Rammus | Jax | Nunu & Willump | Leona
Radiant Evenshroud,C,4.48,-0.02,14.0%,100,0.0%,Tahm Kench | Rammus | Ornn | Cho'Gath | Maokai
Radiant Protector's Vow,C,4.49,-0.01,11.2%,516,0.1%,Nunu & Willump | Rammus | Jax | The Mighty Mech | Cho'Gath
Radiant Titan's Resolve,D,4.51,+0.01,13.9%,567,0.1%,Diana | Briar | Master Yi | Riven | Fiora
Radiant Void Staff,D,4.54,+0.04,10.4%,472,0.1%,Aurelion Sol | Karma | Vex | LeBlanc | Nami
Radiant Sunfire Cape,D,4.54,+0.04,15.0%,213,0.0%,Rammus | Nunu & Willump | Tahm Kench | The Mighty Mech | Illaoi
Radiant Archangel's Staff,D,4.57,+0.07,13.7%,219,0.0%,Aurelion Sol | LeBlanc | Vex | Karma | Lulu
Radiant Steadfast Heart,D,4.59,+0.09,10.7%,122,0.0%,Rammus | Nunu & Willump | The Mighty Mech | Tahm Kench | Maokai
Radiant Quicksilver,D,4.64,+0.14,11.1%,425,0.1%,Master Yi | Urgot | Bel'Veth | Riven | Graves
Radiant Bramble Vest,D,4.68,+0.18,10.2%,265,0.1%,Rammus | The Mighty Mech | Nunu & Willump | Tahm Kench | Leona
Radiant Adaptive Helm,D,4.76,+0.26,11.8%,238,0.1%,Nunu & Willump | Aurelion Sol | Karma | Rammus | Lulu
Radiant Crownguard,D,4.77,+0.27,8.1%,160,0.0%,Rammus | Jax | Nunu & Willump | The Mighty Mech | Ornn
Radiant Guinsoo's Rageblade,D,4.84,+0.34,13.7%,1115,0.2%,Vex | LeBlanc | Xayah | Kindred | Diana
Radiant Dragon's Claw,D,4.94,+0.44,10.6%,226,0.0%,Rammus | Nunu & Willump | The Mighty Mech | Cho'Gath | Illaoi
