Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Ionic Spark,S,3.53,-0.97,33.3%,15,0.0%,Illaoi | Nunu & Willump | Blitzcrank | Rammus | Tahm Kench
Radiant Steadfast Heart,S,3.64,-0.86,21.4%,14,0.0%,Nunu & Willump | Rammus | Illaoi | Leona | Ornn
Radiant Red Buff,S,3.70,-0.80,11.1%,27,0.1%,Xayah | Vex | Nami | Jhin | Aurora
Radiant Morellonomicon,S,3.89,-0.61,33.3%,9,0.0%,Aurora | Karma | Nami | Zoe | Bard
Radiant Blue Buff,S,3.90,-0.60,20.5%,39,0.1%,Kai'Sa | Karma | Aurora | Nami | Corki
Radiant Deathblade,S,3.92,-0.58,25.8%,120,0.3%,Xayah | Jhin | Urgot | Corki | Kai'Sa
Radiant Bramble Vest,S,4.05,-0.45,23.8%,21,0.0%,Nunu & Willump | Rammus | Illaoi | Ornn | Maokai
Radiant Warmog's Armor,S,4.06,-0.44,17.9%,106,0.2%,Nunu & Willump | Leona | Illaoi | Rammus | Maokai
Radiant Edge of Night,S,4.12,-0.38,15.3%,85,0.2%,Master Yi | Fiora | Pyke | Riven | Meepsie
Radiant Infinity Edge,S,4.13,-0.38,19.5%,200,0.4%,Urgot | Xayah | Kai'Sa | Jhin | Samira
Radiant Spear of Shojin,S,4.13,-0.37,23.8%,63,0.1%,Nami | Zed | Karma | Aurora | Samira
Radiant Hextech Gunblade,S,4.13,-0.37,25.6%,39,0.1%,Vex | Teemo | LeBlanc | Talon | Twisted Fate
Radiant Titan's Resolve,S,4.19,-0.31,16.5%,79,0.2%,Briar | Riven | The Mighty Mech | Fiora | Master Yi
Radiant Gargoyle Stoneplate,S,4.20,-0.30,18.9%,492,1.1%,The Mighty Mech | Leona | Nunu & Willump | Jax | Rammus
Radiant Last Whisper,A,4.21,-0.29,15.4%,39,0.1%,Xayah | Jhin | Urgot | Corki | Samira
Radiant Hand of Justice,A,4.23,-0.27,15.4%,65,0.1%,Urgot | Fiora | Master Yi | Meepsie | Riven
Radiant Thief's Gloves,A,4.28,-0.22,12.9%,326,0.7%,Blitzcrank | Fiora | Riven | Talon | Rhaast
Radiant Giant Slayer,A,4.28,-0.22,13.5%,451,1.0%,Urgot | Bel'Veth | Vex | Xayah | Teemo
Radiant Nashor's Tooth,B,4.33,-0.17,11.0%,91,0.2%,Twisted Fate | Nami | Veigar | Karma | Lulu
Radiant Rabadon's Deathcap,B,4.36,-0.14,17.5%,120,0.3%,Viktor | Twisted Fate | Aurelion Sol | Vex | Teemo
Radiant Sterak's Gage,B,4.38,-0.13,12.5%,104,0.2%,Briar | The Mighty Mech | Fiora | Riven | Urgot
Radiant Archangel's Staff,C,4.41,-0.09,13.8%,29,0.1%,Viktor | Aurelion Sol | Aurora | Twisted Fate | Vex
Radiant Bloodthirster,D,4.51,+0.01,15.3%,59,0.1%,Riven | Briar | Fiora | Master Yi | Graves
Radiant Sunfire Cape,D,4.52,+0.02,16.0%,25,0.1%,Nunu & Willump | Rammus | Illaoi | Maokai | Tahm Kench
Radiant Spirit Visage,D,4.58,+0.08,9.1%,55,0.1%,Nunu & Willump | Rammus | Leona | Illaoi | Tahm Kench
Radiant Adaptive Helm,D,4.59,+0.09,18.2%,22,0.0%,Nunu & Willump | Rammus | Leona | Jax | Illaoi
Radiant Jeweled Gauntlet,D,4.59,+0.09,13.3%,128,0.3%,Viktor | Nami | Aurelion Sol | Vex | Veigar
Radiant Void Staff,D,4.61,+0.11,11.1%,36,0.1%,Nami | Viktor | Aurelion Sol | Vex | Karma
Radiant Protector's Vow,D,4.62,+0.12,10.0%,50,0.1%,Nunu & Willump | Rammus | Maokai | Rek'Sai | Jax
Radiant Striker's Flail,D,4.64,+0.14,11.5%,78,0.2%,Kai'Sa | Urgot | Corki | Vex | Jhin
Radiant Guinsoo's Rageblade,D,4.65,+0.15,14.7%,143,0.3%,Xayah | Vex | Teemo | LeBlanc | Kindred
Radiant Crownguard,D,4.69,+0.19,31.3%,16,0.0%,Nunu & Willump | Jax | Rammus | Ornn | Maokai
Radiant Quicksilver,D,4.73,+0.23,13.4%,97,0.2%,Urgot | Bel'Veth | Master Yi | Graves | Fiora
Radiant Evenshroud,D,4.73,+0.23,20.0%,15,0.0%,Nunu & Willump | Maokai | Rammus | Ornn | Rek'Sai
Radiant Kraken's Fury,D,4.75,+0.25,6.9%,72,0.2%,Xayah | Bel'Veth | Kindred | Caitlyn | Graves
Radiant Dragon's Claw,D,5.09,+0.59,9.1%,22,0.0%,Nunu & Willump | Illaoi | Rammus | Ornn | The Mighty Mech
