Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Nashor's Tooth,S,4.02,-0.48,19.9%,1622,0.3%,Lulu | Lissandra | Nami | Karma | Aurelion Sol
Radiant Rabadon's Deathcap,S,4.16,-0.34,15.7%,2431,0.4%,Aurelion Sol | Vex | Bard | Karma | LeBlanc
Radiant Ionic Spark,S,4.18,-0.32,8.4%,83,0.0%,Nunu & Willump | Blitzcrank | Illaoi | Tahm Kench | Cho'Gath
Radiant Dragon's Claw,S,4.19,-0.31,13.7%,168,0.0%,Rammus | Nunu & Willump | Cho'Gath | Tahm Kench | The Mighty Mech
Radiant Thief's Gloves,A,4.21,-0.29,15.0%,4815,0.9%,Blitzcrank | Riven | Fiora | Shen | Graves
Radiant Red Buff,A,4.26,-0.24,17.5%,647,0.1%,Xayah | Vex | Kindred | Corki | Jhin
Radiant Deathblade,A,4.27,-0.23,12.4%,5472,1.0%,Corki | Graves | Jhin | Xayah | Miss Fortune
Radiant Titan's Resolve,A,4.27,-0.23,16.5%,630,0.1%,Diana | Master Yi | Riven | Fiora | Jax
Radiant Striker's Flail,B,4.31,-0.19,12.0%,1634,0.3%,Corki | Aurelion Sol | Graves | Jhin | Vex
Radiant Edge of Night,B,4.31,-0.19,13.0%,991,0.2%,Master Yi | Zed | Fiora | Riven | Diana
Radiant Void Staff,B,4.32,-0.18,15.0%,420,0.1%,Aurelion Sol | Karma | Vex | Bard | Sona
Radiant Morellonomicon,B,4.32,-0.18,17.4%,178,0.0%,Karma | Milio | Bard | Sona | Vex
Radiant Giant Slayer,B,4.34,-0.16,13.3%,4234,0.8%,Master Yi | Corki | Vex | Xayah | Graves
Radiant Sterak's Gage,B,4.34,-0.16,10.9%,432,0.1%,Riven | Fiora | Master Yi | Graves | Briar
Radiant Jeweled Gauntlet,B,4.36,-0.14,14.2%,2202,0.4%,Aurelion Sol | Vex | Lulu | Bard | Karma
Radiant Hextech Gunblade,B,4.37,-0.13,16.5%,381,0.1%,Vex | Aurelion Sol | LeBlanc | Bard | Karma
Radiant Hand of Justice,C,4.40,-0.10,8.8%,457,0.1%,Riven | Master Yi | Gragas | Fiora | Diana
Radiant Spear of Shojin,C,4.41,-0.09,20.5%,448,0.1%,Zed | Lulu | Corki | Graves | Ezreal
Radiant Infinity Edge,C,4.41,-0.09,14.7%,1127,0.2%,Corki | Jhin | Xayah | Graves | Miss Fortune
Radiant Evenshroud,C,4.41,-0.09,6.8%,88,0.0%,Tahm Kench | Rammus | Nunu & Willump | Maokai | The Mighty Mech
Radiant Archangel's Staff,C,4.43,-0.07,10.7%,197,0.0%,Aurelion Sol | Vex | LeBlanc | Lulu | Viktor
Radiant Kraken's Fury,C,4.43,-0.07,17.1%,1254,0.2%,Xayah | Kindred | Jinx | Graves | Corki
Radiant Spirit Visage,C,4.44,-0.06,15.7%,504,0.1%,Cho'Gath | Rammus | Nunu & Willump | Tahm Kench | The Mighty Mech
Radiant Last Whisper,C,4.47,-0.03,9.4%,490,0.1%,Corki | Kindred | Jhin | Xayah | Graves
Radiant Blue Buff,C,4.49,-0.01,9.7%,568,0.1%,Corki | Lulu | Karma | Kai'Sa | Aurelion Sol
Radiant Bloodthirster,C,4.49,-0.01,15.6%,448,0.1%,Diana | Riven | Fiora | Jax | Master Yi
Radiant Warmog's Armor,C,4.50,-0.00,12.2%,1119,0.2%,Rammus | Nunu & Willump | Cho'Gath | Tahm Kench | The Mighty Mech
Radiant Gargoyle Stoneplate,D,4.50,+0.00,15.3%,2472,0.4%,The Mighty Mech | Rammus | Nunu & Willump | Jax | Tahm Kench
Radiant Bramble Vest,D,4.57,+0.07,12.3%,374,0.1%,Rammus | Tahm Kench | Nunu & Willump | The Mighty Mech | Illaoi
Radiant Quicksilver,D,4.60,+0.10,13.6%,403,0.1%,Master Yi | Graves | Riven | Urgot | Fiora
Radiant Crownguard,D,4.61,+0.11,9.7%,185,0.0%,Rammus | Nunu & Willump | Jax | Tahm Kench | Ornn
Radiant Adaptive Helm,D,4.62,+0.12,10.1%,247,0.0%,Nunu & Willump | Rammus | Cho'Gath | Karma | Aurelion Sol
Radiant Sunfire Cape,D,4.62,+0.12,11.1%,208,0.0%,Rammus | Tahm Kench | Nunu & Willump | Ornn | The Mighty Mech
Radiant Steadfast Heart,D,4.63,+0.13,14.2%,162,0.0%,Rammus | Tahm Kench | Nunu & Willump | Ornn | Cho'Gath
Radiant Protector's Vow,D,4.81,+0.31,12.0%,615,0.1%,Nunu & Willump | Rammus | Cho'Gath | Tahm Kench | The Mighty Mech
Radiant Guinsoo's Rageblade,D,4.92,+0.42,13.2%,1558,0.3%,Vex | Xayah | LeBlanc | Diana | Kindred
