Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Red Buff,S,4.12,-0.38,21.3%,845,0.2%,Xayah | Vex | Kindred | Corki | Jinx
Radiant Deathblade,S,4.16,-0.34,13.3%,2468,0.7%,Corki | Miss Fortune | Graves | Xayah | Jhin
Radiant Sterak's Gage,S,4.17,-0.33,15.6%,282,0.1%,Fiora | Riven | Graves | Master Yi | Briar
Radiant Giant Slayer,A,4.21,-0.29,13.9%,2258,0.7%,Master Yi | Corki | Vex | Graves | Xayah
Radiant Kraken's Fury,A,4.21,-0.29,19.2%,1376,0.4%,Xayah | Kindred | Jinx | Miss Fortune | Graves
Radiant Thief's Gloves,A,4.22,-0.28,14.3%,2932,0.8%,Blitzcrank | Fiora | Riven | Shen | Graves
Radiant Rabadon's Deathcap,A,4.22,-0.28,14.5%,1368,0.4%,Aurelion Sol | Vex | Bard | LeBlanc | Karma
Radiant Titan's Resolve,A,4.25,-0.25,13.6%,339,0.1%,Diana | Master Yi | Riven | Fiora | Jax
Radiant Warmog's Armor,A,4.25,-0.25,13.5%,832,0.2%,Nunu & Willump | Cho'Gath | Tahm Kench | Rammus | Ornn
Radiant Hand of Justice,B,4.32,-0.18,10.0%,270,0.1%,Riven | Fiora | Gragas | Master Yi | Graves
Radiant Hextech Gunblade,B,4.38,-0.12,15.9%,214,0.1%,Vex | LeBlanc | Aurelion Sol | Bard | Karma
Radiant Infinity Edge,B,4.39,-0.11,13.3%,708,0.2%,Miss Fortune | Jhin | Corki | Graves | Xayah
Radiant Bloodthirster,C,4.41,-0.09,15.4%,228,0.1%,Diana | Riven | Fiora | Jax | Master Yi
Radiant Jeweled Gauntlet,C,4.43,-0.07,13.2%,1349,0.4%,Aurelion Sol | Vex | Bard | Lulu | Nami
Radiant Striker's Flail,C,4.44,-0.06,11.0%,724,0.2%,Corki | Graves | Miss Fortune | Vex | Jhin
Radiant Last Whisper,C,4.44,-0.06,9.7%,227,0.1%,Corki | Kindred | Xayah | Jhin | Graves
Radiant Nashor's Tooth,C,4.46,-0.04,11.6%,828,0.2%,Lulu | Lissandra | Nami | Karma | Twisted Fate
Radiant Blue Buff,C,4.46,-0.04,10.3%,302,0.1%,Corki | Karma | Sona | Lulu | Bard
Radiant Void Staff,C,4.47,-0.03,10.2%,274,0.1%,Vex | Bard | Karma | Aurelion Sol | Sona
Radiant Evenshroud,C,4.48,-0.02,14.8%,54,0.0%,Tahm Kench | Rammus | Ornn | Nunu & Willump | The Mighty Mech
Radiant Ionic Spark,C,4.49,-0.01,7.0%,57,0.0%,Blitzcrank | Illaoi | Nunu & Willump | The Mighty Mech | Tahm Kench
Radiant Edge of Night,D,4.50,+0.00,13.6%,529,0.2%,Master Yi | Zed | Fiora | Pyke | Riven
Radiant Bramble Vest,D,4.53,+0.03,8.3%,192,0.1%,Rammus | Tahm Kench | Nunu & Willump | Ornn | Illaoi
Radiant Morellonomicon,D,4.54,+0.04,7.4%,122,0.0%,Karma | Bard | Sona | Blitzcrank | Vex
Radiant Protector's Vow,D,4.57,+0.07,10.9%,405,0.1%,Nunu & Willump | Rammus | Tahm Kench | Cho'Gath | Ornn
Radiant Guinsoo's Rageblade,D,4.57,+0.07,16.2%,1349,0.4%,Vex | Xayah | LeBlanc | Graves | Diana
Radiant Sunfire Cape,D,4.58,+0.08,9.6%,135,0.0%,Tahm Kench | Rammus | Ornn | Nunu & Willump | Illaoi
Radiant Spirit Visage,D,4.61,+0.11,8.5%,331,0.1%,Nunu & Willump | Cho'Gath | Tahm Kench | Ornn | Rammus
Radiant Gargoyle Stoneplate,D,4.65,+0.15,12.9%,1338,0.4%,The Mighty Mech | Rammus | Leona | Nunu & Willump | Ornn
Radiant Steadfast Heart,D,4.68,+0.18,8.8%,102,0.0%,Rammus | Ornn | Tahm Kench | Nunu & Willump | Cho'Gath
Radiant Dragon's Claw,D,4.71,+0.21,8.8%,136,0.0%,Nunu & Willump | Ornn | Rammus | Tahm Kench | Cho'Gath
Radiant Spear of Shojin,D,4.73,+0.23,16.2%,278,0.1%,Zed | Graves | Corki | Lulu | Nami
Radiant Adaptive Helm,D,4.74,+0.24,10.1%,218,0.1%,Nunu & Willump | Cho'Gath | Bard | Zed | Aurelion Sol
Radiant Archangel's Staff,D,4.79,+0.29,11.9%,118,0.0%,Vex | Aurelion Sol | LeBlanc | Viktor | Bard
Radiant Quicksilver,D,4.90,+0.40,9.6%,280,0.1%,Master Yi | Graves | Bel'Veth | Urgot | Fiora
Radiant Crownguard,D,4.92,+0.42,10.8%,102,0.0%,Rammus | Nunu & Willump | Tahm Kench | Ornn | Jax
