Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Ionic Spark,S,3.85,-0.65,27.9%,104,0.0%,Illaoi | Nunu & Willump | Tahm Kench | Blitzcrank | The Mighty Mech
Radiant Nashor's Tooth,S,4.02,-0.48,20.8%,1914,0.3%,Lulu | Lissandra | Nami | Karma | Aurelion Sol
Radiant Rabadon's Deathcap,S,4.08,-0.42,16.9%,2895,0.5%,Aurelion Sol | Vex | Karma | Lulu | Bard
Radiant Hand of Justice,S,4.18,-0.32,14.7%,448,0.1%,Riven | Master Yi | Fiora | Gragas | Pyke
Radiant Red Buff,S,4.18,-0.32,19.5%,328,0.1%,Xayah | Vex | Kindred | Corki | Jhin
Radiant Thief's Gloves,S,4.19,-0.31,15.2%,4748,0.9%,Riven | Blitzcrank | Fiora | The Mighty Mech | Shen
Radiant Deathblade,A,4.21,-0.29,12.9%,4923,0.9%,Corki | Jhin | Graves | Kai'Sa | Miss Fortune
Radiant Hextech Gunblade,A,4.22,-0.28,14.3%,449,0.1%,Vex | Aurelion Sol | LeBlanc | Karma | Lulu
Radiant Kraken's Fury,A,4.27,-0.23,17.6%,433,0.1%,Xayah | Kindred | Corki | Graves | Jinx
Radiant Striker's Flail,A,4.27,-0.23,12.3%,1791,0.3%,Corki | Aurelion Sol | Kai'Sa | Graves | Jhin
Radiant Sterak's Gage,A,4.29,-0.21,15.2%,488,0.1%,Riven | Fiora | Master Yi | Briar | Graves
Radiant Giant Slayer,B,4.31,-0.19,13.7%,4678,0.8%,Master Yi | Corki | Vex | Aurelion Sol | Graves
Radiant Morellonomicon,B,4.35,-0.15,15.7%,159,0.0%,Karma | Milio | Aurelion Sol | Bard | Sona
Radiant Infinity Edge,B,4.37,-0.13,14.1%,1089,0.2%,Corki | Jhin | Kai'Sa | Graves | Miss Fortune
Radiant Bloodthirster,B,4.38,-0.12,14.4%,443,0.1%,Riven | Diana | Fiora | Master Yi | Briar
Radiant Jeweled Gauntlet,B,4.39,-0.11,14.9%,2548,0.5%,Aurelion Sol | Lulu | Vex | Karma | Bard
Radiant Last Whisper,C,4.41,-0.09,12.1%,463,0.1%,Corki | Kindred | Jhin | Xayah | Graves
Radiant Sunfire Cape,C,4.41,-0.09,15.8%,266,0.0%,Rammus | Tahm Kench | Nunu & Willump | Illaoi | The Mighty Mech
Radiant Edge of Night,C,4.42,-0.08,15.3%,1117,0.2%,Master Yi | Zed | Fiora | Riven | Diana
Radiant Blue Buff,C,4.42,-0.08,13.2%,658,0.1%,Corki | Karma | Lulu | Kai'Sa | Aurelion Sol
Radiant Titan's Resolve,C,4.46,-0.04,14.2%,688,0.1%,Diana | Master Yi | Riven | Fiora | Briar
Radiant Warmog's Armor,C,4.47,-0.03,13.4%,1068,0.2%,Rammus | Cho'Gath | Nunu & Willump | Tahm Kench | The Mighty Mech
Radiant Archangel's Staff,C,4.49,-0.01,13.0%,207,0.0%,Aurelion Sol | Vex | LeBlanc | Karma | Viktor
Radiant Spirit Visage,C,4.49,-0.01,13.7%,511,0.1%,Cho'Gath | Rammus | Nunu & Willump | The Mighty Mech | Tahm Kench
Radiant Evenshroud,C,4.49,-0.01,10.8%,120,0.0%,Tahm Kench | Rammus | Nunu & Willump | Maokai | The Mighty Mech
Radiant Gargoyle Stoneplate,D,4.50,+0.00,14.2%,3273,0.6%,The Mighty Mech | Rammus | Nunu & Willump | Jax | Leona
Radiant Spear of Shojin,D,4.53,+0.03,19.1%,470,0.1%,Zed | Corki | Lulu | Graves | Karma
Radiant Protector's Vow,D,4.54,+0.04,11.2%,667,0.1%,Nunu & Willump | Rammus | The Mighty Mech | Cho'Gath | Jax
Radiant Void Staff,D,4.64,+0.14,10.4%,461,0.1%,Aurelion Sol | Karma | Vex | Bard | Sona
Radiant Bramble Vest,D,4.73,+0.23,6.7%,315,0.1%,Rammus | The Mighty Mech | Nunu & Willump | Tahm Kench | Cho'Gath
Radiant Steadfast Heart,D,4.78,+0.28,8.0%,163,0.0%,Rammus | Nunu & Willump | The Mighty Mech | Tahm Kench | Cho'Gath
Radiant Crownguard,D,4.82,+0.32,10.9%,201,0.0%,Rammus | Jax | Nunu & Willump | Cho'Gath | Ornn
Radiant Guinsoo's Rageblade,D,4.90,+0.40,14.5%,1255,0.2%,Vex | LeBlanc | Xayah | Kindred | Diana
Radiant Dragon's Claw,D,4.94,+0.44,10.5%,247,0.0%,Rammus | Nunu & Willump | The Mighty Mech | Cho'Gath | Tahm Kench
Radiant Quicksilver,D,5.00,+0.50,8.0%,465,0.1%,Master Yi | Urgot | Fiora | Graves | Riven
Radiant Adaptive Helm,D,5.09,+0.59,10.7%,242,0.0%,Nunu & Willump | Aurelion Sol | Rammus | Karma | Lulu
