Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Radiant Morellonomicon,S,3.99,-0.51,18.2%,143,0.0%,Sona | Karma | Bard | Vex | Milio
Radiant Red Buff,S,4.11,-0.39,21.7%,999,0.3%,Xayah | Vex | Kindred | Jinx | Jhin
Radiant Thief's Gloves,S,4.14,-0.36,16.0%,3287,0.8%,Blitzcrank | Fiora | Riven | Shen | Graves
Radiant Striker's Flail,S,4.15,-0.35,14.7%,855,0.2%,Corki | Graves | Miss Fortune | Vex | Jhin
Radiant Rabadon's Deathcap,S,4.15,-0.35,16.6%,1637,0.4%,Aurelion Sol | Vex | Bard | LeBlanc | Nami
Radiant Bloodthirster,S,4.17,-0.33,12.8%,266,0.1%,Diana | Riven | Fiora | Jax | Master Yi
Radiant Evenshroud,A,4.20,-0.30,13.6%,59,0.0%,Tahm Kench | Rammus | Nunu & Willump | Ornn | Maokai
Radiant Deathblade,A,4.26,-0.24,11.4%,2939,0.7%,Corki | Miss Fortune | Graves | Xayah | Jhin
Radiant Titan's Resolve,A,4.27,-0.23,14.4%,382,0.1%,Diana | Master Yi | Fiora | Riven | Jax
Radiant Giant Slayer,A,4.28,-0.22,14.2%,2661,0.7%,Master Yi | Vex | Graves | Corki | Xayah
Radiant Dragon's Claw,A,4.29,-0.21,11.7%,188,0.0%,Ornn | Leona | Nunu & Willump | Tahm Kench | Rammus
Radiant Hextech Gunblade,B,4.30,-0.20,14.1%,277,0.1%,Vex | LeBlanc | Aurelion Sol | Bard | Sona
Radiant Warmog's Armor,B,4.33,-0.17,14.4%,883,0.2%,Leona | Nunu & Willump | Ornn | Tahm Kench | Cho'Gath
Radiant Blue Buff,B,4.35,-0.15,11.1%,342,0.1%,Corki | Sona | Karma | Bard | Lulu
Radiant Crownguard,B,4.35,-0.15,16.1%,112,0.0%,Rammus | Ornn | Tahm Kench | Nunu & Willump | Jax
Radiant Spirit Visage,B,4.35,-0.15,13.6%,403,0.1%,Nunu & Willump | Leona | Ornn | Cho'Gath | Tahm Kench
Radiant Jeweled Gauntlet,B,4.36,-0.14,14.0%,1469,0.4%,Vex | Aurelion Sol | Bard | Nami | Lulu
Radiant Sterak's Gage,B,4.37,-0.13,12.8%,298,0.1%,Fiora | Graves | Riven | Master Yi | Leona
Radiant Infinity Edge,C,4.40,-0.10,14.3%,777,0.2%,Miss Fortune | Xayah | Jhin | Graves | Corki
Radiant Sunfire Cape,C,4.40,-0.10,8.1%,161,0.0%,Ornn | Tahm Kench | Nunu & Willump | Leona | Rammus
Radiant Archangel's Staff,C,4.44,-0.06,10.5%,152,0.0%,Vex | Aurelion Sol | LeBlanc | Bard | Viktor
Radiant Edge of Night,C,4.46,-0.04,13.1%,627,0.2%,Master Yi | Zed | Fiora | Pyke | Riven
Radiant Nashor's Tooth,C,4.48,-0.02,13.1%,867,0.2%,Lulu | Nami | Lissandra | Karma | Twisted Fate
Radiant Ionic Spark,C,4.49,-0.01,10.0%,70,0.0%,Blitzcrank | Leona | Illaoi | Nunu & Willump | The Mighty Mech
Radiant Kraken's Fury,C,4.49,-0.01,16.6%,1371,0.3%,Xayah | Kindred | Jinx | Miss Fortune | Graves
Radiant Hand of Justice,D,4.50,+0.00,12.0%,283,0.1%,Fiora | Riven | Master Yi | Gragas | Graves
Radiant Adaptive Helm,D,4.60,+0.10,12.0%,216,0.1%,Nunu & Willump | Leona | Cho'Gath | Bard | Ornn
Radiant Gargoyle Stoneplate,D,4.64,+0.14,12.1%,1491,0.4%,The Mighty Mech | Leona | Rammus | Nunu & Willump | Ornn
Radiant Guinsoo's Rageblade,D,4.64,+0.14,16.3%,1532,0.4%,Vex | Xayah | LeBlanc | Miss Fortune | Graves
Radiant Spear of Shojin,D,4.65,+0.15,17.8%,269,0.1%,Zed | Graves | Corki | Lulu | Nami
Radiant Bramble Vest,D,4.67,+0.17,10.7%,187,0.0%,Rammus | Tahm Kench | Nunu & Willump | Ornn | Leona
Radiant Last Whisper,D,4.69,+0.19,8.8%,238,0.1%,Corki | Xayah | Kindred | Jhin | Graves
Radiant Quicksilver,D,4.71,+0.21,8.6%,301,0.1%,Master Yi | Graves | Bel'Veth | Urgot | Fiora
Radiant Void Staff,D,4.72,+0.22,10.3%,339,0.1%,Vex | Bard | Karma | Sona | Aurelion Sol
Radiant Protector's Vow,D,4.76,+0.26,10.1%,497,0.1%,Nunu & Willump | Rammus | Leona | Ornn | Cho'Gath
Radiant Steadfast Heart,D,4.91,+0.41,8.8%,102,0.0%,Ornn | Nunu & Willump | Rammus | Tahm Kench | Leona
