Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Fateweaver Twisted Fate,5,Easy,4.05,0.22,13.7%,58.9%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Guinsoo's Rageblade, Giant Slayer, Kraken's Fury) | Talon★ (Edge of Night, Red Buff, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
S,Vanguard Leona Teemo,5,Medium,4.14,0.53,12.6%,57.4%,Leona | Teemo | Zoe | Nasus | Nami | Illaoi | Mordekaiser | Lissandra,"Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Zoe★ (Morellonomicon, Spear of Shojin, Void Staff) | Nasus★ (Sunfire Cape, Warmog's Armor) | Nami | Illaoi | Mordekaiser | Lissandra★"
A,Dark Star Kai'Sa Karma,,Medium,4.26,0.56,14.6%,54.1%,Kai'Sa | Karma | Tahm Kench | Jhin | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra,"Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Tahm Kench (Bramble Vest, Sunfire Cape, Evenshroud) | Jhin (Deathblade, Infinity Edge, Striker's Flail) | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra"
A,Primordian Briar,5,Easy,4.26,0.48,11.4%,55.1%,Briar | Bel'Veth | Rek'Sai | Kai'Sa | Kindred | Rhaast | Akali | Cho'Gath,"Briar★ (Bloodthirster, Sterak's Gage, Titan's Resolve) | Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Evenshroud) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Kindred | Rhaast | Akali | Cho'Gath★"
A,Marauder Master Yi,,Medium,4.36,1.57,13.5%,52.6%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Hand Of Justice) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
A,Stargazer - The Mountain Lulu,7,Medium,4.43,0.56,15.8%,50.4%,Lulu | Jax | Milio | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Vanguard Nunu & Willump,,Hard,4.43,0.23,14.9%,50.3%,Nunu & Willump | Vex | Blitzcrank | Karma | Bard | Sona | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Bramble Vest, Protector's Vow, Warmog's Armor) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Bard | Sona | Illaoi | Meepsie | Mordekaiser"
A,Dark Star Kai'Sa,7,Medium,4.47,0.22,12.6%,50.0%,Kai'Sa | Illaoi | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Kai'Sa★ (Voyager Emblem, Blue Buff, Infinity Edge) | Illaoi★ (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Karma (Adaptive Helm, Jeweled Gauntlet, Rabadon's Deathcap) | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
B,Meeple Corki,,Hard,4.54,1.28,8.9%,50.4%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Bramble Vest, Crownguard, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Sunfire Cape, Warmog's Armor) | Fizz | Meepsie | Milio | Poppy"
B,Stargazer - The Mountain Xayah,,Medium,4.54,0.04,16.1%,47.8%,Xayah | Nunu & Willump | Riven | Jhin | Lulu | Jax | Mordekaiser | Talon,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Protector's Vow, Protector's Vow, Steadfast Heart) | Riven (Stargazer Emblem, Edge of Night, Quicksilver) | Jhin (Stargazer Emblem, Deathblade, Infinity Edge) | Lulu | Jax | Mordekaiser | Talon"
B,Vanguard Leona Zoe,5,Medium,4.59,0.07,12.6%,47.3%,Leona | Zoe | LeBlanc | Nunu & Willump | Karma | Illaoi | Meepsie | Mordekaiser,"Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Zoe★ (Jeweled Gauntlet, Morellonomicon, Void Staff) | LeBlanc (Archangel's Staff, Guinsoo's Rageblade, Giant Slayer) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Karma | Illaoi | Meepsie | Mordekaiser"
B,Brawler Tahm Kench,,Hard,4.61,0.07,21.7%,46.3%,Tahm Kench | Vex | Graves | Fiora | Morgana | Shen | Maokai | Akali | Aatrox,"Tahm Kench (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Vex (Guinsoo's Rageblade, Guinsoo's Rageblade, Giant Slayer) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Morgana | Shen | Maokai | Akali | Aatrox"
