Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Space Groove Ornn,7,Easy,4.18,0.52,15.5%,55.5%,Ornn | Samira | Nami | Blitzcrank | Rammus | Gwen | Nasus | Teemo,"Ornn★ (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Samira★ (Deathblade, Last Whisper, Spear of Shojin) | Nami (Morellonomicon, Spear of Shojin, Void Staff) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Rammus | Gwen | Nasus | Teemo"
A,Vanguard Nunu & Willump,,Hard,4.27,0.96,16.0%,53.6%,Nunu & Willump | Vex | Bard | Sona | Blitzcrank | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Protector's Vow, Protector's Vow, Protector's Vow) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Bard (Jeweled Gauntlet, Giant Slayer, Rabadon's Deathcap) | Sona (Morellonomicon, Spear of Shojin, Void Staff) | Blitzcrank | Karma | Illaoi | Meepsie | Mordekaiser"
A,Brawler Master Yi,,Medium,4.38,0.64,10.3%,53.0%,Master Yi | Kindred | Tahm Kench | Fiora | Maokai | Rhaast | Urgot | Bel'Veth | Gragas,"Master Yi (Edge of Night, Giant Slayer, Quicksilver) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Maokai | Rhaast | Urgot | Bel'Veth | Gragas"
A,Meeple Corki,,Medium,4.39,0.75,8.8%,53.6%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Protector's Vow, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
A,Sniper Xayah,,Medium,4.42,0.67,17.0%,50.7%,Xayah | Nunu & Willump | Tahm Kench | Jhin | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Tahm Kench (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Mecha Aurelion Sol,,Medium,4.42,0.09,21.3%,51.0%,Aurelion Sol | The Mighty Mech | Urgot | Tahm Kench | Fiora | Karma,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Lioness's Lament, Gargoyle Stoneplate, Sterak's Gage) | Urgot (Infinity Edge, Quicksilver, Hand Of Justice) | Tahm Kench (Sunfire Cape, Spirit Visage, Warmog's Armor) | Fiora | Karma"
A,Space Groove Nami,,Hard,4.42,0.46,13.1%,51.7%,Nami | Riven | Tahm Kench | Blitzcrank | Shen | Nunu & Willump | Ornn | Gwen | Pantheon,"Nami (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Riven (Bastion Emblem, Space Groove Emblem, Bloodthirster) | Tahm Kench (Space Groove Emblem, Gargoyle Stoneplate, Warmog's Armor) | Blitzcrank (Ionic Spark, Jeweled Gauntlet, Morellonomicon) | Shen | Nunu & Willump | Ornn | Gwen | Pantheon"
A,Stargazer - The Mountain Lulu,7,Medium,4.42,0.21,12.2%,51.5%,Lulu | Milio | Jax | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Jax★ (Protector's Vow, Gargoyle Stoneplate, Gargoyle Stoneplate) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Dark Star Jhin,,Easy,4.43,0.15,11.9%,51.2%,Jhin | Karma | Tahm Kench | Nunu & Willump | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Jhin (Deathblade, Infinity Edge, Striker's Flail) | Karma (Jeweled Gauntlet, Nashor's Tooth, Striker's Flail) | Tahm Kench (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Meeple Rammus,,Easy,4.45,0.18,12.1%,50.2%,Rammus | Gnar | Corki | Jhin | Bard | The Mighty Mech | Fizz | Meepsie | Poppy,"Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Gnar★ (Deathblade, Guinsoo's Rageblade, Infinity Edge) | Corki (Deathblade, Infinity Edge, Striker's Flail) | Jhin (Deathblade, Last Whisper, Giant Slayer) | Bard | The Mighty Mech | Fizz | Meepsie | Poppy"
A,Dark Star Cho'Gath,5,Easy,4.45,0.18,13.0%,50.0%,Cho'Gath | Lissandra | Kai'Sa | Jhin | The Mighty Mech | Karma | Mordekaiser | Pantheon,"Cho'Gath★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | The Mighty Mech | Karma | Mordekaiser | Pantheon"
A,Dark Star Illaoi,,Medium,4.49,0.03,10.1%,50.9%,Illaoi | Karma | Kai'Sa | Jhin | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra,"Illaoi (Protector's Vow, Ionic Spark, Sunfire Cape) | Karma (Blue Buff, Jeweled Gauntlet, Spear of Shojin) | Kai'Sa★ (Blue Buff, Deathblade, Infinity Edge) | Jhin (Infinity Edge, Last Whisper, Giant Slayer) | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra"
B,Voyager Pyke,6,Medium,4.54,0.02,7.6%,49.9%,Pyke | Gragas | Master Yi | Karma | Sona | Tahm Kench | Meepsie | Lissandra,"Pyke★ (Target-Lock Optics, Edge of Night, Hand Of Justice) | Gragas★ (Protector's Vow, Sunfire Cape, Evenshroud) | Master Yi (Giant Slayer, Quicksilver, Hand Of Justice) | Karma (Archangel's Staff, Jeweled Gauntlet, Spear of Shojin) | Sona | Tahm Kench | Meepsie★ | Lissandra"
