Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Nunu & Willump,,Hard,4.11,1.17,17.7%,56.6%,Vex | Nunu & Willump | Bard | Blitzcrank | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Nunu & Willump (Protector's Vow, Protector's Vow, Warmog's Armor) | Bard (Jeweled Gauntlet, Striker's Flail, Rabadon's Deathcap) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
A,Meeple Corki,,Medium,4.30,0.78,8.7%,55.8%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Sterak's Gage, Titan's Resolve) | The Mighty Mech (Sunfire Cape, Warmog's Armor) | Fizz | Meepsie | Milio | Poppy"
A,Marauder Master Yi,,Medium,4.37,0.70,9.8%,53.6%,Master Yi | Kindred | Tahm Kench | Fiora | Maokai | Rhaast | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Maokai | Rhaast | Urgot | Bel'Veth | Gragas"
A,Sniper Xayah Nunu & Willump,,Medium,4.42,0.90,16.5%,50.5%,Xayah | Nunu & Willump | Tahm Kench | Jhin | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Tahm Kench (Bramble Vest, Spirit Visage, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Dark Star Jhin,,Easy,4.43,0.18,11.7%,50.9%,Jhin | Karma | Tahm Kench | Nunu & Willump | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Jhin (Deathblade, Infinity Edge, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Tahm Kench (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Bulwark Vex,,Hard,4.47,1.07,19.3%,50.0%,Vex | Graves | Nunu & Willump | Blitzcrank | Fiora | Shen | Rhaast | Akali | Aatrox,"Vex (Guinsoo's Rageblade, Rabadon's Deathcap, Red Buff) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Blitzcrank (Crownguard) | Fiora | Shen | Rhaast | Akali | Aatrox"
A,Dark Star Illaoi,,Easy,4.49,0.04,8.2%,50.3%,Illaoi | Karma | Kai'Sa | Jhin | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra,"Illaoi (Crownguard, Ionic Spark, Sunfire Cape) | Karma (Red Buff, Spear of Shojin, Void Staff) | Kai'Sa★ (Infinity Edge, Giant Slayer, Striker's Flail) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra"
B,Dark Star Cho'Gath,5,Easy,4.54,0.17,11.3%,48.9%,Cho'Gath | Lissandra | Kai'Sa | Karma | Jhin | The Mighty Mech | Mordekaiser | Pantheon,"Cho'Gath★ (Dragon's Claw, Protector's Vow, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Kai'Sa (Deathblade, Giant Slayer, Spear of Shojin) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin | The Mighty Mech | Mordekaiser | Pantheon"
B,Timebreaker Pyke,6,Medium,4.55,0.02,3.6%,51.5%,Pyke | Gwen | Gragas | Pantheon | Riven | Rhaast | Meepsie | Milio,"Pyke★ (Malware Matrix, Infinity Edge, Hand Of Justice) | Gwen★ (Hextech Gunblade, Giant Slayer, Rabadon's Deathcap) | Gragas★ (Crownguard, Protector's Vow, Spirit Visage) | Pantheon★ (Bramble Vest, Gargoyle Stoneplate, Spirit Visage) | Riven | Rhaast | Meepsie★ | Milio★"
B,Space Groove Nami,,Medium,4.55,0.18,11.4%,49.0%,Nami | Riven | Tahm Kench | Blitzcrank | Shen | Nunu & Willump | Ornn | Gwen | Pantheon,"Nami (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Riven (Bastion Emblem, Space Groove Emblem, Bloodthirster) | Tahm Kench (Steadfast Heart, Sunfire Cape, Spirit Visage) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Shen | Nunu & Willump | Ornn | Gwen | Pantheon"
B,Voyager Pyke,6,Medium,4.56,0.02,7.7%,49.3%,Pyke | Gragas | Master Yi | Sona | Karma | Tahm Kench | Meepsie | Lissandra,"Pyke★ (Edge of Night, Infinity Edge, Hand Of Justice) | Gragas★ (Spirit Visage, Evenshroud, Warmog's Armor) | Master Yi (Bloodthirster, Edge of Night, Giant Slayer) | Sona (Morellonomicon) | Karma | Tahm Kench | Meepsie★ | Lissandra"
B,Mecha Aurelion Sol,,Medium,4.60,0.05,21.1%,47.9%,Aurelion Sol | The Mighty Mech | Urgot | Tahm Kench | Fiora | Karma,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Iceblast Armor, Lioness's Lament, Gargoyle Stoneplate) | Urgot (Infinity Edge, Quicksilver, Hand Of Justice) | Tahm Kench (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Fiora | Karma"
B,Challenger Miss Fortune Ornn,7,Easy,4.60,0.23,5.4%,48.9%,Miss Fortune | Ornn | Urgot | Maokai | Rhaast | Bel'Veth | Aatrox,"Miss Fortune★ (Deathblade, Guinsoo's Rageblade, Infinity Edge) | Ornn★ (Dragon's Claw, Gargoyle Stoneplate, Warmog's Armor) | Urgot★ (Deathblade, Giant Slayer, Quicksilver) | Maokai★ (Crownguard, Protector's Vow, Warmog's Armor) | Rhaast★ | Bel'Veth | Aatrox"
B,N.O.V.A. Kindred,,Easy,4.60,0.05,14.0%,47.3%,Tahm Kench | Maokai | Graves | Fiora | Shen | Vex | Rhaast | Akali | Aatrox,"Tahm Kench (Protector's Vow, Sunfire Cape, Warmog's Armor) | Maokai (Protector's Vow, Spirit Visage, Warmog's Armor) | Graves (Giant Slayer, Striker's Flail, Quicksilver) | Fiora | Shen | Vex | Rhaast | Akali | Aatrox"
B,Meeple Veigar,5,Medium,4.60,0.02,12.1%,45.6%,Veigar | Rammus | Poppy | Lissandra | Bard | Illaoi | Meepsie | Mordekaiser,"Veigar★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Rammus (Crownguard, Crownguard, Gargoyle Stoneplate) | Poppy★ (Crownguard, Dragon's Claw, Gargoyle Stoneplate) | Lissandra★ (Jeweled Gauntlet, Giant Slayer, Spear of Shojin) | Bard | Illaoi | Meepsie | Mordekaiser"
B,Conduit Miss Fortune,7,Easy,4.61,0.05,4.9%,49.0%,Miss Fortune | Viktor | Ornn | Maokai | Rhaast | Gragas | Aatrox,"Miss Fortune★ (Deathblade, Infinity Edge, Giant Slayer) | Viktor★ (Archangel's Staff, Jeweled Gauntlet, Rabadon's Deathcap) | Ornn★ (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Maokai★ (Sunfire Cape, Spirit Visage, Warmog's Armor) | Rhaast★ | Gragas | Aatrox"
B,Dark Star Aurelion Sol,,Medium,4.62,0.13,8.2%,47.7%,Aurelion Sol | Karma | Tahm Kench | Nunu & Willump | Jhin | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath,"Aurelion Sol (Dark Star Emblem, Jeweled Gauntlet, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Tahm Kench (Protector's Vow, Sunfire Cape, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Jhin | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath"
B,Shepherd LeBlanc,,Easy,4.62,0.07,9.1%,47.4%,LeBlanc | Illaoi | Karma | Sona | The Mighty Mech | Meepsie | Leona | Lissandra | Teemo,"LeBlanc (Voyager Emblem, Guinsoo's Rageblade, Jeweled Gauntlet) | Illaoi (Ionic Spark, Sunfire Cape, Warmog's Armor) | Karma (Shepherd Emblem, Morellonomicon, Void Staff) | Sona (Morellonomicon, Spear of Shojin, Void Staff) | The Mighty Mech | Meepsie | Leona★ | Lissandra | Teemo"
B,Stargazer - The Mountain Lulu,7,Medium,4.62,0.20,10.0%,47.2%,Lulu | Milio | Jax | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Milio★ (Stargazer Emblem, Rabadon's Deathcap, Spear of Shojin) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
B,Stargazer - The Mountain Xayah,,Medium,4.65,0.02,13.1%,46.9%,Xayah | Riven | Nunu & Willump | Jhin | Shen | Rhaast | Jax | Mordekaiser | Talon,"Xayah (Last Whisper, Red Buff, Kraken's Fury) | Riven (Stargazer Emblem, Bloodthirster, Sterak's Gage) | Nunu & Willump (Adaptive Helm, Crownguard, Protector's Vow) | Jhin (Stargazer Emblem, Deathblade, Infinity Edge) | Shen | Rhaast | Jax | Mordekaiser | Talon"
B,Vanguard Aurelion Sol,,Medium,4.68,0.21,9.7%,45.4%,Aurelion Sol | Nunu & Willump | Karma | Illaoi | Bard | Blitzcrank | Sona | Meepsie | Mordekaiser,"Aurelion Sol (Jeweled Gauntlet, Rabadon's Deathcap, Rabadon's Deathcap) | Nunu & Willump (Bramble Vest, Protector's Vow, Warmog's Armor) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Illaoi (Gargoyle Stoneplate, Steadfast Heart, Warmog's Armor) | Bard | Blitzcrank | Sona | Meepsie | Mordekaiser"
B,Primordian Bel'Veth,6,Easy,4.68,0.11,5.6%,48.3%,Bel'Veth | Akali | Rek'Sai | Kindred | Maokai | Aatrox | Briar | Caitlyn,"Bel'Veth★ (Infinity Edge, Striker's Flail, Quicksilver) | Akali★ (Deathblade, Edge of Night, Striker's Flail) | Rek'Sai★ (Protector's Vow, Evenshroud, Warmog's Armor) | Kindred | Maokai | Aatrox★ | Briar★ | Caitlyn★"
B,Challenger Jinx,6,Easy,4.69,0.05,2.8%,48.3%,Jinx | Jax | Akali | Bel'Veth | Kindred | Diana | Aatrox,"Jinx★ (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Akali★ (Edge of Night, Striker's Flail, Hand Of Justice) | Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Kindred | Diana | Aatrox"
B,Voyager Viktor,7,Easy,4.74,0.05,5.5%,45.5%,Viktor | Illaoi | Nami | Pyke | Rhaast | Meepsie | Mordekaiser | Lissandra,"Viktor★ (Drone Uplink, Jeweled Gauntlet, Rabadon's Deathcap) | Illaoi★ (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Nami (Morellonomicon, Spear of Shojin, Void Staff) | Pyke★ (Edge of Night, Infinity Edge, Hand Of Justice) | Rhaast★ | Meepsie | Mordekaiser | Lissandra"
C,Voyager The Mighty Mech Aurelion Sol,,Medium,4.79,0.09,10.9%,43.9%,Aurelion Sol | The Mighty Mech | Karma | Blitzcrank | Morgana | Rhaast | Mordekaiser,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Lioness's Lament, Gargoyle Stoneplate, Gargoyle Stoneplate) | Karma (Adaptive Helm, Morellonomicon, Void Staff) | Blitzcrank | Morgana | Rhaast | Mordekaiser"
C,Arbiter Diana,7,Easy,4.79,0.14,14.2%,45.0%,Diana | Illaoi | Aurora | Jinx | LeBlanc | Meepsie | Leona,"Diana★ (Cyclonic Slicers, Bloodthirster, Titan's Resolve) | Illaoi★ (Radiant Field, Gargoyle Stoneplate, Warmog's Armor) | Aurora★ (The Annihilator, Jeweled Gauntlet, Spear of Shojin) | Jinx★ (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | LeBlanc | Meepsie | Leona"
C,Challenger Miss Fortune,7,Easy,4.84,0.02,5.3%,42.4%,Miss Fortune | Maokai | Urgot | Kindred | Tahm Kench | Rhaast | Bel'Veth | Rek'Sai,"Miss Fortune★ (Deathblade, Deathblade, Deathblade) | Maokai★ (Crownguard, Spirit Visage, Evenshroud) | Urgot★ (Infinity Edge, Giant Slayer, Hand Of Justice) | Kindred (Last Whisper, Red Buff, Kraken's Fury) | Tahm Kench | Rhaast | Bel'Veth | Rek'Sai"
C,Vanguard LeBlanc,,Medium,4.86,0.31,6.9%,42.4%,LeBlanc | Leona | Nunu & Willump | Karma | Bard | Illaoi | Meepsie | Mordekaiser | Zoe,"LeBlanc (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Crownguard, Protector's Vow) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Bard | Illaoi | Meepsie | Mordekaiser | Zoe"
C,Fateweaver Twisted Fate,5,Easy,4.86,0.05,4.9%,44.1%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Protector's Vow, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Talon★ (Hextech Gunblade, Spear of Shojin, Sterak's Gage) | Corki | Riven | Milio | Aatrox★"
C,Meeple Rammus,,Easy,4.93,0.03,10.8%,40.7%,Rammus | Corki | Gnar | Bard | Fizz | Meepsie | Milio | Poppy,"Rammus (Protector's Vow, Gargoyle Stoneplate, Gargoyle Stoneplate) | Corki (Infinity Edge, Last Whisper, Giant Slayer) | Gnar★ (Deathblade, Deathblade, Guinsoo's Rageblade) | Bard (Jeweled Gauntlet, Nashor's Tooth, Spear of Shojin) | Fizz | Meepsie | Milio | Poppy"
C,Sniper Xayah,,Medium,4.94,0.09,9.4%,41.2%,Xayah | Rammus | Nunu & Willump | Jhin | Bard | Rhaast | Gnar | Jax | Mordekaiser,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Rammus (Stargazer Emblem, Crownguard, Gargoyle Stoneplate) | Nunu & Willump (Protector's Vow, Protector's Vow, Protector's Vow) | Jhin (Infinity Edge, Last Whisper, Giant Slayer) | Bard | Rhaast | Gnar | Jax | Mordekaiser"
C,Space Groove Ornn,7,Easy,4.95,0.02,7.2%,40.9%,Ornn | Nami | Samira | Blitzcrank | Rammus | Gwen | Nasus | Teemo,"Ornn★ (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Nami (Hextech Gunblade, Rabadon's Deathcap, Spear of Shojin) | Samira★ (Deathblade, Last Whisper, Spear of Shojin) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Rammus | Gwen | Nasus | Teemo"
C,Mecha Urgot,7,Medium,4.97,0.01,7.1%,42.7%,Urgot | Aurora | Maokai | Rhaast | The Mighty Mech | Akali,"Urgot★ (Deathblade, Deathblade, Quicksilver) | Aurora★ (Jeweled Gauntlet, Red Buff, Spear of Shojin) | Maokai★ (Bramble Vest, Evenshroud, Warmog's Armor) | Rhaast★ (Gargoyle Stoneplate, Evenshroud, Warmog's Armor) | The Mighty Mech | Akali"
D,Replicator Lulu,7,Easy,5.04,0.01,8.2%,37.5%,Lulu | Miss Fortune | Maokai | Nunu & Willump | Jax | Pantheon | Aatrox,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Miss Fortune★ (Stargazer Emblem, Deathblade, Spear of Shojin) | Maokai★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Sunfire Cape) | Nunu & Willump | Jax | Pantheon | Aatrox"
D,Timebreaker Ezreal,5,Easy,5.05,0.05,10.7%,40.3%,Ezreal | Cho'Gath | Pantheon | Riven | Jhin | Tahm Kench | Maokai | Milio,"Ezreal★ (Deathblade, Infinity Edge, Spear of Shojin) | Cho'Gath★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Pantheon★ (Steadfast Heart, Sunfire Cape, Evenshroud) | Riven (Bloodthirster, Sterak's Gage, Titan's Resolve) | Jhin | Tahm Kench | Maokai | Milio★"
D,Vanguard Xayah,,Medium,5.05,0.05,12.0%,39.9%,Xayah | Nunu & Willump | Jhin | Blitzcrank | Bard | Shen | Illaoi | Jax | Mordekaiser,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Protector's Vow, Steadfast Heart, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Striker's Flail) | Blitzcrank (Crownguard) | Bard | Shen | Illaoi | Jax | Mordekaiser"
D,Voyager The Mighty Mech,,Easy,5.05,0.01,5.2%,40.5%,The Mighty Mech | Karma | Aurora | Sona | Bard | Illaoi | Meepsie | Mordekaiser | Pyke,"The Mighty Mech (Biomatter Preserver, Gargoyle Stoneplate, Warmog's Armor) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Aurora (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Sona (Voyager Emblem, Jeweled Gauntlet, Nashor's Tooth) | Bard | Illaoi | Meepsie | Mordekaiser | Pyke"
D,Bastion Corki,,Easy,5.05,0.02,5.5%,38.0%,Corki | Rammus | Shen | Vex | Ornn | Jax | Aatrox | Caitlyn | Poppy,"Corki (Deathblade, Last Whisper, Striker's Flail) | Rammus (Crownguard, Dragon's Claw, Warmog's Armor) | Shen (Bloodthirster, Edge of Night, Guinsoo's Rageblade) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Ornn | Jax | Aatrox | Caitlyn★ | Poppy"
D,Voyager Nami,,Medium,5.06,0.08,5.3%,37.8%,Nami | Karma | Nunu & Willump | The Mighty Mech | Illaoi | Rhaast | Meepsie | Lissandra,"Nami (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Nunu & Willump (Adaptive Helm, Protector's Vow, Spirit Visage) | The Mighty Mech (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Illaoi | Rhaast | Meepsie | Lissandra"
D,Challenger Diana Miss Fortune,7,Easy,5.06,0.02,3.2%,38.4%,Diana | Miss Fortune | Illaoi | Leona | Nunu & Willump | Mordekaiser | Zoe,"Diana★ (Vanguard Emblem, Guinsoo's Rageblade, Titan's Resolve) | Miss Fortune★ (Infinity Edge, Last Whisper, Striker's Flail) | Illaoi★ (Crownguard, Gargoyle Stoneplate, Sunfire Cape) | Leona★ (Bramble Vest, Gargoyle Stoneplate, Spirit Visage) | Nunu & Willump | Mordekaiser | Zoe"
D,Brawler Maokai,,Medium,5.10,0.01,14.7%,38.1%,Maokai | Tahm Kench | Graves | Vex | Fiora | Shen | Urgot | Gragas | Aatrox,"Maokai (Gargoyle Stoneplate, Warmog's Armor, Warmog's Armor) | Tahm Kench (Dragon's Claw, Gargoyle Stoneplate, Spirit Visage) | Graves (Brawler Emblem, Giant Slayer, Quicksilver) | Vex (Archangel's Staff, Guinsoo's Rageblade, Jeweled Gauntlet) | Fiora | Shen | Urgot | Gragas | Aatrox"
