Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Space Groove Samira,7,Medium,4.08,0.19,20.7%,56.2%,Ornn | Ornn | Samira | Samira | Nami | Blitzcrank | Jhin | Nasus,"Ornn★ (Gargoyle Stoneplate, Steadfast Heart, Warmog's Armor) | Ornn | Samira★ (Deathblade, Giant Slayer, Spear of Shojin) | Samira | Nami (Jeweled Gauntlet, Morellonomicon, Spear of Shojin) | Blitzcrank | Jhin | Nasus"
A,Vanguard Nunu & Willump,,Hard,4.27,0.95,16.2%,53.5%,Nunu & Willump | Bard | Vex | Sona | Blitzcrank | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Adaptive Helm, Adaptive Helm, Protector's Vow) | Bard (Jeweled Gauntlet, Giant Slayer, Rabadon's Deathcap) | Vex (Guinsoo's Rageblade, Red Buff, Void Staff) | Sona (Morellonomicon, Spear of Shojin, Void Staff) | Blitzcrank | Karma | Illaoi | Meepsie | Mordekaiser"
A,Space Groove Ornn,7,Easy,4.30,1.01,13.8%,53.4%,Ornn | Samira | Nami | Blitzcrank | Shen | Gwen | Nasus | Teemo,"Ornn★ (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Samira★ (Deathblade, Last Whisper, Spear of Shojin) | Nami (Morellonomicon, Spear of Shojin, Void Staff) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Shen | Gwen | Nasus | Teemo"
A,Brawler Master Yi,,Medium,4.39,0.55,10.0%,53.0%,Master Yi | Kindred | Tahm Kench | Fiora | Maokai | Rhaast | Urgot | Bel'Veth | Gragas,"Master Yi (Edge of Night, Giant Slayer, Quicksilver) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Evenshroud, Warmog's Armor) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Maokai | Rhaast | Urgot | Bel'Veth | Gragas"
A,Sniper Xayah,,Hard,4.40,0.59,17.3%,51.0%,Xayah | Nunu & Willump | Tahm Kench | Jhin | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Tahm Kench (Dragon's Claw, Spirit Visage, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Mecha Aurelion Sol,,Medium,4.41,0.09,21.3%,52.1%,Aurelion Sol | The Mighty Mech | Urgot | Tahm Kench | Fiora | Karma,"Aurelion Sol (Searing Shortbow, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Lioness's Lament, Gargoyle Stoneplate, Gargoyle Stoneplate) | Urgot (Infinity Edge, Sterak's Gage, Hand Of Justice) | Tahm Kench (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Fiora | Karma"
A,Stargazer - The Mountain Lulu,7,Medium,4.41,0.23,12.6%,51.6%,Lulu | Milio | Jax | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Jax★ (Protector's Vow, Gargoyle Stoneplate, Gargoyle Stoneplate) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Space Groove Nami,,Hard,4.42,0.44,12.8%,51.6%,Nami | Riven | Ornn | Tahm Kench | Blitzcrank | Shen | Nunu & Willump | Gwen | Pantheon,"Nami (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Riven (Bastion Emblem, Space Groove Emblem, Bloodthirster) | Ornn (Brawler Emblem, Gargoyle Stoneplate, Warmog's Armor) | Tahm Kench (Space Groove Emblem, Gargoyle Stoneplate, Warmog's Armor) | Blitzcrank | Shen | Nunu & Willump | Gwen | Pantheon"
A,Meeple Corki,,Medium,4.45,0.61,8.5%,52.4%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Gargoyle Stoneplate, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
A,Meeple Rammus,,Easy,4.46,0.23,12.1%,50.2%,Rammus | Gnar | Corki | Jhin | Bard | The Mighty Mech | Fizz | Meepsie | Poppy,"Rammus (Bramble Vest, Crownguard, Gargoyle Stoneplate) | Gnar★ (Deathblade, Guinsoo's Rageblade, Infinity Edge) | Corki (Deathblade, Last Whisper, Giant Slayer) | Jhin (Infinity Edge, Last Whisper, Red Buff) | Bard | The Mighty Mech | Fizz | Meepsie | Poppy"
