Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Conduit Viktor Illaoi,7,Medium,3.97,0.58,12.3%,60.9%,Viktor | Illaoi | Nami | Rhaast | Meepsie | Mordekaiser | Pyke | Lissandra,"Viktor★ (Drone Uplink, Jeweled Gauntlet, Rabadon's Deathcap) | Illaoi★ (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Nami (Jeweled Gauntlet, Spear of Shojin, Void Staff) | Rhaast★ (Dragon's Claw, Steadfast Heart, Sunfire Cape) | Meepsie | Mordekaiser | Pyke | Lissandra"
S,Primordian Bel'Veth,6,Medium,4.18,0.45,9.5%,57.9%,Bel'Veth | Rek'Sai | Akali | Kindred | Maokai | Aatrox | Briar | Caitlyn,"Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Warmog's Armor) | Akali★ (Edge of Night, Striker's Flail, Hand Of Justice) | Kindred (Guinsoo's Rageblade, Giant Slayer, Kraken's Fury) | Maokai | Aatrox★ | Briar★ | Caitlyn"
S,Meeple Veigar Poppy,5,Medium,4.25,0.13,12.0%,54.9%,Veigar | Poppy | Lissandra | Rammus | Corki | Illaoi | Meepsie | Mordekaiser,"Veigar★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Poppy★ (Crownguard, Ionic Spark, Sunfire Cape) | Lissandra★ (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Rammus (Bramble Vest, Dragon's Claw, Warmog's Armor) | Corki | Illaoi | Meepsie | Mordekaiser"
A,Voyager Meepsie,6,Medium,4.26,0.07,9.7%,56.0%,Meepsie | Rammus | Karma | Pyke | The Mighty Mech | Aurora | Lissandra | Poppy,"Meepsie★ (Edge of Night, Jeweled Gauntlet, Hand Of Justice) | Rammus (Protector's Vow, Ionic Spark, Spirit Visage) | Karma (Blue Buff, Red Buff, Void Staff) | Pyke★ (Target-Lock Optics, Edge of Night, Infinity Edge) | The Mighty Mech | Aurora | Lissandra | Poppy"
A,Vanguard Teemo,5,Medium,4.28,0.22,8.6%,55.3%,Teemo | Leona | Nasus | Lissandra | Nami | Illaoi | Mordekaiser | Zoe,"Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Nasus★ (Ionic Spark, Sunfire Cape, Warmog's Armor) | Lissandra★ (Morellonomicon, Spear of Shojin, Void Staff) | Nami | Illaoi | Mordekaiser | Zoe"
A,Fateweaver Twisted Fate,5,Medium,4.31,0.35,9.5%,54.5%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
A,Sniper Xayah,,Medium,4.35,0.62,17.5%,52.0%,Xayah | Nunu & Willump | Jhin | Rammus | Bard | Rhaast | Gnar | Jax | Mordekaiser,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Protector's Vow, Protector's Vow, Protector's Vow) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Rammus (Steadfast Heart, Sunfire Cape, Evenshroud) | Bard | Rhaast | Gnar | Jax | Mordekaiser"
A,Vanguard Nunu & Willump,,Medium,4.37,0.49,11.8%,52.6%,LeBlanc | Nunu & Willump | Karma | Illaoi | Bard | Meepsie | Mordekaiser | Zoe | Leona,"LeBlanc (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Nunu & Willump (Protector's Vow, Steadfast Heart, Sunfire Cape) | Karma (Jeweled Gauntlet, Spear of Shojin, Void Staff) | Illaoi (Ionic Spark, Sunfire Cape, Spirit Visage) | Bard | Meepsie | Mordekaiser | Zoe | Leona"
A,Space Groove Nami,,Medium,4.38,0.49,14.9%,52.1%,Nami | Riven | Tahm Kench | Blitzcrank | Shen | Ornn | Gwen | Pantheon | Nasus,"Nami (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Riven (Space Groove Emblem, Bloodthirster, Titan's Resolve) | Tahm Kench (Protector's Vow, Spirit Visage, Warmog's Armor) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Shen | Ornn | Gwen | Pantheon | Nasus"
A,Timebreaker Pyke,6,Easy,4.38,0.05,5.8%,54.3%,Pyke | Gwen | Pantheon | Milio | Corki | Riven | Gragas | Meepsie,"Pyke★ (Target-Lock Optics, Edge of Night, Infinity Edge) | Gwen★ (Jeweled Gauntlet, Nashor's Tooth, Hand Of Justice) | Pantheon★ (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Milio★ (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Corki | Riven | Gragas★ | Meepsie★"
