Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Voyager Viktor,7,Medium,3.90,0.51,12.6%,62.3%,Viktor | Illaoi | Nami | Rhaast | Meepsie | Mordekaiser | Pyke | Lissandra,"Viktor★ (Drone Uplink, Jeweled Gauntlet, Rabadon's Deathcap) | Illaoi★ (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Nami (Giant Slayer, Spear of Shojin, Void Staff) | Rhaast★ (Protector's Vow, Sunfire Cape, Warmog's Armor) | Meepsie | Mordekaiser | Pyke | Lissandra"
S,Primordian Bel'Veth,6,Medium,4.13,0.46,9.6%,58.8%,Bel'Veth | Rek'Sai | Akali | Kindred | Maokai | Aatrox | Briar | Caitlyn,"Bel'Veth★ (Rogue Emblem, Giant Slayer, Quicksilver) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Evenshroud) | Akali★ (Edge of Night, Striker's Flail, Hand Of Justice) | Kindred (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Maokai | Aatrox | Briar★ | Caitlyn"
S,Vanguard Teemo,5,Medium,4.22,0.27,8.7%,56.8%,Teemo | Leona | Lissandra | Nasus | Nami | Illaoi | Mordekaiser | Zoe,"Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Lissandra★ (Morellonomicon, Spear of Shojin, Void Staff) | Nasus★ (Ionic Spark, Sunfire Cape, Warmog's Armor) | Nami | Illaoi | Mordekaiser | Zoe★"
S,Vanguard Nunu & Willump,,Medium,4.24,0.37,14.5%,54.3%,Nunu & Willump | Karma | Vex | Bard | Blitzcrank | Sona | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Vex (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Bard | Blitzcrank | Sona | Illaoi | Meepsie | Mordekaiser"
A,Mecha Urgot,7,Medium,4.26,0.40,12.4%,55.3%,Urgot | Aurora | Maokai | The Mighty Mech | Rhaast | Akali,"Urgot★ (Infinity Edge, Giant Slayer, Quicksilver) | Aurora★ (Jeweled Gauntlet, Striker's Flail, Spear of Shojin) | Maokai★ (Protector's Vow, Evenshroud, Warmog's Armor) | The Mighty Mech (Gargoyle Stoneplate, Evenshroud, Sterak's Gage) | Rhaast★ | Akali"
A,Fateweaver Twisted Fate,5,Medium,4.27,0.40,9.8%,55.5%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
A,Sniper Xayah,,Medium,4.31,0.71,20.7%,52.0%,Xayah | Nunu & Willump | Rammus | Jhin | Bard | Rhaast | Gnar | Jax | Mordekaiser,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Rammus (Sunfire Cape, Evenshroud, Warmog's Armor) | Jhin (Infinity Edge, Last Whisper, Giant Slayer) | Bard | Rhaast | Gnar | Jax | Mordekaiser"
A,Meeple Veigar,5,Medium,4.34,0.13,11.7%,52.8%,Veigar | Poppy | Lissandra | Rammus | Corki | Illaoi | Meepsie | Mordekaiser,"Veigar★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Poppy★ (Crownguard, Protector's Vow, Ionic Spark) | Lissandra★ (Jeweled Gauntlet, Spear of Shojin, Void Staff) | Rammus (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Corki | Illaoi | Meepsie | Mordekaiser"
A,Vanguard Leona,5,Medium,4.39,0.07,9.7%,52.5%,Leona | LeBlanc | Teemo | Nunu & Willump | Blitzcrank | Illaoi | Mordekaiser | Zoe | Nasus,"Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | LeBlanc (Guinsoo's Rageblade, Morellonomicon, Void Staff) | Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Nunu & Willump (Protector's Vow, Spirit Visage, Warmog's Armor) | Blitzcrank | Illaoi | Mordekaiser | Zoe | Nasus★"
A,Timebreaker Pyke,6,Easy,4.40,0.05,6.0%,53.9%,Pyke | Gwen | Pantheon | Milio | Corki | Riven | Gragas | Meepsie,"Pyke★ (Rogue Emblem, Target-Lock Optics, Infinity Edge) | Gwen★ (Hextech Gunblade, Jeweled Gauntlet, Rabadon's Deathcap) | Pantheon★ (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Milio★ (Morellonomicon, Spear of Shojin, Void Staff) | Corki | Riven | Gragas★ | Meepsie★"
