Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Space Groove Ornn,7,Easy,4.11,0.23,15.8%,56.9%,Ornn | Samira | Nami | Blitzcrank | Rammus | Gwen | Nasus | Teemo,"Ornn★ (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Samira★ (Deathblade, Last Whisper, Spear of Shojin) | Nami (Rabadon's Deathcap, Red Buff, Spear of Shojin) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Rammus | Gwen | Nasus | Teemo"
A,Vanguard Nunu & Willump,,Hard,4.29,1.00,15.8%,53.3%,Nunu & Willump | Vex | Bard | Blitzcrank | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Bard (Jeweled Gauntlet, Giant Slayer, Rabadon's Deathcap) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
A,Meeple Corki,,Medium,4.33,0.82,9.1%,54.9%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Sunfire Cape, Warmog's Armor) | Fizz | Meepsie | Milio | Poppy"
A,Marauder Master Yi,,Medium,4.35,0.68,10.4%,53.8%,Master Yi | Kindred | Tahm Kench | Fiora | Maokai | Rhaast | Urgot | Bel'Veth | Gragas,"Master Yi (Edge of Night, Giant Slayer, Quicksilver) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Maokai | Rhaast | Urgot | Bel'Veth | Gragas"
A,Space Groove Nami,,Medium,4.36,0.39,14.0%,52.6%,Nami | Riven | Tahm Kench | Blitzcrank | Shen | Nunu & Willump | Ornn | Gwen | Pantheon,"Nami (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Riven (Space Groove Emblem, Bloodthirster, Sterak's Gage) | Tahm Kench (Gargoyle Stoneplate, Sunfire Cape, Warmog's Armor) | Blitzcrank (Bloodthirster, Ionic Spark, Morellonomicon) | Shen | Nunu & Willump | Ornn | Gwen | Pantheon"
A,Mecha Aurelion Sol,,Medium,4.36,0.08,22.1%,52.6%,Aurelion Sol | The Mighty Mech | Urgot | Tahm Kench | Fiora | Karma,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Iceblast Armor, Lioness's Lament, Gargoyle Stoneplate) | Urgot (Infinity Edge, Giant Slayer, Hand Of Justice) | Tahm Kench (Sunfire Cape, Spirit Visage, Warmog's Armor) | Fiora | Karma"
A,Sniper Xayah,,Medium,4.43,0.73,16.9%,50.0%,Xayah | Nunu & Willump | Tahm Kench | Jhin | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Tahm Kench (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Dark Star Cho'Gath,5,Easy,4.44,0.18,14.1%,50.2%,Cho'Gath | Lissandra | Kai'Sa | Karma | Jhin | The Mighty Mech | Mordekaiser | Pantheon,"Cho'Gath★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Lissandra★ (Giant Slayer, Rabadon's Deathcap, Spear of Shojin) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin | The Mighty Mech | Mordekaiser | Pantheon"
A,Stargazer - The Mountain Lulu,7,Medium,4.44,0.21,11.8%,51.1%,Lulu | Milio | Jax | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Jax★ (Protector's Vow, Gargoyle Stoneplate, Gargoyle Stoneplate) | Maokai★ (Stargazer Emblem, Warmog's Armor, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Dark Star Jhin,,Easy,4.44,0.16,12.0%,50.4%,Jhin | Karma | Tahm Kench | Nunu & Willump | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Tahm Kench (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
