Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Nunu & Willump,,Hard,4.09,0.94,18.8%,56.8%,Nunu & Willump | Vex | Bard | Blitzcrank | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Bard (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
S,Meeple Corki,,Medium,4.24,0.68,9.3%,57.2%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Adaptive Helm, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
A,Mecha Aurelion Sol,,Medium,4.34,0.04,23.7%,52.7%,Aurelion Sol | The Mighty Mech | Urgot | Fiora | Karma | Tahm Kench,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Iceblast Armor, Lioness's Lament, Gargoyle Stoneplate) | Urgot (Infinity Edge, Last Whisper, Giant Slayer) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Karma | Tahm Kench"
A,Dark Star Jhin,,Easy,4.37,0.19,12.5%,53.0%,Jhin | Karma | Tahm Kench | Nunu & Willump | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Karma (Giant Slayer, Spear of Shojin, Void Staff) | Tahm Kench (Sunfire Cape, Spirit Visage, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Marauder Master Yi,,Medium,4.40,0.77,9.8%,52.7%,Master Yi | Kindred | Tahm Kench | Fiora | Maokai | Rhaast | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Maokai | Rhaast | Urgot | Bel'Veth | Gragas"
A,Dark Star Cho'Gath,5,Easy,4.42,0.18,12.1%,51.6%,Cho'Gath | Lissandra | Kai'Sa | Karma | Jhin | The Mighty Mech | Mordekaiser | Pantheon,"Cho'Gath★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Kai'Sa (Infinity Edge, Striker's Flail, Spear of Shojin) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin | The Mighty Mech | Mordekaiser | Pantheon"
A,Sniper Xayah,,Hard,4.42,0.96,16.3%,50.9%,Xayah | Nunu & Willump | Tahm Kench | Jhin | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Tahm Kench (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Bulwark Vex,,Hard,4.44,0.98,19.9%,50.1%,Vex | Graves | Nunu & Willump | Blitzcrank | Fiora | Shen | Rhaast | Akali | Aatrox,"Vex (Guinsoo's Rageblade, Rabadon's Deathcap, Red Buff) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Blitzcrank (Crownguard) | Fiora | Shen | Rhaast | Akali | Aatrox"
A,Dark Star Illaoi,,Easy,4.48,0.04,7.8%,51.1%,Illaoi | Karma | Kai'Sa | Jhin | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra,"Illaoi (Crownguard, Ionic Spark, Sunfire Cape) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Kai'Sa★ (Infinity Edge, Giant Slayer, Striker's Flail) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra"
A,Voyager Pyke,6,Easy,4.48,0.02,8.4%,51.7%,Pyke | Gragas | Master Yi | Karma | Sona | Tahm Kench | Meepsie | Lissandra,"Pyke★ (Edge of Night, Infinity Edge, Hand Of Justice) | Gragas★ (Protector's Vow, Spirit Visage, Evenshroud) | Master Yi (Edge of Night, Giant Slayer, Hand Of Justice) | Karma (Jeweled Gauntlet, Nashor's Tooth, Rabadon's Deathcap) | Sona | Tahm Kench | Meepsie★ | Lissandra"
