Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Teemo,5,Medium,4.16,0.49,12.3%,57.3%,Teemo | Leona | Zoe | Nasus | Nami | Illaoi | Mordekaiser | Lissandra,"Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Zoe★ (Morellonomicon, Spear of Shojin, Void Staff) | Nasus★ (Sunfire Cape, Spirit Visage, Warmog's Armor) | Nami | Illaoi | Mordekaiser | Lissandra★"
S,Dark Star Karma,,Medium,4.19,0.35,15.1%,55.9%,Karma | Tahm Kench | Kai'Sa | Jhin | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra,"Karma (Jeweled Gauntlet, Red Buff, Spear of Shojin) | Tahm Kench (Bramble Vest, Sunfire Cape, Evenshroud) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra"
A,Primordian Briar,5,Easy,4.27,0.48,10.9%,55.3%,Briar | Bel'Veth | Rek'Sai | Kai'Sa | Kindred | Rhaast | Akali | Cho'Gath,"Briar★ (Bloodthirster, Sterak's Gage, Titan's Resolve) | Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Evenshroud) | Kai'Sa (Infinity Edge, Striker's Flail, Spear of Shojin) | Kindred | Rhaast | Akali | Cho'Gath★"
A,Marauder Master Yi,,Medium,4.28,1.42,13.5%,54.3%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Bramble Vest, Sunfire Cape, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Hand Of Justice) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
A,Dark Star Nunu & Willump,,Medium,4.37,0.23,13.2%,51.9%,Nunu & Willump | Kai'Sa | Karma | Jhin | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Bramble Vest, Protector's Vow, Warmog's Armor) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Jeweled Gauntlet, Rabadon's Deathcap, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
A,Fateweaver Twisted Fate,5,Easy,4.39,0.32,10.6%,52.6%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
A,Vanguard Nunu & Willump,,Hard,4.40,0.28,15.8%,51.0%,Nunu & Willump | Vex | Blitzcrank | Bard | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Bard (Jeweled Gauntlet, Spear of Shojin, Void Staff) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
A,Dark Star Xayah,,Medium,4.42,0.07,16.8%,50.5%,Xayah | Nunu & Willump | Jhin | Karma | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath,"Xayah (Dark Star Emblem, Giant Slayer, Red Buff) | Nunu & Willump (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Karma (Blue Buff, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath"
A,Dark Star Kai'Sa,7,Medium,4.46,0.24,12.6%,50.6%,Kai'Sa | Illaoi | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Illaoi★ (Crownguard, Gargoyle Stoneplate, Warmog's Armor) | Karma (Rabadon's Deathcap, Red Buff, Spear of Shojin) | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
B,Meeple Corki,,Medium,4.50,1.13,9.2%,50.7%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Bramble Vest, Crownguard, Gargoyle Stoneplate) | Riven (Bloodthirster, Sterak's Gage, Titan's Resolve) | The Mighty Mech (Protector's Vow, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
