Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Dark Star Nunu & Willump,,Medium,4.13,0.21,14.4%,57.2%,Nunu & Willump | Jhin | Karma | Kai'Sa | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Bramble Vest, Protector's Vow, Protector's Vow) | Jhin (Infinity Edge, Last Whisper, Giant Slayer) | Karma (Nashor's Tooth, Morellonomicon, Void Staff) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
S,Vanguard Nunu & Willump,,Hard,4.14,0.65,19.3%,55.4%,Nunu & Willump | Vex | Bard | Blitzcrank | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Bramble Vest, Protector's Vow, Warmog's Armor) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Bard (Giant Slayer, Spear of Shojin, Void Staff) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
S,Dark Star Tahm Kench,,Easy,4.18,0.27,14.0%,56.0%,Tahm Kench | Karma | Jhin | Blitzcrank | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Tahm Kench (Ionic Spark, Sunfire Cape, Warmog's Armor) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Blitzcrank | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Dark Star Illaoi,,Medium,4.26,0.07,12.9%,55.0%,Illaoi | Karma | Kai'Sa | Jhin | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra,"Illaoi (Protector's Vow, Ionic Spark, Sunfire Cape) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra★"
A,Marauder Master Yi,,Medium,4.35,0.90,11.3%,53.5%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
A,Sniper Xayah,,Medium,4.38,0.64,17.9%,50.9%,Xayah | Nunu & Willump | Jhin | Tahm Kench | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Tahm Kench (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Dark Star Riven,,Medium,4.39,0.02,13.8%,52.0%,Riven | Kai'Sa | Tahm Kench | Jhin | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath,"Riven (Dark Star Emblem, Brawler Emblem, Hand Of Justice) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Tahm Kench (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Jhin (Rogue Emblem, Infinity Edge, Giant Slayer) | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath"
A,Meeple Corki,,Medium,4.40,1.46,7.9%,53.7%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Protector's Vow, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
A,Mecha Aurelion Sol,,Easy,4.43,0.08,19.5%,51.1%,Aurelion Sol | The Mighty Mech | Karma | Tahm Kench | Nunu & Willump | Urgot | Mordekaiser,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Iceblast Armor, Lioness's Lament, Gargoyle Stoneplate) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Tahm Kench (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Nunu & Willump | Urgot | Mordekaiser"
A,Stargazer - The Mountain Lulu,7,Medium,4.45,0.37,12.9%,50.6%,Lulu | Jax | Milio | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Jax★ (Bloodthirster, Edge of Night, Titan's Resolve) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Maokai★ (Stargazer Emblem, Bramble Vest, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
B,Dark Star Cho'Gath,5,Easy,4.50,0.22,14.6%,48.9%,Cho'Gath | Lissandra | Kai'Sa | Karma | Jhin | The Mighty Mech | Mordekaiser | Pantheon,"Cho'Gath★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin | The Mighty Mech | Mordekaiser | Pantheon"
B,Vanguard Vex,,Hard,4.53,0.76,18.7%,48.7%,Vex | Nunu & Willump | Graves | Blitzcrank | Fiora | Shen | Rhaast | Akali | Aatrox,"Vex (Guinsoo's Rageblade, Rabadon's Deathcap, Red Buff) | Nunu & Willump (Adaptive Helm, Adaptive Helm, Protector's Vow) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Blitzcrank (Crownguard) | Fiora | Shen | Rhaast | Akali | Aatrox"
B,Voyager Viktor,7,Easy,4.59,0.02,7.4%,47.5%,Viktor | Illaoi | Pyke | Nami | Rhaast | Meepsie | Mordekaiser | Lissandra,"Viktor★ (Jeweled Gauntlet, Rabadon's Deathcap, Void Staff) | Illaoi★ (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Pyke★ (Edge of Night, Infinity Edge, Hand Of Justice) | Nami (Jeweled Gauntlet, Spear of Shojin, Void Staff) | Rhaast★ | Meepsie | Mordekaiser | Lissandra"
B,Vanguard Aurelion Sol,,Medium,4.61,0.32,10.6%,47.7%,Aurelion Sol | Nunu & Willump | Karma | Bard | Blitzcrank | Sona | Illaoi | Meepsie | Mordekaiser,"Aurelion Sol (Jeweled Gauntlet, Giant Slayer, Rabadon's Deathcap) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Karma (Jeweled Gauntlet, Spear of Shojin, Void Staff) | Bard (Jeweled Gauntlet, Morellonomicon, Void Staff) | Blitzcrank | Sona | Illaoi | Meepsie | Mordekaiser"
