Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Voyager Viktor,7,Medium,3.93,0.54,12.4%,61.7%,Viktor | Illaoi | Nami | Rhaast | Meepsie | Mordekaiser | Pyke | Lissandra,"Viktor★ (Drone Uplink, Jeweled Gauntlet, Rabadon's Deathcap) | Illaoi★ (Crownguard, Gargoyle Stoneplate, Steadfast Heart) | Nami (Giant Slayer, Spear of Shojin, Void Staff) | Rhaast★ (Protector's Vow, Sunfire Cape, Warmog's Armor) | Meepsie | Mordekaiser | Pyke | Lissandra"
S,Primordian Bel'Veth,6,Easy,4.16,0.45,9.4%,58.2%,Bel'Veth | Rek'Sai | Akali | Kindred | Maokai | Aatrox | Briar | Caitlyn,"Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Spirit Visage) | Akali★ (Edge of Night, Striker's Flail, Hand Of Justice) | Kindred (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Maokai | Aatrox | Briar★ | Caitlyn"
S,Vanguard Teemo,5,Medium,4.22,0.22,8.5%,56.8%,Teemo | Leona | Lissandra | Nasus | Nami | Illaoi | Mordekaiser | Zoe,"Teemo★ (Guinsoo's Rageblade, Hextech Gunblade, Giant Slayer) | Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Lissandra★ (Morellonomicon, Spear of Shojin, Void Staff) | Nasus★ (Ionic Spark, Sunfire Cape, Warmog's Armor) | Nami | Illaoi | Mordekaiser | Zoe★"
A,Mecha Urgot,7,Medium,4.25,0.15,11.8%,55.7%,Urgot | Aurora | Maokai | The Mighty Mech | Rhaast | Akali,"Urgot★ (Infinity Edge, Giant Slayer, Quicksilver) | Aurora★ (Giant Slayer, Rabadon's Deathcap, Spear of Shojin) | Maokai★ (Dragon's Claw, Evenshroud, Warmog's Armor) | The Mighty Mech (Protector's Vow, Sunfire Cape, Evenshroud) | Rhaast★ | Akali"
A,Fateweaver Twisted Fate,5,Medium,4.27,0.39,10.0%,55.4%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
A,Vanguard Nunu & Willump,,Medium,4.29,0.41,13.3%,53.7%,Nunu & Willump | Karma | Vex | Bard | Blitzcrank | Sona | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Vex (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Bard | Blitzcrank | Sona | Illaoi | Meepsie | Mordekaiser"
A,Meeple Veigar,5,Medium,4.30,0.16,11.9%,53.7%,Veigar | Poppy | Lissandra | Rammus | Corki | Illaoi | Meepsie | Mordekaiser,"Veigar★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Poppy★ (Crownguard, Gargoyle Stoneplate, Steadfast Heart) | Lissandra★ (Red Buff, Spear of Shojin, Void Staff) | Rammus (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Corki | Illaoi | Meepsie | Mordekaiser"
A,Sniper Xayah,,Medium,4.30,0.66,19.7%,52.3%,Xayah | Nunu & Willump | Rammus | Jhin | Bard | Rhaast | Gnar | Jax | Mordekaiser,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Rammus (Crownguard, Sunfire Cape, Evenshroud) | Jhin (Deathblade, Infinity Edge, Last Whisper) | Bard | Rhaast | Gnar | Jax | Mordekaiser"
A,Dark Star Nunu & Willump,,Easy,4.35,0.06,14.5%,52.5%,Nunu & Willump | Xayah | Jhin | Karma | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Xayah (Battle Bunny Crossbow, Dark Star Emblem, Guinsoo's Rageblade) | Jhin (Deathblade, Infinity Edge, Striker's Flail) | Karma (Blue Buff, Jeweled Gauntlet, Striker's Flail) | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Timebreaker Pyke,6,Medium,4.36,0.05,5.9%,55.3%,Pyke | Gwen | Pantheon | Milio | Corki | Riven | Gragas | Meepsie,"Pyke★ (Rogue Emblem, Target-Lock Optics, Infinity Edge) | Gwen★ (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Pantheon★ (Crownguard, Gargoyle Stoneplate, Warmog's Armor) | Milio★ (Archangel's Staff, Jeweled Gauntlet, Void Staff) | Corki | Riven | Gragas★ | Meepsie★"
