Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Vex,,Hard,4.07,0.46,20.6%,56.4%,Vex | Nunu & Willump | Blitzcrank | Bard | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Nunu & Willump (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Bard (Morellonomicon, Spear of Shojin, Void Staff) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
S,Dark Star Nunu & Willump,,Medium,4.22,0.22,14.5%,55.3%,Nunu & Willump | Karma | Jhin | Kai'Sa | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Last Whisper, Giant Slayer) | Kai'Sa (Infinity Edge, Striker's Flail, Spear of Shojin) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
S,Dark Star Tahm Kench,,Easy,4.22,0.29,15.2%,55.1%,Tahm Kench | Karma | Jhin | Kai'Sa | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra,"Tahm Kench (Protector's Vow, Spirit Visage, Warmog's Armor) | Karma (Giant Slayer, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra"
S,Marauder Master Yi,,Medium,4.23,1.04,13.8%,55.3%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
A,Dark Star Illaoi,,Easy,4.33,0.10,13.0%,53.0%,Illaoi | Kai'Sa | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Illaoi (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Morellonomicon, Rabadon's Deathcap, Void Staff) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
A,Stargazer - The Mountain Lulu,7,Medium,4.40,0.42,14.5%,51.1%,Lulu | Jax | Milio | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Jax★ (Bloodthirster, Edge of Night, Titan's Resolve) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Meeple Corki,,Medium,4.41,1.59,8.4%,53.3%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Deathblade, Last Whisper, Striker's Flail) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Sunfire Cape, Warmog's Armor) | Fizz | Meepsie | Milio | Poppy"
A,N.O.V.A. Tahm Kench,,Easy,4.43,0.10,22.1%,49.4%,Tahm Kench | Vex | Graves | Fiora | Shen | Morgana | Maokai | Akali | Aatrox,"Tahm Kench (Protector's Vow, Sunfire Cape, Warmog's Armor) | Vex (Guinsoo's Rageblade, Rabadon's Deathcap, Red Buff) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Shen | Morgana | Maokai | Akali | Aatrox"
A,Vanguard Vex Nunu & Willump,,Hard,4.48,0.53,19.4%,49.9%,Vex | Nunu & Willump | Graves | Blitzcrank | Fiora | Shen | Rhaast | Akali | Aatrox,"Vex (Guinsoo's Rageblade, Giant Slayer, Red Buff) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Blitzcrank (Crownguard) | Fiora | Shen | Rhaast | Akali | Aatrox"
B,Dark Star Riven,,Easy,4.53,0.04,12.0%,49.1%,Riven | Kai'Sa | Tahm Kench | Jhin | The Mighty Mech | Karma | Mordekaiser | Cho'Gath,"Riven (Dark Star Emblem, Brawler Emblem, Sterak's Gage) | Kai'Sa (Infinity Edge, Striker's Flail, Spear of Shojin) | Tahm Kench (Dragon's Claw, Protector's Vow, Warmog's Armor) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | The Mighty Mech | Karma | Mordekaiser | Cho'Gath"
