Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Nunu & Willump,,Hard,4.09,0.48,20.3%,56.2%,Vex | Nunu & Willump | Bard | Blitzcrank | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Nunu & Willump (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Bard (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
S,Dark Star Nunu & Willump,,Medium,4.19,0.23,14.7%,55.7%,Nunu & Willump | Karma | Jhin | Kai'Sa | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Kai'Sa (Infinity Edge, Striker's Flail, Spear of Shojin) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
S,Dark Star Tahm Kench,,Medium,4.20,0.29,15.0%,55.6%,Tahm Kench | Karma | Jhin | Blitzcrank | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Tahm Kench (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Blitzcrank | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Marauder Master Yi,,Medium,4.26,1.03,13.2%,54.8%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
A,Dark Star Illaoi,,Medium,4.36,0.10,12.9%,52.2%,Illaoi | Kai'Sa | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Illaoi (Bramble Vest, Gargoyle Stoneplate, Spirit Visage) | Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Blue Buff, Rabadon's Deathcap, Void Staff) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
A,Stargazer - The Mountain Lulu,7,Medium,4.42,0.42,13.9%,50.8%,Lulu | Jax | Milio | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Jax★ (Bloodthirster, Edge of Night, Titan's Resolve) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Maokai★ (Stargazer Emblem, Protector's Vow, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Meeple Corki,,Medium,4.43,1.59,8.3%,53.0%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Sunfire Cape, Warmog's Armor) | Fizz | Meepsie | Milio | Poppy"
A,Vanguard Vex,,Hard,4.48,0.60,19.4%,49.9%,Vex | Nunu & Willump | Graves | Blitzcrank | Fiora | Shen | Rhaast | Akali | Aatrox,"Vex (Guinsoo's Rageblade, Rabadon's Deathcap, Red Buff) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Blitzcrank (Crownguard) | Fiora | Shen | Rhaast | Akali | Aatrox"
B,N.O.V.A. Tahm Kench,,Easy,4.51,0.11,21.4%,48.0%,Tahm Kench | Vex | Graves | Fiora | Shen | Morgana | Maokai | Akali | Aatrox,"Tahm Kench (Protector's Vow, Sunfire Cape, Warmog's Armor) | Vex (Guinsoo's Rageblade, Rabadon's Deathcap, Red Buff) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Fiora (Bloodthirster, Edge of Night, Titan's Resolve) | Shen | Morgana | Maokai | Akali | Aatrox"
B,Dark Star Riven,,Easy,4.52,0.03,12.4%,48.8%,Riven | Kai'Sa | Tahm Kench | Jhin | The Mighty Mech | Karma | Mordekaiser | Cho'Gath,"Riven (Dark Star Emblem, Brawler Emblem, Sterak's Gage) | Kai'Sa (Infinity Edge, Striker's Flail, Spear of Shojin) | Tahm Kench (Gargoyle Stoneplate, Evenshroud, Warmog's Armor) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | The Mighty Mech | Karma | Mordekaiser | Cho'Gath"
B,Mecha Aurelion Sol,,Easy,4.54,0.10,17.9%,49.4%,Aurelion Sol | The Mighty Mech | Karma | Tahm Kench | Nunu & Willump | Urgot | Mordekaiser,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Iceblast Armor, Lioness's Lament, Gargoyle Stoneplate) | Karma (Archangel's Staff, Morellonomicon, Void Staff) | Tahm Kench (Gargoyle Stoneplate, Sunfire Cape, Warmog's Armor) | Nunu & Willump | Urgot | Mordekaiser"
