Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Fateweaver Twisted Fate,5,Medium,4.08,0.22,13.1%,58.5%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Guinsoo's Rageblade, Giant Slayer, Kraken's Fury) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
S,Vanguard Teemo,5,Medium,4.16,0.52,12.2%,57.4%,Leona | Teemo | Zoe | Nasus | Nami | Illaoi | Mordekaiser | Lissandra,"Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Zoe★ (Morellonomicon, Spear of Shojin, Void Staff) | Nasus★ (Sunfire Cape, Warmog's Armor) | Nami | Illaoi | Mordekaiser | Lissandra★"
A,Primordian Briar,5,Easy,4.27,0.48,11.4%,55.1%,Briar | Bel'Veth | Rek'Sai | Kai'Sa | Kindred | Rhaast | Akali | Cho'Gath,"Briar★ (Bloodthirster, Sterak's Gage, Titan's Resolve) | Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Evenshroud) | Kai'Sa (Infinity Edge, Last Whisper, Striker's Flail) | Kindred | Rhaast | Akali | Cho'Gath★"
A,Dark Star Kai'Sa Karma,,Medium,4.27,0.54,14.4%,54.0%,Kai'Sa | Karma | Jhin | Tahm Kench | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra,"Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Tahm Kench (Protector's Vow, Gargoyle Stoneplate, Evenshroud) | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra"
A,Marauder Master Yi,,Medium,4.33,1.56,13.7%,53.2%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Hand Of Justice) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
A,Stargazer - The Mountain Lulu,7,Medium,4.45,0.55,15.6%,50.0%,Lulu | Milio | Jax | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Dark Star Kai'Sa,7,Medium,4.45,0.24,12.7%,50.3%,Kai'Sa | Illaoi | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Illaoi★ (Bramble Vest, Gargoyle Stoneplate, Evenshroud) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
A,Vanguard Nunu & Willump,,Hard,4.45,0.24,14.9%,50.0%,Nunu & Willump | Vex | Blitzcrank | Karma | Bard | Sona | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Protector's Vow, Protector's Vow, Protector's Vow) | Vex (Guinsoo's Rageblade, Hextech Gunblade, Giant Slayer) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Bard | Sona | Illaoi | Meepsie | Mordekaiser"
B,Meeple Corki,,Hard,4.54,1.23,8.9%,50.2%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Bramble Vest, Crownguard, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Protector's Vow, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
B,Stargazer - The Mountain Xayah,,Medium,4.56,0.04,15.3%,47.9%,Xayah | Nunu & Willump | Riven | Jhin | Shen | Lulu | Jax | Mordekaiser | Talon,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Bramble Vest, Protector's Vow, Warmog's Armor) | Riven (Stargazer Emblem, Giant Slayer, Sterak's Gage) | Jhin (Stargazer Emblem, Deathblade, Infinity Edge) | Shen | Lulu | Jax | Mordekaiser | Talon"
B,Dark Star Nunu & Willump,,Medium,4.60,0.09,14.0%,47.5%,Nunu & Willump | Xayah | Jhin | Karma | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath,"Nunu & Willump (Adaptive Helm, Protector's Vow, Warmog's Armor) | Xayah (Dark Star Emblem, Last Whisper, Red Buff) | Jhin (Stargazer Emblem, Deathblade, Infinity Edge) | Karma (Blue Buff, Jeweled Gauntlet, Morellonomicon) | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath"
