Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Space Groove Ornn,7,Easy,4.14,0.34,16.0%,56.2%,Ornn | Samira | Nami | Blitzcrank | Rammus | Gwen | Nasus | Teemo,"Ornn★ (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Samira★ (Deathblade, Last Whisper, Spear of Shojin) | Nami (Morellonomicon, Spear of Shojin, Void Staff) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Rammus | Gwen | Nasus | Teemo"
A,Vanguard Nunu & Willump,,Hard,4.28,0.99,15.8%,53.4%,Nunu & Willump | Vex | Bard | Sona | Blitzcrank | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Protector's Vow, Protector's Vow, Protector's Vow) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Bard (Jeweled Gauntlet, Giant Slayer, Rabadon's Deathcap) | Sona (Morellonomicon, Spear of Shojin, Void Staff) | Blitzcrank | Karma | Illaoi | Meepsie | Mordekaiser"
A,Meeple Corki,,Medium,4.35,0.79,9.1%,54.4%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Battle Bunny Crossbow, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Protector's Vow, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
A,Brawler Master Yi,,Medium,4.36,0.67,10.4%,53.4%,Master Yi | Kindred | Tahm Kench | Fiora | Maokai | Rhaast | Urgot | Bel'Veth | Gragas,"Master Yi (Edge of Night, Giant Slayer, Quicksilver) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Maokai | Rhaast | Urgot | Bel'Veth | Gragas"
A,Space Groove Nami,,Hard,4.38,0.41,13.6%,52.2%,Nami | Riven | Tahm Kench | Blitzcrank | Shen | Nunu & Willump | Ornn | Gwen | Pantheon,"Nami (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Riven (Space Groove Emblem, Bloodthirster, Sterak's Gage) | Tahm Kench (Gargoyle Stoneplate, Sunfire Cape, Warmog's Armor) | Blitzcrank (Ionic Spark, Jeweled Gauntlet, Morellonomicon) | Shen | Nunu & Willump | Ornn | Gwen | Pantheon"
A,Mecha Aurelion Sol,,Medium,4.38,0.09,21.8%,52.0%,Aurelion Sol | The Mighty Mech | Urgot | Tahm Kench | Fiora | Karma,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Lioness's Lament, Gargoyle Stoneplate, Sterak's Gage) | Urgot (Infinity Edge, Quicksilver, Hand Of Justice) | Tahm Kench (Protector's Vow, Sunfire Cape, Spirit Visage) | Fiora | Karma"
A,Stargazer - The Mountain Lulu,7,Medium,4.42,0.21,12.1%,51.6%,Lulu | Milio | Jax | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Jax★ (Protector's Vow, Gargoyle Stoneplate, Gargoyle Stoneplate) | Maokai★ (Stargazer Emblem, Warmog's Armor, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Sniper Xayah,,Medium,4.42,0.71,17.0%,50.3%,Xayah | Nunu & Willump | Tahm Kench | Jhin | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Tahm Kench (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Dark Star Jhin,,Easy,4.43,0.16,11.8%,51.0%,Jhin | Karma | Tahm Kench | Nunu & Willump | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Tahm Kench (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Dark Star Cho'Gath,5,Easy,4.45,0.18,13.6%,50.1%,Cho'Gath | Lissandra | Kai'Sa | Jhin | The Mighty Mech | Karma | Mordekaiser | Pantheon,"Cho'Gath★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | The Mighty Mech | Karma | Mordekaiser | Pantheon"
A,Meeple Rammus,,Easy,4.48,0.15,11.9%,49.8%,Rammus | Gnar | Corki | Jhin | Bard | The Mighty Mech | Fizz | Meepsie | Poppy,"Rammus (Bramble Vest, Crownguard, Gargoyle Stoneplate) | Gnar★ (Deathblade, Guinsoo's Rageblade, Infinity Edge) | Corki (Deathblade, Infinity Edge, Spear of Shojin) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Bard | The Mighty Mech | Fizz | Meepsie | Poppy"
A,Dark Star Illaoi,,Medium,4.50,0.03,9.9%,50.3%,Illaoi | Karma | Kai'Sa | Jhin | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra,"Illaoi (Protector's Vow, Ionic Spark, Sunfire Cape) | Karma (Jeweled Gauntlet, Nashor's Tooth, Striker's Flail) | Kai'Sa★ (Infinity Edge, Giant Slayer, Striker's Flail) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra"
