Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Space Groove Ornn,7,Easy,4.25,0.69,14.7%,54.3%,Ornn | Samira | Nami | Blitzcrank | Shen | Gwen | Nasus | Teemo,"Ornn★ (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Samira★ (Deathblade, Last Whisper, Spear of Shojin) | Nami (Morellonomicon, Spear of Shojin, Void Staff) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Shen | Gwen | Nasus | Teemo"
A,Vanguard Nunu & Willump,,Hard,4.27,0.93,16.0%,53.9%,Nunu & Willump | Bard | Vex | Sona | Blitzcrank | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Bard (Jeweled Gauntlet, Giant Slayer, Rabadon's Deathcap) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Sona (Morellonomicon, Spear of Shojin, Void Staff) | Blitzcrank | Karma | Illaoi | Meepsie | Mordekaiser"
A,Stargazer - The Mountain Lulu,7,Medium,4.39,0.22,12.7%,52.0%,Lulu | Milio | Jax | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Jax★ (Protector's Vow, Gargoyle Stoneplate, Gargoyle Stoneplate) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Brawler Master Yi,,Medium,4.40,0.62,10.3%,52.7%,Master Yi | Kindred | Tahm Kench | Fiora | Maokai | Rhaast | Urgot | Bel'Veth | Gragas,"Master Yi (Edge of Night, Giant Slayer, Quicksilver) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Maokai | Rhaast | Urgot | Bel'Veth | Gragas"
A,Dark Star Jhin,,Easy,4.41,0.14,11.9%,51.8%,Jhin | Karma | Tahm Kench | Nunu & Willump | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Jhin (Infinity Edge, Last Whisper, Giant Slayer) | Karma (Jeweled Gauntlet, Nashor's Tooth, Striker's Flail) | Tahm Kench (Gargoyle Stoneplate, Steadfast Heart, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Sniper Xayah,,Medium,4.41,0.64,17.0%,50.8%,Xayah | Nunu & Willump | Tahm Kench | Jhin | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Tahm Kench (Bramble Vest, Spirit Visage, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Striker's Flail) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Mecha Aurelion Sol,,Medium,4.41,0.09,21.5%,51.3%,Aurelion Sol | The Mighty Mech | Urgot | Tahm Kench | Fiora | Karma,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Lioness's Lament, Gargoyle Stoneplate, Gargoyle Stoneplate) | Urgot (Infinity Edge, Giant Slayer, Quicksilver) | Tahm Kench (Protector's Vow, Sunfire Cape, Spirit Visage) | Fiora | Karma"
A,Meeple Corki,,Medium,4.41,0.70,8.7%,53.1%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Spirit Visage, Warmog's Armor) | Fizz | Meepsie | Milio | Poppy"
A,Space Groove Nami,,Hard,4.44,0.48,12.9%,51.4%,Nami | Riven | Tahm Kench | Ornn | Blitzcrank | Shen | Nunu & Willump | Gwen | Pantheon,"Nami (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Riven (Bastion Emblem, Space Groove Emblem, Bloodthirster) | Tahm Kench (Space Groove Emblem, Gargoyle Stoneplate, Warmog's Armor) | Ornn (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Blitzcrank | Shen | Nunu & Willump | Gwen | Pantheon"
A,Dark Star Cho'Gath,5,Easy,4.44,0.17,13.0%,50.4%,Cho'Gath | Lissandra | Kai'Sa | Jhin | The Mighty Mech | Karma | Mordekaiser | Pantheon,"Cho'Gath★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Kai'Sa (Blue Buff, Infinity Edge, Giant Slayer) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | The Mighty Mech | Karma | Mordekaiser | Pantheon"
