Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Voyager Viktor,7,Medium,3.90,0.49,12.6%,62.3%,Viktor | Illaoi | Nami | Rhaast | Meepsie | Mordekaiser | Pyke | Lissandra,"Viktor★ (Drone Uplink, Jeweled Gauntlet, Rabadon's Deathcap) | Illaoi★ (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Nami (Giant Slayer, Spear of Shojin, Void Staff) | Rhaast★ (Ionic Spark, Sunfire Cape, Warmog's Armor) | Meepsie | Mordekaiser | Pyke | Lissandra"
S,Primordian Bel'Veth,6,Medium,4.10,0.49,9.8%,59.4%,Bel'Veth | Rek'Sai | Briar | Kindred | Maokai | Akali | Aatrox | Caitlyn,"Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Evenshroud) | Briar★ (Bloodthirster, Sterak's Gage, Titan's Resolve) | Kindred (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Maokai | Akali★ | Aatrox★ | Caitlyn"
S,Vanguard Teemo,5,Medium,4.20,0.31,8.9%,57.2%,Teemo | Leona | Nasus | Lissandra | Nami | Illaoi | Mordekaiser | Zoe,"Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Nasus★ (Ionic Spark, Sunfire Cape, Warmog's Armor) | Lissandra★ (Morellonomicon, Spear of Shojin, Void Staff) | Nami | Illaoi | Mordekaiser | Zoe★"
S,Vanguard Nunu & Willump,,Hard,4.20,0.35,15.8%,54.7%,Nunu & Willump | Vex | Karma | Bard | Blitzcrank | Sona | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Protector's Vow, Protector's Vow, Protector's Vow) | Vex (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Bard | Blitzcrank | Sona | Illaoi | Meepsie | Mordekaiser"
A,Fateweaver Twisted Fate,5,Medium,4.25,0.42,9.7%,55.7%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
A,Sniper Xayah,,Medium,4.28,0.72,22.4%,52.3%,Xayah | Nunu & Willump | Rammus | Jhin | Bard | Rhaast | Gnar | Jax | Mordekaiser,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Rammus (Sunfire Cape, Evenshroud, Warmog's Armor) | Jhin (Infinity Edge, Last Whisper, Giant Slayer) | Bard | Rhaast | Gnar | Jax | Mordekaiser"
A,Mecha Urgot,7,Medium,4.29,0.54,12.3%,54.5%,Urgot | Aurora | Maokai | The Mighty Mech | Rhaast | Akali,"Urgot★ (Infinity Edge, Giant Slayer, Quicksilver) | Aurora★ (Jeweled Gauntlet, Rabadon's Deathcap, Spear of Shojin) | Maokai★ (Dragon's Claw, Evenshroud, Warmog's Armor) | The Mighty Mech (Gargoyle Stoneplate, Spirit Visage, Sterak's Gage) | Rhaast★ | Akali"
A,Meeple Veigar,5,Medium,4.31,0.13,12.3%,53.1%,Veigar | Poppy | Rammus | Lissandra | Corki | Illaoi | Meepsie | Mordekaiser,"Veigar★ (Jeweled Gauntlet, Giant Slayer, Spear of Shojin) | Poppy★ (Crownguard, Protector's Vow, Ionic Spark) | Rammus (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Spear of Shojin, Void Staff) | Corki | Illaoi | Meepsie | Mordekaiser"
A,Space Groove Samira,7,Medium,4.37,0.19,14.2%,51.7%,Samira | Samira | Ornn | Ornn | Xayah | Nunu & Willump | Blitzcrank | Jax,"Samira★ (Deathblade, Infinity Edge, Spear of Shojin) | Samira | Ornn★ (Dragon's Claw, Gargoyle Stoneplate, Warmog's Armor) | Ornn | Xayah (Guinsoo's Rageblade, Last Whisper, Red Buff) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Blitzcrank | Jax"
A,Dark Star Karma,,Easy,4.39,0.10,12.0%,52.1%,Karma | Tahm Kench | Jhin | The Mighty Mech | Blitzcrank | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Karma (Blue Buff, Jeweled Gauntlet, Morellonomicon) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | The Mighty Mech (Gargoyle Stoneplate, Sunfire Cape, Evenshroud) | Blitzcrank | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
