Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Teemo,5,Medium,4.14,0.43,11.8%,58.3%,Teemo | Leona | Nasus | Zoe | Nami | Illaoi | Mordekaiser | Lissandra,"Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Nasus★ (Sunfire Cape, Spirit Visage, Warmog's Armor) | Zoe★ (Morellonomicon, Spear of Shojin, Void Staff) | Nami | Illaoi | Mordekaiser | Lissandra★"
S,Marauder Master Yi,,Medium,4.23,1.14,13.4%,55.2%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Guinsoo's Rageblade, Last Whisper, Kraken's Fury) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Hand Of Justice) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
S,Dark Star Karma,,Medium,4.24,0.24,14.2%,55.1%,Karma | Jhin | Tahm Kench | The Mighty Mech | Blitzcrank | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Karma (Blue Buff, Jeweled Gauntlet, Nashor's Tooth) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Tahm Kench (Sunfire Cape, Evenshroud, Warmog's Armor) | The Mighty Mech (Bramble Vest, Gargoyle Stoneplate, Sunfire Cape) | Blitzcrank | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Dark Star Nunu & Willump,,Medium,4.27,0.14,13.0%,53.6%,Nunu & Willump | Karma | Kai'Sa | Jhin | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Crownguard, Protector's Vow, Warmog's Armor) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
A,Fateweaver Twisted Fate,5,Medium,4.27,0.38,10.9%,55.0%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
A,Primordian Briar,5,Medium,4.30,0.49,10.1%,54.9%,Briar | Bel'Veth | Rek'Sai | Kindred | Kai'Sa | Rhaast | Akali | Cho'Gath,"Briar★ (Bloodthirster, Sterak's Gage, Titan's Resolve) | Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Evenshroud) | Kindred (Guinsoo's Rageblade, Last Whisper, Giant Slayer) | Kai'Sa | Rhaast | Akali | Cho'Gath★"
A,Vanguard Nunu & Willump,,Hard,4.33,0.35,15.8%,52.8%,Nunu & Willump | Vex | Blitzcrank | Bard | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Bramble Vest, Protector's Vow, Warmog's Armor) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Bard (Morellonomicon, Spear of Shojin, Void Staff) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
A,Primordian Bel'Veth,6,Easy,4.35,0.07,9.2%,53.8%,Bel'Veth | Rek'Sai | Kindred | Briar | Maokai | Akali | Aatrox | Caitlyn,"Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Bramble Vest, Protector's Vow, Sunfire Cape) | Kindred (Guinsoo's Rageblade, Giant Slayer, Red Buff) | Briar★ (Bloodthirster, Sterak's Gage, Titan's Resolve) | Maokai | Akali★ | Aatrox★ | Caitlyn"
A,Dark Star Kai'Sa,7,Medium,4.41,0.25,12.2%,51.6%,Kai'Sa | Illaoi | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Illaoi★ (Bramble Vest, Sunfire Cape, Evenshroud) | Karma (Jeweled Gauntlet, Rabadon's Deathcap, Spear of Shojin) | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
A,N.O.V.A. Kindred,,Easy,4.42,0.05,19.5%,49.6%,Tahm Kench | Maokai | Graves | Fiora | Morgana | Shen | Vex | Akali | Aatrox,"Tahm Kench (Gargoyle Stoneplate, Sunfire Cape, Spirit Visage) | Maokai (Gargoyle Stoneplate, Steadfast Heart, Warmog's Armor) | Graves (Guinsoo's Rageblade, Giant Slayer, Kraken's Fury) | Fiora | Morgana | Shen | Vex | Akali | Aatrox"
