Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Vex,,Hard,4.07,0.44,20.9%,56.7%,Vex | Nunu & Willump | Blitzcrank | Bard | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Nunu & Willump (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Bard (Morellonomicon, Spear of Shojin, Void Staff) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
S,Marauder Master Yi,,Medium,4.14,0.99,14.8%,57.0%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Hand Of Justice) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
S,Dark Star Tahm Kench,,Easy,4.24,0.28,14.9%,54.6%,Tahm Kench | Karma | Jhin | Kai'Sa | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra,"Tahm Kench (Gargoyle Stoneplate, Steadfast Heart, Warmog's Armor) | Karma (Giant Slayer, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra"
S,Dark Star Nunu & Willump,,Medium,4.24,0.20,14.7%,54.9%,Nunu & Willump | Kai'Sa | Karma | Jhin | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Blue Buff, Morellonomicon, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
A,Dark Star Illaoi,,Medium,4.33,0.11,12.8%,53.1%,Illaoi | Kai'Sa | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Illaoi (Bramble Vest, Crownguard, Gargoyle Stoneplate) | Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Red Buff, Spear of Shojin, Void Staff) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
A,Meeple Corki,,Medium,4.38,1.53,8.8%,54.1%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Deathblade, Last Whisper, Striker's Flail) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Sunfire Cape, Spirit Visage) | Fizz | Meepsie | Milio | Poppy"
A,N.O.V.A. Tahm Kench,,Easy,4.38,0.09,23.0%,50.5%,Tahm Kench | Vex | Graves | Fiora | Shen | Morgana | Maokai | Akali | Aatrox,"Tahm Kench (Bramble Vest, Sunfire Cape, Spirit Visage) | Vex (Guinsoo's Rageblade, Hextech Gunblade, Rabadon's Deathcap) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Fiora (Bloodthirster, Giant Slayer, Sterak's Gage) | Shen | Morgana | Maokai | Akali | Aatrox"
A,Stargazer - The Mountain Lulu,7,Medium,4.40,0.40,14.7%,51.0%,Lulu | Milio | Jax | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Jax★ (Bloodthirster, Edge of Night, Titan's Resolve) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Dark Star Xayah,,Medium,4.45,0.04,16.4%,49.3%,Xayah | Nunu & Willump | Jhin | Karma | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath,"Xayah (Dark Star Emblem, Last Whisper, Red Buff) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Jhin (Deathblade, Infinity Edge, Striker's Flail) | Karma (Blue Buff, Jeweled Gauntlet, Void Staff) | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath"
B,Dark Star Riven,,Medium,4.50,0.05,12.7%,49.0%,Riven | Kai'Sa | Tahm Kench | Jhin | The Mighty Mech | Karma | Mordekaiser | Cho'Gath,"Riven (Dark Star Emblem, Quicksilver, Sterak's Gage) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Tahm Kench (Protector's Vow, Evenshroud, Warmog's Armor) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | The Mighty Mech | Karma | Mordekaiser | Cho'Gath"
