Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Vex,,Hard,4.04,0.43,21.2%,57.5%,Vex | Nunu & Willump | Blitzcrank | Bard | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Nunu & Willump (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Bard (Morellonomicon, Spear of Shojin, Void Staff) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
S,Marauder Master Yi,,Medium,4.10,0.91,15.2%,57.8%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Hand Of Justice) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
S,Dark Star Nunu & Willump,,Medium,4.23,0.18,15.2%,54.9%,Nunu & Willump | Kai'Sa | Karma | Jhin | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Bramble Vest, Protector's Vow, Warmog's Armor) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Blue Buff, Jeweled Gauntlet, Rabadon's Deathcap) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
S,Dark Star Karma,,Easy,4.23,0.27,15.1%,54.6%,Tahm Kench | Karma | Jhin | Kai'Sa | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra,"Tahm Kench (Gargoyle Stoneplate, Steadfast Heart, Warmog's Armor) | Karma (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra"
A,N.O.V.A. Tahm Kench,,Easy,4.31,0.09,23.7%,52.1%,Tahm Kench | Vex | Graves | Fiora | Shen | Morgana | Maokai | Akali | Aatrox,"Tahm Kench (Bramble Vest, Sunfire Cape, Warmog's Armor) | Vex (Guinsoo's Rageblade, Rabadon's Deathcap, Red Buff) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Fiora (Sterak's Gage, Titan's Resolve, Hand Of Justice) | Shen | Morgana | Maokai | Akali | Aatrox"
A,Dark Star Illaoi,,Medium,4.32,0.11,12.9%,53.2%,Illaoi | Kai'Sa | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Illaoi (Gargoyle Stoneplate, Evenshroud, Warmog's Armor) | Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Adaptive Helm, Morellonomicon, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
A,Meeple Corki,,Medium,4.35,1.45,9.0%,54.5%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Deathblade, Last Whisper, Striker's Flail) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Sunfire Cape, Warmog's Armor) | Fizz | Meepsie | Milio | Poppy"
A,Stargazer - The Mountain Lulu,7,Medium,4.39,0.39,14.7%,51.1%,Lulu | Milio | Jax | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Jax★ (Bloodthirster, Guinsoo's Rageblade, Titan's Resolve) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Dark Star Xayah,,Medium,4.46,0.05,16.5%,49.6%,Xayah | Nunu & Willump | Jhin | Karma | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath,"Xayah (Dark Star Emblem, Last Whisper, Red Buff) | Nunu & Willump (Crownguard, Protector's Vow, Warmog's Armor) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Karma (Blue Buff, Jeweled Gauntlet, Void Staff) | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath"
A,Dark Star Riven,,Medium,4.46,0.05,13.7%,49.9%,Riven | Kai'Sa | Tahm Kench | Jhin | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath,"Riven (Dark Star Emblem, Hextech Gunblade, Sterak's Gage) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Tahm Kench (Bramble Vest, Sunfire Cape, Evenshroud) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath"
