Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Nunu & Willump,,Hard,4.13,0.62,19.2%,55.5%,Nunu & Willump | Vex | Bard | Blitzcrank | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Bard (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
S,Dark Star Nunu & Willump,,Medium,4.13,0.21,14.6%,57.2%,Nunu & Willump | Jhin | Karma | Kai'Sa | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Jhin (Infinity Edge, Last Whisper, Giant Slayer) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
S,Dark Star Tahm Kench,,Easy,4.18,0.28,14.2%,55.7%,Tahm Kench | Karma | Jhin | Blitzcrank | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Tahm Kench (Dragon's Claw, Spirit Visage, Warmog's Armor) | Karma (Red Buff, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Blitzcrank | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
S,Dark Star Illaoi,,Medium,4.23,0.08,13.3%,55.4%,Illaoi | Karma | Kai'Sa | Jhin | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra,"Illaoi (Gargoyle Stoneplate, Ionic Spark, Sunfire Cape) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra★"
A,Marauder Master Yi,,Medium,4.33,0.91,11.5%,53.8%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Hand Of Justice) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
A,Dark Star Riven,,Medium,4.39,0.02,13.8%,51.9%,Riven | Kai'Sa | Tahm Kench | Jhin | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath,"Riven (Dark Star Emblem, Edge of Night, Hand Of Justice) | Kai'Sa (Last Whisper, Giant Slayer, Spear of Shojin) | Tahm Kench (Dragon's Claw, Gargoyle Stoneplate, Sunfire Cape) | Jhin (Rogue Emblem, Infinity Edge, Giant Slayer) | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath"
A,Meeple Corki,,Medium,4.40,1.47,7.9%,53.6%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Sunfire Cape, Warmog's Armor) | Fizz | Meepsie | Milio | Poppy"
A,Sniper Xayah,,Medium,4.42,0.64,17.4%,50.2%,Xayah | Nunu & Willump | Jhin | Tahm Kench | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Tahm Kench (Bramble Vest, Spirit Visage, Warmog's Armor) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Stargazer - The Mountain Lulu,7,Medium,4.45,0.37,12.9%,50.5%,Lulu | Jax | Milio | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Jax★ (Bloodthirster, Edge of Night, Titan's Resolve) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Mecha Aurelion Sol,,Easy,4.45,0.08,19.5%,51.1%,Aurelion Sol | The Mighty Mech | Karma | Tahm Kench | Nunu & Willump | Urgot | Mordekaiser,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Iceblast Armor, Gargoyle Stoneplate, Gargoyle Stoneplate) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Tahm Kench (Protector's Vow, Sunfire Cape, Warmog's Armor) | Nunu & Willump | Urgot | Mordekaiser"
