Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Space Groove Ornn,7,Easy,4.19,0.10,13.4%,55.8%,Ornn | Nami | Samira | Blitzcrank | Rammus | Gwen | Nasus | Teemo,"Ornn★ (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Nami (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Samira★ (Deathblade, Last Whisper, Spear of Shojin) | Blitzcrank (Ionic Spark, Jeweled Gauntlet, Hand Of Justice) | Rammus | Gwen | Nasus | Teemo"
A,Mecha Aurelion Sol,,Medium,4.25,0.08,22.9%,55.2%,Aurelion Sol | The Mighty Mech | Urgot | Tahm Kench | Fiora | Karma,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Iceblast Armor, Lioness's Lament, Gargoyle Stoneplate) | Urgot (Infinity Edge, Giant Slayer, Hand Of Justice) | Tahm Kench (Sunfire Cape, Spirit Visage, Warmog's Armor) | Fiora | Karma"
A,Meeple Corki,,Medium,4.28,0.84,9.5%,55.9%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Sunfire Cape, Warmog's Armor) | Fizz | Meepsie | Milio | Poppy"
A,Vanguard Nunu & Willump,,Hard,4.30,1.03,15.6%,53.3%,Vex | Nunu & Willump | Bard | Blitzcrank | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Nunu & Willump (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Bard (Jeweled Gauntlet, Striker's Flail, Rabadon's Deathcap) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
A,Space Groove Nami,,Medium,4.31,0.33,14.7%,53.2%,Nami | Riven | Tahm Kench | Blitzcrank | Shen | Nunu & Willump | Ornn | Gwen | Pantheon,"Nami (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Riven (Space Groove Emblem, Bloodthirster, Sterak's Gage) | Tahm Kench (Gargoyle Stoneplate, Sunfire Cape, Warmog's Armor) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Shen | Nunu & Willump | Ornn | Gwen | Pantheon"
A,Marauder Master Yi,,Medium,4.33,0.70,10.6%,54.0%,Master Yi | Kindred | Tahm Kench | Fiora | Maokai | Rhaast | Urgot | Bel'Veth | Gragas,"Master Yi (Edge of Night, Giant Slayer, Quicksilver) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Maokai | Rhaast | Urgot | Bel'Veth | Gragas"
A,Dark Star Cho'Gath,5,Easy,4.42,0.18,14.8%,50.9%,Cho'Gath | Lissandra | Kai'Sa | Karma | Jhin | The Mighty Mech | Mordekaiser | Pantheon,"Cho'Gath★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Kai'Sa (Infinity Edge, Striker's Flail, Spear of Shojin) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin | The Mighty Mech | Mordekaiser | Pantheon"
A,Dark Star Jhin,,Easy,4.42,0.17,12.1%,50.6%,Jhin | Karma | Tahm Kench | Nunu & Willump | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Tahm Kench (Dragon's Claw, Gargoyle Stoneplate, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Stargazer - The Mountain Lulu,7,Medium,4.43,0.21,11.9%,51.3%,Lulu | Milio | Jax | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Jax★ (Protector's Vow, Gargoyle Stoneplate, Gargoyle Stoneplate) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Sniper Xayah Nunu & Willump,,Medium,4.45,0.77,16.9%,49.5%,Xayah | Nunu & Willump | Tahm Kench | Jhin | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Tahm Kench (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
