Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Dark Star Nunu & Willump,,Medium,4.12,0.21,14.6%,57.5%,Nunu & Willump | Jhin | Karma | Kai'Sa | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Adaptive Helm, Bramble Vest, Protector's Vow) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Karma (Red Buff, Spear of Shojin, Void Staff) | Kai'Sa (Blue Buff, Infinity Edge, Giant Slayer) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
S,Vanguard Nunu & Willump,,Hard,4.15,0.66,19.0%,55.4%,Nunu & Willump | Vex | Bard | Blitzcrank | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Protector's Vow, Protector's Vow, Warmog's Armor) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Bard (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
S,Dark Star Tahm Kench,,Easy,4.19,0.27,13.9%,56.0%,Tahm Kench | Karma | Jhin | Blitzcrank | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Tahm Kench (Gargoyle Stoneplate, Ionic Spark, Sunfire Cape) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Blitzcrank | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Dark Star Illaoi,,Medium,4.27,0.07,12.7%,54.7%,Illaoi | Karma | Kai'Sa | Jhin | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra,"Illaoi (Gargoyle Stoneplate, Ionic Spark, Warmog's Armor) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Meepsie | Mordekaiser | Pantheon | Cho'Gath★ | Lissandra★"
A,Sniper Xayah,,Medium,4.35,0.65,18.1%,51.4%,Xayah | Nunu & Willump | Jhin | Tahm Kench | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Tahm Kench (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Marauder Master Yi,,Medium,4.36,0.89,11.2%,53.1%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
A,Dark Star Riven,,Medium,4.36,0.02,13.8%,52.3%,Riven | Kai'Sa | Tahm Kench | Jhin | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath,"Riven (Dark Star Emblem, Bloodthirster, Quicksilver) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Jhin (Infinity Edge, Striker's Flail, Red Buff) | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath"
A,Meeple Corki,,Medium,4.38,1.45,7.9%,54.1%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Protector's Vow, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
A,Mecha Aurelion Sol,,Easy,4.42,0.07,20.0%,51.1%,Aurelion Sol | The Mighty Mech | Karma | Tahm Kench | Nunu & Willump | Urgot | Mordekaiser,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Iceblast Armor, Lioness's Lament, Gargoyle Stoneplate) | Karma (Jeweled Gauntlet, Morellonomicon, Void Staff) | Tahm Kench (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Nunu & Willump | Urgot | Mordekaiser"
A,Stargazer - The Mountain Lulu,7,Medium,4.46,0.37,12.7%,50.5%,Lulu | Jax | Milio | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Jax★ (Bloodthirster, Edge of Night, Titan's Resolve) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
