Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Teemo,5,Medium,4.16,0.48,12.0%,57.3%,Teemo | Leona | Zoe | Nasus | Nami | Illaoi | Mordekaiser | Lissandra,"Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Zoe★ (Morellonomicon, Spear of Shojin, Void Staff) | Nasus★ (Sunfire Cape, Spirit Visage, Warmog's Armor) | Nami | Illaoi | Mordekaiser | Lissandra★"
S,Dark Star Karma,,Medium,4.21,0.35,14.4%,55.4%,Karma | Tahm Kench | Kai'Sa | Jhin | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra,"Karma (Jeweled Gauntlet, Nashor's Tooth, Void Staff) | Tahm Kench (Bramble Vest, Sunfire Cape, Spirit Visage) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra"
S,Primordian Briar,5,Medium,4.25,0.50,11.1%,55.8%,Briar | Bel'Veth | Rek'Sai | Kai'Sa | Kindred | Rhaast | Akali | Cho'Gath,"Briar★ (Bloodthirster, Sterak's Gage, Titan's Resolve) | Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Evenshroud) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Kindred | Rhaast | Akali | Cho'Gath★"
A,Marauder Master Yi,,Medium,4.27,1.34,13.5%,54.7%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Marauder Emblem, Guinsoo's Rageblade, Kraken's Fury) | Tahm Kench (Bramble Vest, Sunfire Cape, Evenshroud) | Fiora (Edge of Night, Sterak's Gage, Hand Of Justice) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
A,Vanguard Nunu & Willump,,Hard,4.36,0.29,16.1%,51.6%,Nunu & Willump | Vex | Blitzcrank | Bard | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Bard (Morellonomicon, Spear of Shojin, Void Staff) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
A,Dark Star Nunu & Willump,,Medium,4.36,0.22,13.4%,52.2%,Nunu & Willump | Kai'Sa | Karma | Jhin | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Crownguard, Protector's Vow, Evenshroud) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Blue Buff, Jeweled Gauntlet, Rabadon's Deathcap) | Jhin (Infinity Edge, Last Whisper, Giant Slayer) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
A,Fateweaver Twisted Fate,5,Medium,4.38,0.33,10.5%,52.9%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
A,Dark Star Kai'Sa,7,Medium,4.46,0.27,12.5%,50.2%,Kai'Sa | Illaoi | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Illaoi★ (Crownguard, Gargoyle Stoneplate, Warmog's Armor) | Karma (Jeweled Gauntlet, Nashor's Tooth, Striker's Flail) | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
A,Dark Star Xayah,,Medium,4.47,0.07,16.4%,49.4%,Xayah | Nunu & Willump | Jhin | Karma | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath,"Xayah (Dark Star Emblem, Last Whisper, Red Buff) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Karma (Stargazer Emblem, Blue Buff, Jeweled Gauntlet) | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath"
A,N.O.V.A. Kindred,,Easy,4.47,0.03,19.6%,49.6%,Tahm Kench | Graves | Maokai | Fiora | Morgana | Shen | Vex | Akali | Aatrox,"Tahm Kench (Gargoyle Stoneplate, Sunfire Cape, Warmog's Armor) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Maokai (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Fiora | Morgana | Shen | Vex | Akali | Aatrox"
